candidate_id,source_family,source_file,PSP,source_row,title,doi,journal,candidate_status,strict_append_ready,remaining_blocker,statistical_statement,stat_type,stat_value,df1,df2,D_candidate,N_candidate,conversion_method,positive_original
vandenakker_psp_220_row_244,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,220,244,Is research in social psychology politically biased? Systematic empirical tests and a forecasting survey to address the controversy,doi.org/10.1016/j.jesp.2018.06.004,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Forecasters accurately predicted the direction of both the evaluative differences (predicted effect size of 0.45 that conservatives would be explained more negatively) [... ] with both predicted effect sizes significantly different from zero, t(175)=18.512, p &lt; .001",t,18.512,175.0,,2.798751329738726,943.0,t_df_to_d,0.235294117647059
vandenakker_psp_221_row_259,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,221,259,"Is There a Positive Association Between Working Memory Capacity and Mind Wandering in a Low-Demand Breathing Task? A Preregistered Replication of a Study by Levinson, Smallwood, and Davidson (2012)",doi.org/10.1177/0956797619837942,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"In contrast to the findings by Levinson et al., analyses of the present data revealed that squared operationspan scores were negatively associated with mindwandering probes during the awareness section of the breathing task, r(251) = −.16, p = .009, 95% CI = [−.28, −.04].",r,-0.16,,,0.3241763593892431,315.0,r_to_d,0.0
vandenakker_psp_222_row_262,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,222,262,Justifications Shape Ethical Blind Spots,doi.org/10.1177/0956797615571018,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Hypothesis 1: Participants’ mistakes reflected the predicted self-serving pattern. A 2 (payment condition) × 2 (temptation) generalized linear mixed model predicting the likelihood of reporting the value next to the target revealed a significant interaction, F(1, 1980) = 10.77, p = .001, b = −1.07, 95% confidence interval (CI) = [−1.712, -0.431].",F,10.77,1.0,1980.0,0.14750449402501525,40.0,F_1_df_to_d,1.0
vandenakker_psp_225_row_266,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,225,266,Leaders’ Use of Moral Justifications Increases Policy Support,doi.org/10.1177/0956797615572909,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"The results revealed a main effect of policy frame, F(2, 371) = 4.92, p = .008, ηp2 = .03, replicat-ing the results of the pilot study. Participants were more supportive of policies framed in moral terms (M = 5.82, SD = 0.74) than of policies framed in pragmatic terms (M = 5.54, SD = 0.72), t(246) = 3.08, p = .002, d = 0.39, 95% confidence interval (CI) = [0.14, 0.64].",r,0.1351664077927583,2.0,371.0,0.27283666174179855,373.0,r_to_d,1.0
vandenakker_psp_232_row_272,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,232,272,Long-Term Memory for Haptically Explored Objects: Fidelity Durability Incidental Encoding and Cross-Modal Transfer,doi.org/10.1177/0956797618803644,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Performance in the unimodal haptic test was better than in the cross-modal visual test (mean difference = 5.9%, SD = 6.9, 95% CI = [3.8, 8.0]), t(42) = 5.58, p &lt; .001, d = 0.86, 95% CI = [0.50, 1.20].",t,5.58,42.0,,1.7220253855769456,43.0,t_df_to_d,1.0
vandenakker_psp_233_row_273,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,233,273,Looking on the Bright Side: Replicating the Association between Brightness and Positivity,doi.org/10/ggb8hb,Collabra: Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"As in Specker et al. (2018) we then conducted a one-sided one sample t-test. This showed a significant difference from 0 in the expected (positive) direction, t(14) = 6.58, p &lt; .001, Cohen’s dz = 1.73,2 CI [.91,2.51]",t,6.58,14.0,,3.517157943567505,15.0,t_df_to_d,0.666666666666667
vandenakker_psp_235_row_276,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,235,276,Low foreign language proficiency reduces optimism about the personal future,doi.org/10/gdj6sd,Quarterly Journal of Experimental Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"proficiency as categorical variable: F(2, 470) = 4.93, p = .008, partial eta squared = .021.",t,4.93,2.0,470.0,6.972072862499358,473.0,t_df_to_d,1.0
vandenakker_psp_236_row_277,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,236,277,Making Retrospective Confidence Judgments Improves Learners’ Ability to Decide What Not to Study,doi.org/10.1177/0956797617718800,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,There was also modest support for the correlation between confidence judgments and final recall being higher for RCJs than for JOLs (BF10 = 4.42).,r,0.35,,,0.7472647177570733,175.0,r_to_d,0.545454545454545
vandenakker_psp_237_row_287,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,237,287,Malleable liberals and fixed conservatives? Political orientation shapes perceived ability to change,doi.org/10.1016/j.jesp.2019.01.002,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"t prejudice significantly predicted malleability be liefs: participants judged targets for whom they felt greater prejudice as less capable of change, F(1, 971)=15.70, p &lt; .001, 2=.016. .p",F,15.7,1.0,971.0,0.2543139637790609,974.0,F_1_df_to_d,0.166666666666667
vandenakker_psp_245_row_305,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,245,305,Moral Framing and Charitable Donation: Integrating Exploratory Social Media Analyses and Confirmatory Experimentation,doi.org/10/gdkx4q,Collabra: Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Congruent with our hypotheses, one-tailed t-tests indicated that participants reported higher donation motivation in the care (M = 4.16, SD = 1.5) condition compared to the control condition (M = 3.55, SD = 1.40), Cohen’s d6 = 0.42, 95%CI[0.20, 0.65], t(308) = 3.75, 95%CI = [0.29, 0.94], p &lt; 0.001",t,3.75,308.0,,0.42735216172364227,313.0,t_df_to_d,0.625
vandenakker_psp_254_row_315,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,254,315,Not Learning From Failure—the Greatest Failure of All,doi.org/10.1177/0956797619881133,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"As in Study 2a, participants in the failure condition (M = 66%, SD = 36%) learned less than participants in the success condition (M = 88%, SD = 25%), t(323) = 6.17, p &lt; .001, d = 0.71, 95% CI = [0.49, 0.94].",t,6.17,323.0,,0.686615966948127,325.0,t_df_to_d,1.0
vandenakker_psp_260_row_324,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,260,324,On the Clock: Evidence for the Rapid and Strategic Modulation of Mind Wandering,doi.org/10.1177/0956797618761039,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Most critically, however, we again observed a significant quadratic function for quadrant, F(1, 54) = 6.556, MSE = 0.031, p = 0.13 [one-tailed p = 0.007, partial eta squared = 0.108]",F,6.556,1.0,54.0,0.6968713149711571,55.0,F_1_df_to_d,1.0
vandenakker_psp_262_row_325,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,262,325,Openness/Intellect and Susceptibility to Pseudo-Profound Bullshit: A Replication and Extension,doi.org/10.1002/per.2176,European Journal of Personality,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Contrary to Study 1, but consistent with predictions and the finding of Pennycook and colleagues (2015), cognitive ability and cognitive reflectio were nega tively correlated with PPBS to a statistically significan de gree. ?0.16 [?0.31, 0.00]",r,-0.16,,,0.3241763593892431,157.0,r_to_d,0.538461538461538
vandenakker_psp_263_row_336,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,263,336,"Out of debt, out of burden: The physical burdens of debt",doi.org/10.1016/j.jesp.2018.01.003,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"a significant effect of condition, F(1, 214)=8.59, p = .004, partial eta squared = 0.04",F,8.59,1.0,214.0,0.4007003215166559,216.0,F_1_df_to_d,1.0
vandenakker_psp_264_row_337,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,264,337,Overconfidence Across Cultures,doi.org/10/ggb8jw,Collabra: Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"A multiple regression analysis predicting overestimation revealed significant effects of country, condition, age, and gender. [b=4.806 se=0.111 beta=0.716 t=43.331]",t,43.331,1507.0,,2.2324003471347145,391.0,t_df_to_d,0.75
vandenakker_psp_266_row_341,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,266,341,Overcorrection for Social-Categorization Information Moderates Impact Bias in Affective Forecasting,doi.org/10.1177/0956797616660292,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"An ANOVA revealed a main effect of target, F(3, 541) = 48.44, p &lt; .001, partial eta squared = .21 (see Fig. 5).",r,0.34963834311135183,3.0,541.0,0.7463849619876893,545.0,r_to_d,0.0
vandenakker_psp_271_row_343,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,271,343,People Are Slow to Adapt to the Warm Glow of Giving,doi.org/10.1177/0956797618814145,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"and the critical interaction, F(1,420.73) = 5.50, p = 0.019",F,5.5,1.0,420.73,0.22867021507848606,113.0,F_1_df_to_d,1.0
vandenakker_psp_273_row_344,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,273,344,People With Autism Spectrum Conditions Make More Consistent Decisions,doi.org/10.1177/0956797617694867,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"the ASC group made more consistent choices than did the control group, t(203.9) = 5.15, p &lt; .001, d = 0.60, 95% confidence interval(CI) = [0.34, 0.85],",t,5.15,203.9,,0.7213210593229997,212.0,t_df_to_d,1.0
vandenakker_psp_276_row_346,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,276,346,Perspective Taking and Self-Persuasion: Why “Putting Yourself in Their Shoes” Reduces Openness to Attitude Change,doi.org/10.1177/0956797618822697,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Participants reported less receptiveness to the counterattitudinal view in the perspective-taking (M = 3.27, 95% CI = [3.11, 3.43]) relative to the control (M = 3.53, 95% CI = [3.36, 3.69]) condition, t(482) = −2.15, p = .032, d = 0.20.",t,-2.15,482.0,,0.19585963302993908,568.0,t_df_to_d,1.0
vandenakker_psp_280_row_350,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,280,350,Polluted Morality: Air Pollution Predicts Criminal Activity and Unethical Behavior,doi.org/10.1177/0956797617735807,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"As in Study 3a, bootstrapping analyses revealed that anxiety level mediated the effect of the polluted (vs. clean) condition on the Self-Reported Inappropriate Negotiation Strategies score (bias-corrected 95% CI = [0.0204, 0.1771]).",t,2.69,354.0,,0.2859437738575708,356.0,t_df_to_d,1.0
vandenakker_psp_282_row_353,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,282,353,Predicting Exercise With a Personality Facet: Planfulness and Goal Achievement,doi.org/10.1177/0956797619868812,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"There was a small but statistically significant relationship between planfulness scores and the rated descriptiveness of the free responses (r = .19, p = .02), [as well as between planfulness scores and planfulnessratings (r = .23, p &lt; 0.001]",r,0.19,,,0.38705047652302255,282.0,r_to_d,0.333333333333333
vandenakker_psp_294_row_357,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,294,357,Reaction time-based Concealed Information Test in eyewitness identification is moderated by picture similarity but not eyewitness cooperation,doi.org/10/gftfw4,Psychological Research,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"The expected stimulus type × participant cooperation interaction was statistically non-significant, F(1, 46) &lt; 0.01, p = .973, partial eta squared &lt; 0.01.",F,0.01,1.0,46.0,0.029488391230979426,48.0,F_1_df_to_d,0.0
vandenakker_psp_297_row_358,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,297,358,Reducing sugar use in coffee while maintaining enjoyment: A randomized controlled trial,doi.org/10/gfn9hx,Journal of Health Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"According to our pre-registered one-tailed t-tests, mindfulness participants consumed their coffee sugar-free more frequently than control participants 1 month after the intervention ended (Mm = 2.89, Mc = 2.25, 8], 95% confidence interval (CI) [0.168, t(66) = 2.27, p = 0.013, d = 0.56),",t,2.27,66.0,,0.5588353690461706,129.0,t_df_to_d,0.0909090909090909
vandenakker_psp_303_row_366,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,303,366,Rushing to Appear Virtuous: Time Pressure Increases Socially Desirable Responding,doi.org/10.1177/0956797619867939,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Comparison of the magnitude of socially desirable responses in the quick and slow conditions confirmed the hypothesized effect. Asking people to answer quickly causes them to give more socially desirable responses (M = 5.069, SD = 2.55) than asking them to answer slowly (M = 4.722, SD = 2.358), F(1, 1496) = 7.559, p = .006, d = 0.142, 95% confidence interval (CI)[0.243,0.04] (see Fig. 1).",F,7.559,1.0,1496.0,0.14216620536021937,1500.0,F_1_df_to_d,0.5
vandenakker_psp_306_row_368,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,306,368,Semantic processes in preferential decision making,doi.org/10/gfkwt3,"Journal of Experimental Psychology: Learning, Memory, and Cognition",stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Overall, I observed a correlation of 0.85 between bin number (1, 2,. . . 10) and the average CRP for Experiment 1A (foods), a correlation of 0.69 for Experiment 1B (vacations), and a correlation of 0.73 for Experiment 1C (gifts).",r,0.85,,,3.227137185558496,50.0,r_to_d,1.0
vandenakker_psp_316_row_376,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,316,376,"Shared Plates, Shared Minds: Consuming From a Shared Plate Promotes Cooperation",doi.org/10.1177/0956797619830633,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"As we predicted, pairs sharing food from the same bowl went into fewer days of strike (M = 8.72, 95% CI = [6.75, 10.69]) than pairs eating from separate bowls (M = 13.20, 95% CI = [11.24, 15.16]), t(98) = 3.24, p = .002, d = 0.65, 95% CI = [0.24, 1.05], BF10 = 19.50 (see Fig. 1).",t,3.24,98.0,,0.6545788488698326,200.0,t_df_to_d,0.5
vandenakker_psp_324_row_391,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,324,391,Social Distance Increases Perceived Physical Distance,doi.org/10/gdpnjg,Social Psychological and Personality Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"As before, participants reported greater social distance to conversational partners in the cold conversation condition (M ¼ 3.69, SD ¼ 0.60) compared to the warm conversation condition (M ¼ 2.57, SD ¼ 0.55), t(31.0) ¼ 5.62, 95% CI [1.08, 2.73], d ¼ 1.95, p &lt; .001. Thus, social distance increased when the conversation was cold, supporting Hypothesis 1.",t,5.62,31.0,,2.01876359478095,33.0,t_df_to_d,1.0
vandenakker_psp_325_row_394,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,325,394,Socially thermoregulated thinking: How past experiences matter in thinking about our loved ones,doi.org/10/gfjkbc,Journal of Experimental Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"In our pre-registered replication study in a French sample, we again found an interaction between temperature condition and the Relationship Closeness Regulation scale in predicting the accessibility of close others (B=0.24, t(168)=1.80, p=.04), that lower the RCR (=more past positive relationship experiences) related to greater closeness to the people that participants were currently thinking of (B=−0.44, t(168)=−2.14, p=.02), and colder (versus warmer) temperatures let participants think more of people who were close to them (B=−0.71, t(168)=−1.78, p=.04)",t,1.8,168.0,,0.27774602993176545,225.0,t_df_to_d,0.25
vandenakker_psp_326_row_397,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,326,397,Some People Heed Advice Less than Others: Agency (but Not Communion) Predicts Advice Taking,doi.org/10/gdsjq9,Journal of Behavioral Decision Making,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Other than in the previous studies, the zero-order correlation of agency and advice taking was not significant [Table 4: r = -.02 (-.05/.02), p &gt; .05, two-tailed] Splitting this analysis by judgment task showed that the correlation of agency and advice taking was absent in both tasks. [see Table 4]",r,-0.02,,,0.04000800240080028,351.0,r_to_d,0.0
vandenakker_psp_327_row_400,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,327,400,Specks of Dirt and Tons of Pain: Dosage Distinguishes Impurity From Harm,doi.org/10.1177/0956797619855382,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Examining simple effects, we found that there was an effect of dosage both for harm transgressions, b = 9.518, SE = 1.425, p &lt; .001, [ ... ] Again, there was no relationship between the relative harmfulness of a transgression and the influence of dosage on moral judgments of that transgression, r(14) = .075, p = .781",r,0.075,,,0.15042366316917005,168.0,r_to_d,0.333333333333333
vandenakker_psp_328_row_402,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,328,402,Stand by Your Stroop: Standing Up Enhances Selective Attention and Cognitive Control,doi.org/10.1177/0956797617721270,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"The results for Experiment 3 are presented in Figure 1. Overall, the responses were faster when participants were standing than when they were sitting, F(1, 49) = 7.33, p &lt; .01, ηp2 = .130. The Stroop effects in both the sitting condition, M = 118.9 ms, t(49) = 16.52, p &lt; .01, d = 2.376, and the standing condition, M = 95.9 ms, t(49) = 14.327, p &lt; .01, d = 2.034, were highly reliable, but the most significant finding again was the shrinkage of the effect when participants were standing, F(1, 49) = 8.964, p = .004, ηp2 = .155.",F,7.33,1.0,49.0,0.7735420783246219,50.0,F_1_df_to_d,1.0
vandenakker_psp_329_row_403,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,329,403,Stigma by Prejudice Transfer: Racism Threatens White Women and Sexism Threatens Men of Color,doi.org/10.1177/0956797616686218,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"An ANCOVA on anticipated gender stigma revealed a significant main effect of condition, F(1, 172) = 21.75, p &lt; .001, 95% CI for the mean difference = [0.79, 1.34], ηp 2 = .11; participants anticipated greater gender stigmatization from the racist evaluator (M = 3.36, SE = 0.20) than the neutral evaluator (M = 2.02, SE = 0.19).",F,21.75,1.0,172.0,0.7112059852731641,177.0,F_1_df_to_d,0.5
vandenakker_psp_340_row_408,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,340,408,Subjective Confidence Predicts Information Seeking in Decision Making,doi.org/10.1177/0956797617744771,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Similar to Experiment 1, confidence (β = −0.10), t(107.0) = −4.47, p &lt; .001; [ …] affected see-again choices, […]. This finding demonstrates that confidence predicted see-again choices over and above the other experimental variables.",t,-4.47,107.0,,0.8642624212068232,50.0,t_df_to_d,0.0
vandenakker_psp_341_row_410,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,341,410,"Subjective well-being, social interpretation, and relationship thriving",doi.org/10.1016/j.jrp.2018.11.007,Journal of Research in Personality,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Intriguingly, life satisfaction related to rating neutral faces more negatively, but was unrelated to how positively the faces were rated. [Table 1: SWLS-Faces Pos → r=0.06. p&gt;.05; SWLS-Faces Neg. → 0.24***, p&lt;.001]",r,0.06,,,0.12021658495512914,276.0,r_to_d,0.5
vandenakker_psp_345_row_413,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,345,413,Superstars are not necessarily role models: Morality perceptions moderate the impact of competence perceptions on supervisor role modeling,doi.org/10/gdq9sc,European Journal of Social Psychology,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"In line with H1, there was a significant main effect of competence, F(1,488) = 347.52, p &lt; .001, eta2 = .22, such that participants role modeled competent supervisors to a greater extent than incompetent supervisors.",F,347.52,1.0,488.0,1.6877572663638378,492.0,F_1_df_to_d,0.666666666666667
vandenakker_psp_347_row_419,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,347,419,Support for Resettling Refugees: The Role of Fixed Versus Growth Mind-Sets,doi.org/10.1177/0956797618813561,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Most importantly for the current research and as predicted, the more people held a growth mind-set about the kind of person someone is, the more they supported resettling refugees in their country, b =0.26, 95% CI [0.10,0.42], SE = 0.082, b = 0.14, t(400) = 3.17, p = .0016",t,3.17,400.0,,0.317,404.0,t_df_to_d,1.0
vandenakker_psp_350_row_422,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,350,422,The Additive-Area Heuristic: An Efficient but Illusory Means of Visual Area Approximation,doi.org/10.1177/0956797619831617,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"F(2,95) = 24.43, p &lt; .001 [Main effect of ratio]",r,0.49005994214809856,2.0,95.0,1.1243920489162431,97.0,r_to_d,1.0
vandenakker_psp_355_row_424,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,355,424,The affective twitches of task switches: Task switch cues are evaluated as negative,doi.org/10/gfpfx5,Cognition,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"We only found a main effect of Prime Type, F(1, 79) = 5.09, p=.027, etasquared-g = 0.007, BF10 = 6.41. Fig. 2A shows that alternation primes (M=49.20, SE=1.56) lead to more negative judgements on neutral targets relative to repetition primes (M=46.63, SE=1.62).",F,5.09,1.0,79.0,0.5076628004762036,80.0,F_1_df_to_d,1.0
vandenakker_psp_361_row_427,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,361,427,The citation effect: In-text citations moderately increase belief in trivia claims,doi.org/10/gbv8h6,Acta Psychologica,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"Citations, however, did not affect the truth ratings, F(1,78) = 0.50, p = .480, n2p =.01, indicating that subjects provided similar ratings for items presented with and without a citation",F,0.5,1.0,78.0,0.16012815380508713,82.0,F_1_df_to_d,0.5
vandenakker_psp_375_row_440,van den Akker preregistration-in-practice parsed original statistics,data/raw/corpus_candidates/vandenakker_pqnvr/Original_Stats.xlsx,375,440,The Empirical Case for Acquiescing to Intuition,doi.org/10.1177/0956797617723377,Psychological Science,stage_focal_selector_needed,False,First convertible statistic per PSP is not yet proven to be the first preregistered confirmatory hypothesis; DOI-level deduplication is also pending.,"F(1, 396) = 178.33, p &lt; .001, ηp2 = .31.",F,178.33,1.0,396.0,1.3421300724270846,400.0,F_1_df_to_d,0.857142857142857
