point_id,paper_id,title,journal,year,D,N,table_test_rows,prereg_flag,preanalysisplan_flag,pap_power_flag,source_family,source_label,citation_key,row_unit,supported,source_file,source_row_number
brodeur_prereg_pap_paper_median_057,Brodeur2024:The Challenges of Universal Health Insurance in Developing Countries: Experimental Evidence from Indonesia's National Health Insurance,The Challenges of Universal Health Insurance in Developing Countries: Experimental Evidence from Indonesia's National Health Insurance,American Economic Review,2021.0,0.1267944563433061,5996.0,36,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,57
brodeur_prereg_pap_paper_median_058,Brodeur2024:The Dynamics of Discrimination: Theory and Evidence,The Dynamics of Discrimination: Theory and Evidence,American Economic Review,2019.0,0.3266018351025401,270.0,16,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,58
brodeur_prereg_pap_paper_median_059,"Brodeur2024:The Effect of Advanced Placement Science on Students' Skills, Confidence, and Stress","The Effect of Advanced Placement Science on Students' Skills, Confidence, and Stress",Journal of Human Resources,2021.0,0.08494002835244666,1417.0,12,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,59
brodeur_prereg_pap_paper_median_060,Brodeur2024:The Impacts of a Multifaceted Prenatal Intervention on Human Capital Accumulation in Early Life,The Impacts of a Multifaceted Prenatal Intervention on Human Capital Accumulation in Early Life,American Economic Review,2021.0,0.0778422144782664,3688.0,185,1,0,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,60
brodeur_prereg_pap_paper_median_061,Brodeur2024:The Selection of Talent: Experimental and Structural Evidence from Ethiopia,The Selection of Talent: Experimental and Structural Evidence from Ethiopia,American Economic Review,2021.0,0.0694814504734527,2386.0,21,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,61
brodeur_prereg_pap_paper_median_062,DOI:10.1257/rct.819-2.0,The Value of Reference Letters: Experimental Evidence from South Africa,AEJ: Applied Economics,2020.0,0.0714444670188614,2050.0,92,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,62
brodeur_prereg_pap_paper_median_063,Brodeur2024:The effect of recipient contribution requirements on support for social programs,The effect of recipient contribution requirements on support for social programs,Journal of Public Economics,2019.0,0.059029183241125,4000.0,23,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,63
brodeur_prereg_pap_paper_median_064,Brodeur2024:Types of Contact: A Field Experiment on Collaborative and Adversarial Caste Integration,Types of Contact: A Field Experiment on Collaborative and Adversarial Caste Integration,American Economic Review,2021.0,0.0731721278529566,1510.0,65,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,64
brodeur_prereg_pap_paper_median_065,Brodeur2024:WHAT DO WORKPLACE WELLNESS PROGRAMS DO? EVIDENCE FROM THE ILLINOIS WORKPLACE WELLNESS STUDY,WHAT DO WORKPLACE WELLNESS PROGRAMS DO? EVIDENCE FROM THE ILLINOIS WORKPLACE WELLNESS STUDY,Quarterly Journal of Economics,2019.0,0.1000019996131131,3020.0,3,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,65
brodeur_prereg_pap_paper_median_066,DOI:10.1257/rct.2332-2.0,WORKPLACE KNOWLEDGE FLOWS,Quarterly Journal of Economics,2020.0,0.0651659179746987,5518.0,55,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,66
brodeur_prereg_pap_paper_median_067,DOI:10.1257/rct.1288-8.0,When financial incentives backfire: Evidence from a community health worker experiment in Uganda,Journal of Development Economics,2020.0,0.14985248210573682,2356.0,12,1,1,1,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,67
brodeur_prereg_pap_paper_median_068,Brodeur2024:When the money runs out: Do cash transfers have sustained effects on human capital accumulation?,When the money runs out: Do cash transfers have sustained effects on human capital accumulation?,Journal of Development Economics,2019.0,0.0515282083368894,2000.0,159,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,68
brodeur_prereg_pap_paper_median_069,Brodeur2024:Why are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries,Why are Relatively Poor People Not More Supportive of Redistribution? Evidence from a Randomized Survey Experiment across Ten Countries,AEJ: Economic Policy,2021.0,0.06305045152007471,908.0,26,1,1,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,69
brodeur_prereg_pap_paper_median_070,Brodeur2024:âActing Wifeâ: Marriage Market Incentives and Labor Market Investments,âActing Wifeâ: Marriage Market Incentives and Labor Market Investments,American Economic Review,2019.0,0.1478576111911547,60.0,31,1,0,0,Brodeur et al. 2024 preregistered/PAP economics table tests,Brodeur et al. 2024 preregistered/PAP economics table tests,brodeur2020,paper_median_of_preregistered_or_pap_table_tests,not coded,data/derived/corpus_candidates/candidate_d_n_rows.csv.gz,70
