plot_name,display_family_key,display_label,source_key,citation_key,plot_inclusion_status,audit_row_count,source_materials,canonical_source_labels,corpus_what_it_is,plot_rows_made_in,kept_for_figure,blocked_no_DZ,blocked_no_N,blocked_N_lt_10,blocked_replication_N_le_original_N,live_pair_rows,expected_candidate_rows,audit_statuses,normalization_issues,corpus_what_it_is_why_possible_candidate,why_in_out
Plot 1,linguistic_frame_effect_on_blame_and_liability::tonkovic2022linguisticOsf,Linguistic frame effect on blame and liability,linguistic_frame_effect_on_blame_and_liability::tonkovic2022linguisticOsf,tonkovic2022linguisticOsf,included,1,Linguistic frame effect on blame and liability,Linguistic frame effect on blame and liability,Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability in legal/psychology judgment.,6,6,0,0,0,0,6,4,integrated_live,,Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability in legal/psychology judgment. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 6 structured local original/replication row(s) are in the live build; 6 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 6 auditable original-versus-replication D/Z and N pair row(s), with 6 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,eyewitness_memory_distortion_in_ten_countries::ito2018eyewitnessTenCountries,Eyewitness memory distortion in ten countries,eyewitness_memory_distortion_in_ten_countries::ito2018eyewitnessTenCountries,ito2018eyewitnessTenCountries,included,1,Eyewitness memory distortion in ten countries,Eyewitness memory distortion in ten countries,"Cross-national eyewitness-memory replication/generalizability source on memory distortion across ten countries. The checked a35rx OSF node still has empty public storage, but the accepted-manuscript forest plot reports original New Zealand and country-level Hedges-g/N values, allowing a five-row paper-table rescue.",5,5,0,0,0,0,5,10,integrated_live,,"Cross-national eyewitness-memory replication/generalizability source on memory distortion across ten countries. The checked a35rx OSF node still has empty public storage, but the accepted-manuscript forest plot reports original New Zealand and country-level Hedges-g/N values, allowing a five-row paper-table rescue. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 5 structured local original/replication row(s) are in the live build; 5 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 5 auditable original-versus-replication D/Z and N pair row(s), with 5 passing the figure gates. Source-specific note: The OSF payload remains unresolved, but the accepted manuscript reports Hedges-g values and analyzed Ns. Five country-level paper-fallback rows now pass the current gates; the nested aggregate row is intentionally not added."
Plot 1,ying_2023_pilot_full_scale_trials::ying2023pilot,Ying 2023 pilot-full-scale trials,ying_2023_pilot_full_scale_trials::ying2023pilot,ying2023pilot,included,1,Ying 2023 pilot-full-scale trials,Ying 2023 pilot-full-scale trials,Pilot-versus-full-scale trial source reconstructed from Ying's dissertation materials. One pilot/full-scale D/N pair is live; a local PubMed/open-access probe tightened five more candidate notes without finding enough public arm/variance information for promotion.,5,5,0,0,0,0,5,0,integrated_live,artifact_label_retained_in_full_audit,Pilot-versus-full-scale trial source reconstructed from Ying's dissertation materials. One pilot/full-scale D/N pair is live; a local PubMed/open-access probe tightened five more candidate notes without finding enough public arm/variance information for promotion. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 5 structured local original/replication row(s) are in the live build; 5 pass the current Figure 2 rule.,"Confirmed partly usable: manual reconstruction recovered 5 pilot/full-scale D/N pair row(s), and 5 pass the figure gates; the remaining source material is roster-only, native-metric, or missing compatible variance."
Plot 1,psa_006_trolley_greene::bago2022trolley,PSA 006 trolley Greene,psa_006_trolley_greene::bago2022trolley,bago2022trolley,included,1,PSA 006 trolley Greene,PSA 006 trolley Greene,"Psychological Science Accelerator trolley-problem replication project, with country-level rows for the Greene trolley dilemma effect.",4,4,0,0,4,82,90,45,integrated_live,,"Psychological Science Accelerator trolley-problem replication project, with country-level rows for the Greene trolley dilemma effect. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 90 structured local original/replication row(s) are in the live build; 4 pass the current Figure 2 rule.",Confirmed usable with exclusions: 90 structured local pair row(s) were present and 4 pass the Figure 2 rule; rows outside the plot fail because some rows are below the minimum-N floor; some follow-up samples are not larger than the original. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing.
Plot 1,rrr_colling_2020::rrrColling2020Osf,RRR Colling 2020,rrr_colling_2020::rrrColling2020Osf,rrrColling2020Osf,included,1,RRR Colling 2020,RRR Colling 2020,"Registered Replication Report for the Att-SNARC effect from Fischer et al. The local GitHub archive contains Fischer original estimates, processed replication meta-analysis outputs, and raw participant files; promoted rows use a within-subject dz-compatible table reconstruction.",4,4,0,0,0,0,4,4,integrated_live,,"Registered Replication Report for the Att-SNARC effect from Fischer et al. The local GitHub archive contains Fischer original estimates, processed replication meta-analysis outputs, and raw participant files; promoted rows use a within-subject dz-compatible table reconstruction. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 4 structured local original/replication row(s) are in the live build; 4 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 4 auditable original-versus-replication D/Z and N pair row(s), with 4 passing the figure gates. Source-specific note: The local GitHub archive includes Fischer original dz values and the Colling et al. selected Model 1 fixed-effect z statistics. Four Att-SNARC ISI rows are now promoted using abs(z)/sqrt(N) as a within-subject dz-compatible replication proxy."
Plot 1,eerland_2016_hart_intention_attribution_replications::eerland2016hart,Eerland 2016 Hart intention-attribution replications,eerland_2016_hart_intention_attribution_replications::eerland2016hart,eerland2016hart,included,3,Eerland 2016 Intention_attribution.csv; Eerland 2016 Intentionality.csv; Eerland 2016 imagery.csv,Eerland 2016 Intention_attribution.csv; Eerland 2016 Intentionality.csv; Eerland 2016 imagery.csv,"Eerland/Hart direct-replication source in social psychology, covering intention-attribution, intentionality, and imagery experiments with public per-study CSVs.",3,3,0,0,0,0,3,0,integrated_live,aliased_to_source_family; artifact_label_retained_in_full_audit; multiple_audit_rows_roll_up_to_family,"Eerland/Hart direct-replication source in social psychology, covering intention-attribution, intentionality, and imagery experiments with public per-study CSVs. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 3 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 3 auditable original-versus-replication D/Z and N pair row(s), with 3 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,rrr_alogna_2014::alogna2014schooler,RRR Alogna 2014,rrr_alogna_2014::alogna2014schooler,alogna2014schooler,included,2,RRR Alogna 2014 (manual); Alogna 2014 table 1 site counts,RRR Alogna 2014 (manual); Alogna 2014 table 1 site counts,"RRR Alogna 2014 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",3,3,0,0,0,0,3,0,integrated_live,aliased_to_source_family; artifact_label_retained_in_full_audit; multiple_audit_rows_roll_up_to_family; aliased_to_source_family; multiple_audit_rows_roll_up_to_family,"RRR Alogna 2014 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 3 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 3 auditable original-versus-replication D/Z and N pair row(s), with 3 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,rrr_elliott_2021::elliott2021flavell,RRR Elliott 2021,rrr_elliott_2021::elliott2021flavell,elliott2021flavell,included,1,RRR Elliott 2021,RRR Elliott 2021,"RRR Elliott 2021 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",3,3,0,0,0,0,3,17,integrated_live,,"RRR Elliott 2021 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 3 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 3 auditable original-versus-replication D/Z and N pair row(s), with 3 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,rrr_mccarthy_2018::mccarthy2018srull,RRR McCarthy 2018,rrr_mccarthy_2018::mccarthy2018srull,mccarthy2018srull,included,2,RRR McCarthy 2018; Srull-Wyer RRR paper (manual),RRR McCarthy 2018; Srull-Wyer RRR paper (manual),"RRR McCarthy 2018 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",3,3,0,0,0,0,3,22,integrated_live,multiple_audit_rows_roll_up_to_family; aliased_to_source_family; artifact_label_retained_in_full_audit; multiple_audit_rows_roll_up_to_family,"RRR McCarthy 2018 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 3 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 3 auditable original-versus-replication D/Z and N pair row(s), with 3 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,rrr_hagger_2016::hagger2016egodepletion,RRR Hagger 2016,rrr_hagger_2016::hagger2016egodepletion,hagger2016egodepletion,included,2,Hagger 2016 RTV.csv; RRR Hagger 2016 (manual),Hagger 2016 RTV.csv; RRR Hagger 2016 (manual),"RRR Hagger 2016 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",2,2,0,0,0,0,2,0,integrated_live,aliased_to_source_family; artifact_label_retained_in_full_audit; multiple_audit_rows_roll_up_to_family,"RRR Hagger 2016 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 2 structured local original/replication row(s) are in the live build; 2 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 2 auditable original-versus-replication D/Z and N pair row(s), with 2 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,wood_scaffolding_direct_replication::smit2025scaffolding,Wood scaffolding direct replication,wood_scaffolding_direct_replication::smit2025scaffolding,smit2025scaffolding,included,1,Wood scaffolding direct replication,Wood scaffolding direct replication,Direct replication source for a behavioral wood-scaffolding effect; local rows use participant-level source material where original and replication D/N can be paired.,2,2,0,0,0,0,2,3,integrated_live,,Direct replication source for a behavioral wood-scaffolding effect; local rows use participant-level source material where original and replication D/N can be paired. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 2 structured local original/replication row(s) are in the live build; 2 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 2 auditable original-versus-replication D/Z and N pair row(s), with 2 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,doyen_et_al_2012_article_manual::doyen2012priming,Doyen et al. 2012 article (manual),doyen_et_al_2012_article_manual::doyen2012priming,doyen2012priming,included,1,Doyen et al. 2012 article (manual),Doyen et al. 2012 article (manual),"Manual extraction from Doyen et al.'s social-priming replication of elderly-prime walking-speed effects, used as a paper-grounded direct replication pair.",1,1,0,0,0,0,1,0,integrated_live,artifact_label_retained_in_full_audit,"Manual extraction from Doyen et al.'s social-priming replication of elderly-prime walking-speed effects, used as a paper-grounded direct replication pair. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,galak_et_al_2012_psi_meta_analysis_manual::galak2012psi,Galak et al. 2012 psi meta-analysis (manual),galak_et_al_2012_psi_meta_analysis_manual::galak2012psi,galak2012psi,included,1,Galak et al. 2012 psi meta-analysis (manual),Galak et al. 2012 psi meta-analysis (manual),"Manual extraction from Galak et al.'s replication/meta-analysis of Bem-style psi effects, a parapsychology limit-case direct-replication source.",1,1,0,0,0,0,1,0,integrated_live,artifact_label_retained_in_full_audit,"Manual extraction from Galak et al.'s replication/meta-analysis of Bem-style psi effects, a parapsychology limit-case direct-replication source. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,greed_by_ses_replications::balakrishnan2017greed,Greed by SES replications,greed_by_ses_replications::balakrishnan2017greed,balakrishnan2017greed,included,1,Greed by SES replications,Greed by SES replications,Social-psychology direct-replication source testing the reported relationship between socioeconomic status and greed-related behavior.,1,1,0,0,0,0,1,4,integrated_live,,Social-psychology direct-replication source testing the reported relationship between socioeconomic status and greed-related behavior. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,many_labs_4::klein2022manylabs4,Many Labs 4,many_labs_4::klein2022manylabs4,klein2022manylabs4,included,2,Many Labs 4 local meta-analysis (manual); ML4 public site results,Many Labs 4 local meta-analysis (manual); ML4 public site results,Many Labs 4 multi-lab psychology replication project. Local rows are recovered from public site/meta-analysis outputs where both original and replication sides can be paired.,1,1,0,0,0,0,1,0,integrated_live; catalog_not_integrated,aliased_to_source_family; artifact_label_retained_in_full_audit; multiple_audit_rows_roll_up_to_family; aliased_to_source_family; multiple_audit_rows_roll_up_to_family,Many Labs 4 multi-lab psychology replication project. Local rows are recovered from public site/meta-analysis outputs where both original and replication sides can be paired. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,marek_2022_bwas::marek2022,Marek 2022 BWAS,marek_2022_bwas::marek2022,marek2022,included,1,Marek 2022 BWAS paper (manual),Marek 2022 BWAS paper (manual),Large-sample brain-wide association study source used as a high-N comparison for brain-behavior association claims.,1,1,0,0,0,0,1,0,integrated_live,aliased_to_source_family; artifact_label_retained_in_full_audit,Large-sample brain-wide association study source used as a high-N comparison for brain-behavior association claims. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,o_donnell_2018_site_level_meta_csvs::odonnell2018dijksterhuis,O'Donnell 2018 site-level meta csvs,o_donnell_2018_site_level_meta_csvs::odonnell2018dijksterhuis,odonnell2018dijksterhuis,included,1,O'Donnell 2018 site-level meta csvs,O'Donnell 2018 site-level meta csvs,Registered-replication-style psychology source with site-level meta-analytic rows for the O'Donnell/Dijksterhuis target effect.,1,1,0,0,0,0,1,0,integrated_live,,Registered-replication-style psychology source with site-level meta-analytic rows for the O'Donnell/Dijksterhuis target effect. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,psa_002_object_orientation::chen2025objectOrientation,PSA 002 object orientation,psa_002_object_orientation::chen2025objectOrientation,chen2025objectOrientation,included,1,PSA 002 object orientation,PSA 002 object orientation,PSA 002 object orientation is a Psychological Science Accelerator replication source: a multi-site psychology project with country/lab-level replication data for a named target effect.,1,1,0,0,0,1,2,18,integrated_live,,PSA 002 object orientation is a Psychological Science Accelerator replication source: a multi-site psychology project with country/lab-level replication data for a named target effect. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 2 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,Confirmed usable with exclusions: 2 structured local pair row(s) were present and 1 pass the Figure 2 rule; rows outside the plot fail because some follow-up samples are not larger than the original. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing.
Plot 1,psa_004_jtb_turri::hall2024psa004Turri,PSA 004 JTB Turri,psa_004_jtb_turri::hall2024psa004Turri,hall2024psa004Turri,included,1,PSA 004 JTB Turri,PSA 004 JTB Turri,"Psychological Science Accelerator replication source for the Turri justified-true-belief vignette effect. The checked erm92 project exposes a codebook while its data and analysis children are empty; n5b3w provides original/pretest support, but the published article tables allow one strict Darrel/Squirrel OR-based row rescue.",1,1,0,0,0,0,1,57,integrated_live,,"Psychological Science Accelerator replication source for the Turri justified-true-belief vignette effect. The checked erm92 project exposes a codebook while its data and analysis children are empty; n5b3w provides original/pretest support, but the published article tables allow one strict Darrel/Squirrel OR-based row rescue. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: The final Stage 2 OSF payload is still unresolved for region-level extraction, but the published article reports original OR/N and Darrel-vignette replication counts. One strict Darrel/Squirrel row is now promoted from article tables; the expected region rows still need OSF/analysis-folder extraction."
Plot 1,protzko_2023_nhb::protzko2024highrep,Protzko 2023 NHB,protzko_2023_nhb::protzko2024highrep,protzko2024highrep,included,1,Protzko 2023 NHB,Protzko 2023 NHB,"High-replicability psychology replication source from Protzko and colleagues, with local rows recovered from project writeups.",1,1,0,0,0,2,3,48,integrated_live,,"High-replicability psychology replication source from Protzko and colleagues, with local rows recovered from project writeups. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 3 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.",Confirmed usable with exclusions: 3 structured local pair row(s) were present and 1 pass the Figure 2 rule; rows outside the plot fail because some follow-up samples are not larger than the original. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing.
Plot 1,rrr_bouwmeester_2017::bouwmeester2017rand,RRR Bouwmeester 2017,rrr_bouwmeester_2017::bouwmeester2017rand,bouwmeester2017rand,included,1,RRR Bouwmeester 2017,RRR Bouwmeester 2017,"RRR Bouwmeester 2017 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",1,1,0,0,0,21,22,21,integrated_live,artifact_label_retained_in_full_audit,"RRR Bouwmeester 2017 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 22 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.",Confirmed usable with exclusions: 22 structured local pair row(s) were present and 1 pass the Figure 2 rule; rows outside the plot fail because some follow-up samples are not larger than the original. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing.
Plot 1,rrr_cheung_2016::cheung2016finkel,RRR Cheung 2016,rrr_cheung_2016::cheung2016finkel,cheung2016finkel,included,1,RRR Cheung 2016,RRR Cheung 2016,"RRR Cheung 2016 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",1,1,0,0,0,0,1,16,integrated_live,,"RRR Cheung 2016 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,rrr_verschuere_2018::verschuere2018mazar,RRR Verschuere 2018,rrr_verschuere_2018::verschuere2018mazar,verschuere2018mazar,included,1,RRR Verschuere 2018,RRR Verschuere 2018,"RRR Verschuere 2018 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable.",1,1,0,0,0,0,1,19,integrated_live,,"RRR Verschuere 2018 is a registered-replication source in psychology, normally a multi-lab direct replication of one target effect; local rows use public site, aggregate, or manual source files where D/N is recoverable. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,ranehill_2015_power_posing_manual::ranehill2015powerposing,Ranehill 2015 power posing (manual),ranehill_2015_power_posing_manual::ranehill2015powerposing,ranehill2015powerposing,included,1,Ranehill 2015 power posing (manual),Ranehill 2015 power posing (manual),Manual extraction from the Ranehill et al. replication of power-posing effects on hormones and risk taking.,1,1,0,0,0,0,1,0,integrated_live,artifact_label_retained_in_full_audit,Manual extraction from the Ranehill et al. replication of power-posing effects on hormones and risk taking. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,stoevenbelt_2025_combined_lab_csv::stoevenbelt2024johns,Stoevenbelt 2025 combined lab csv,stoevenbelt_2025_combined_lab_csv::stoevenbelt2024johns,stoevenbelt2024johns,included,1,Stoevenbelt 2025 combined lab csv,Stoevenbelt 2025 combined lab csv,Participant-level multi-lab replication source for stereotype-threat effects; local rows use the combined lab CSV and registered exclusions.,1,1,0,0,0,0,1,0,integrated_live,,Participant-level multi-lab replication source for stereotype-threat effects; local rows use the combined lab CSV and registered exclusions. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: 1 structured local pair row(s) were present and 1 pass the Figure 2 rule. Source-specific note: Public combined participant CSV is filtered with the registered exclusion logic, converted into women-only stereotype-threat versus low-threat control Cohen's d rows per lab, and anchored to the original Johns, Schmader, & Martens (2005) effect reported in the public preprint."
Plot 1,transparent_psi_project::kekecs2023tpp,Transparent Psi Project,transparent_psi_project::kekecs2023tpp,kekecs2023tpp,included,1,Transparent Psi Project,Transparent Psi Project,Transparent Psi Project is a high-powered multi-lab replication of Bem-style precognition/psi effects. Local rows use the combined raw project data to build the pooled erotic-trial hit-rate comparison against the original Bem study.,1,1,0,0,0,0,1,3,integrated_live,,Transparent Psi Project is a high-powered multi-lab replication of Bem-style precognition/psi effects. Local rows use the combined raw project data to build the pooled erotic-trial hit-rate comparison against the original Bem study. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.,"Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,vaidis_2024_prepared_data_subset::vaidis2024dissonance,Vaidis 2024 prepared data subset,vaidis_2024_prepared_data_subset::vaidis2024dissonance,vaidis2024dissonance,included,1,Vaidis 2024 prepared data subset,Vaidis 2024 prepared data subset,"Participant-level multi-lab cognitive-dissonance replication source, converted into per-lab induced-compliance contrasts.",1,1,0,0,0,0,1,0,integrated_live,,"Participant-level multi-lab cognitive-dissonance replication source, converted into per-lab induced-compliance contrasts. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: 1 structured local pair row(s) were present and 1 pass the Figure 2 rule. Source-specific note: Public prepared-data CSV is filtered with the project analysis-script exclusions and converted into one HC-CE vs LC-CE Cohen's d row per lab, anchored to the original Croyle & Cooper (1983) effect."
Plot 1,wagenmakers_2016_site_csv::wagenmakers2016strack,Wagenmakers 2016 site csv,wagenmakers_2016_site_csv::wagenmakers2016strack,wagenmakers2016strack,included,1,Wagenmakers 2016 site csv,Wagenmakers 2016 site csv,"Registered Replication Report source for the Strack facial-feedback hypothesis, using public site-level rows.",1,1,0,0,0,0,1,0,integrated_live,,"Registered Replication Report source for the Strack facial-feedback hypothesis, using public site-level rows. Candidate rationale: treated as a likely pair source because it explicitly links original findings to replication or follow-up estimates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 1 pass the current Figure 2 rule.","Confirmed usable: the public materials were reduced to 1 auditable original-versus-replication D/Z and N pair row(s), with 1 passing the figure gates. Source-specific note: Public harvested source was staged and promoted into live D/N pair rows after source-specific parsing."
Plot 1,deceptive_intentions_verbal_credibility_replication::kleinberg2018deceptive,Deceptive intentions verbal credibility replication,deceptive_intentions_verbal_credibility_replication::kleinberg2018deceptive,kleinberg2018deceptive,integrated_not_plotted,1,Deceptive intentions verbal credibility replication,Deceptive intentions verbal credibility replication,Forensic psychology direct-replication source on deceptive intentions and verbal credibility assessment.,0,0,0,0,0,1,1,1,integrated_live,,"Forensic psychology direct-replication source on deceptive intentions and verbal credibility assessment. Candidate rationale: treated as a likely pair source because structured local pair rows exist, even though none pass this plot's current gates. Pair-count basis: 1 structured local original/replication row(s) are in the live build; 0 pass the current Figure 2 rule.","Confirmed present but not usable for this figure: 1 structured D/N pair row(s) exist, but zero pass the Figure 2 rule because some follow-up samples are not larger than the original."
Plot 1,online_image_credibility::haim2025imagecredibility,Online image credibility,online_image_credibility::haim2025imagecredibility,haim2025imagecredibility,integrated_not_plotted,1,Online image credibility,Online image credibility,Media and communication direct-replication source testing online image-credibility judgments.,0,0,0,0,0,11,11,0,integrated_live,,"Media and communication direct-replication source testing online image-credibility judgments. Candidate rationale: treated as a likely pair source because structured local pair rows exist, even though none pass this plot's current gates. Pair-count basis: 11 structured local original/replication row(s) are in the live build; 0 pass the current Figure 2 rule.","Confirmed present but not usable for this figure: 11 structured D/N pair row(s) exist, but zero pass the Figure 2 rule because some follow-up samples are not larger than the original."
