proposal_action	coding_task_id	lead_key	review_id	decision	routing_class	receipt_path	matched_existing_row	matched_existing_corpus_database_id	field_coding_required	fields_requiring_coding	proposal_basis	corpus_database_id	merge_key	merge_basis	name	record_kind	inventory_status	source_family	domain_or_field	description	why_relevant	plot_universe_ids	current_scope_roles	figure1_replication_relevance	figure2_published_relevance	figure3_prereg_relevance	discovery_source	discovery_source_path	source_key	citation_key	landing_url	raw_url	host	access_class	access_status	local_raw_paths	backing_files	staged_paths	promoted_paths	expected_rows	known_rows	known_pair_rows	known_paper_units	known_test_rows	result_fields_available	has_d_or_convertible_effect	has_n	has_replication_pair_mapping	has_prereg_or_planning_info	has_publication_links	parser_family	parser_status	blocker_codes	next_action	notes	last_seen
update_existing_root_candidate	fieldcode_title_an_open_investigation_of_the_reproducibility_of_cancer_biology_research	title:an_open_investigation_of_the_reproducibility_of_cancer_biology_research	review_figure1_search_leads_1a654f61e08b	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_an_open_investigation_of_the_reproducibility_of_cancer_biology_research.json	yes	citation_search_openalex_c8d6e1d0dbe0	yes	domain_or_field | why_relevant | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | parser_family	This eLife article defines the Reproducibility Project: Cancer Biology source family, identifying 50 high-impact cancer biology articles and planned replication studies. It should be retained but deduplicated with the later RPCB result-data source-family records.	citation_search_openalex_c8d6e1d0dbe0	search_title:an_open_investigation_of_the_reproducibility_of_cancer_biology_research	search_title	An open investigation of the reproducibility of cancer biology research	candidate_corpus_or_database	needs_source_inventory	figure1_citation_search	unknown	It is widely believed that research that builds upon previously published findings has reproduced the original work. However, it is rare for researchers to perform or publish direct replications of existing results. The Reproducibility Project: Cancer Biology is an open investigation of reproducibility in preclinical cancer biology research. We have identified 50 high impact cancer biology articles published in the period 2010-2012, and plan to replicate a subset of experimental results from each article. A Registered Report detailing the proposed experimental designs and protocols for each subset of experiments will be peer reviewed and published prior to data collection. The results of these experiments will then be published in a Replication Study. The resulting open methodology and dataset will provide evidence about the reproducibility of high-impact results, and an opportunity to identify predictors of reproducibility.	"Matched Figure 1 citation search query '""Reproducibility Project: Psychology"" dataset replication'; lead_classification=corpus_database_or_project_signal; score=13; reasons=strong_phrase:reproducibility project | data_term:data | data_term:dataset | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_citation_openalex_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	https://openalex.org/W2142148275 | rpcb | doi:10.7554/elife.04333		https://doi.org/10.7554/elife.04333		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	deduplicate_to_rpcb_source_family_and_use_later_rpcb_final_analysis_data_for_result_extraction	provider=openalex | external_id=https://openalex.org/W2142148275 | doi=https://doi.org/10.7554/elife.04333 | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This eLife article defines the Reproducibility Project: Cancer Biology source family, identifying 50 high-impact cancer biology articles and planned replication studies. It should be retained but deduplicated with the later RPCB result-data source-family records.	2026-05-02
append_root_candidate	fieldcode_title_comparing_meta_analyses_and_pre_registered_multiple_labs_replication_projects	title:comparing_meta_analyses_and_pre_registered_multiple_labs_replication_projects	review_figure1_search_leads_6061ab8657b3	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_comparing_meta_analyses_and_pre_registered_multiple_labs_replication_projects.json	no		yes	source_family | domain_or_field | description | result_fields_available | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | has_publication_links | parser_family	The preprint describes a reusable multi-row comparison of 17 meta-analyses with matching multiple-labs replication projects, including meta-analytic and replication effect sizes. It should be inventoried as a candidate source-family/table source before extraction.	reviewcue_title_comparing_meta_analyses_and_pre_registered_multiple_labs_replication_projects			Comparing Meta Analyses And Pre Registered Multiple Labs Replication Projects	candidate_corpus_or_database	needs_source_inventory				The preprint describes a reusable multi-row comparison of 17 meta-analyses with matching multiple-labs replication projects, including meta-analytic and replication effect sizes. It should be inventoried as a candidate source-family/table source before extraction.	plot1_replication_pairs	figure1_candidate	yes					10.31219/osf.io/brzwt																							not_started		inventory_osf_preprint_article_and_supplemental_data_for_the_17_meta_replication_pairs	review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=medium | reason=The preprint describes a reusable multi-row comparison of 17 meta-analyses with matching multiple-labs replication projects, including meta-analytic and replication effect sizes. It should be inventoried as a candidate source-family/table source before extraction.	2026-05-02
append_root_candidate	fieldcode_title_compilation_of_diener_et_al_2010_osf_multi_site_replication_projects	title:compilation_of_diener_et_al_2010_osf_multi_site_replication_projects	review_figure1_search_leads_27d5775f87b9	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_compilation_of_diener_et_al_2010_osf_multi_site_replication_projects.json	no		yes	source_family | domain_or_field | description | result_fields_available | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | has_publication_links | parser_family	The OSF page is a source-family/data package compiling Diener et al. (2010) multi-site replication datasets and analysis materials. It should be inventoried for reusable original/replication result tables.	reviewcue_title_compilation_of_diener_et_al_2010_osf_multi_site_replication_projects			Compilation Of Diener Et Al 2010 Osf Multi Site Replication Projects	candidate_corpus_or_database	needs_source_inventory				The OSF page is a source-family/data package compiling Diener et al. (2010) multi-site replication datasets and analysis materials. It should be inventoried for reusable original/replication result tables.	plot1_replication_pairs	figure1_candidate	yes					qdx7p																							not_started		inventory_osf_qdx7p_files_for_data_tables_analysis_outputs_and_pair_mapping	review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=The OSF page is a source-family/data package compiling Diener et al. (2010) multi-site replication datasets and analysis materials. It should be inventoried for reusable original/replication result tables.	2026-05-02
update_existing_root_candidate	fieldcode_title_data_from_investigating_variation_in_replicability_a_many_labs_replication_project	title:data_from_investigating_variation_in_replicability_a_many_labs_replication_project	review_figure1_search_leads_c003e8bf12be	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_data_from_investigating_variation_in_replicability_a_many_labs_replication_project.json	yes	citation_search_openalex_67155624c5f2	yes	domain_or_field | why_relevant | has_d_or_convertible_effect | has_replication_pair_mapping | parser_family	This Journal of Open Psychology Data article is the data source for the Many Labs replication project and should be retained as a source-family/data-package candidate.	citation_search_openalex_67155624c5f2	search_title:data_from_investigating_variation_in_replicability_a_many_labs_replication_project	search_title	Data from Investigating Variation in Replicability: A “Many Labs” Replication Project	candidate_corpus_or_database	needs_source_inventory	figure1_citation_search	unknown	"<p class=""p1"">This dataset is from the Many Labs Replication Project in which 13 effects were replicated across 36 samples and over 6,000 participants. Data from the replications are included, along with demographic variables about the participants and contextual information about the environment in which the replication was conducted. Data were collected in-lab and online through a standardized procedure administered via an online link. The dataset is stored on the Open Science Framework website. These data could be used to further investigate the results of the included 13 effects or to study replication and generalizability more broadly."	"Matched Figure 1 citation search query '""Many Labs"" replication project dataset'; lead_classification=corpus_database_or_project_signal; score=16; reasons=strong_phrase:replication project | strong_phrase:many labs | data_term:data | data_term:dataset | replication_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_citation_openalex_search | figure1_citation_crossref_search	steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	https://openalex.org/W2126632863 | https://openalex.org/W4226251881 | 10.5334/jopd.ad		https://doi.org/10.5334/jopd.ad | https://doi.org/10.31234/osf.io/25ju4		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	yes	unknown	unknown	yes	not_assigned	not_started	metadata_only_search_hit	inventory_jopd_article_osf_links_and_many_labs_data_files_for_existing_ml1_pair_rows	provider=openalex | external_id=https://openalex.org/W2126632863 | doi=https://doi.org/10.5334/jopd.ad | external_id=https://openalex.org/W4226251881 | doi=https://doi.org/10.31234/osf.io/25ju4 | provider=crossref | external_id=10.5334/jopd.ad | doi=10.5334/jopd.ad | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This Journal of Open Psychology Data article is the data source for the Many Labs replication project and should be retained as a source-family/data-package candidate.	2026-05-02
update_existing_root_candidate	fieldcode_title_eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates_of_replicability_in_psychology	title:eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates_of_replicability_in_psychology	review_figure1_search_leads_24788ac9a7b9	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates_of_replicability_in_psychology.json	yes	biblio_search_europepmc_4c109c902f6f	yes	domain_or_field | why_relevant | parser_family	The article introduces a new dataset of 176 student replications, including comparable effect-size information for many rows. This is a reusable corpus/source-family candidate for Figure 1 inventory.	biblio_search_europepmc_4c109c902f6f	search_title:eleven_years_of_student_replication_projects_provide_evidence_on_the_correlates_of_replicability_in_psychology	search_title	Eleven years of student replication projects provide evidence on the correlates of replicability in psychology.	candidate_corpus_or_database	needs_source_inventory	figure1_bibliographic_search	unknown	Cumulative scientific progress requires empirical results that are robust enough to support theory construction and extension. Yet in psychology, some prominent findings have failed to replicate, and large-scale studies suggest replicability issues are widespread. The identification of predictors of replication success is limited by the difficulty of conducting large samples of independent replication experiments, however: most investigations reanalyse the same set of 170 replications. We introduce a new dataset of 176 replications from students in a graduate-level methods course. Replication results were judged to be successful in 49% of replications; of the 136 where effect sizes could be numerically compared, 46% had point estimates within the prediction interval of the original outcome (versus the expected 95%). Larger original effect sizes and within-participants designs were especially related to replication success. Our results indicate that, consistent with prior reports, the robustness of the psychology literature is low enough to limit cumulative progress by student investigators.	"Matched Figure 1 bibliographic search query '""replication rates"" ""coded"" ""effect sizes""'; lead_classification=corpus_database_or_project_signal; score=17; reasons=strong_phrase:replication project | pair_term:original effect | pair_term:effect size | data_term:data | data_term:dataset | replication_word | original_word | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_bibliographic_europepmc_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	PMC10645069 | 10.1098/rsos.231240		https://doi.org/10.1098/rsos.231240		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	yes	yes	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	inventory_rsos_article_xml_pdf_supplement_and_data_availability_for_176_replication_rows	provider=europepmc | external_id=PMC10645069 | doi=10.1098/rsos.231240 | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=The article introduces a new dataset of 176 student replications, including comparable effect-size information for many rows. This is a reusable corpus/source-family candidate for Figure 1 inventory.	2026-05-02
update_existing_root_candidate	fieldcode_title_estimating_the_replicability_of_sports_and_exercise_science_research	title:estimating_the_replicability_of_sports_and_exercise_science_research	review_figure1_search_leads_95434678b310	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_estimating_the_replicability_of_sports_and_exercise_science_research.json	yes	biblio_search_europepmc_f4494de3204c	yes	domain_or_field | why_relevant | has_n | parser_family	This is the Sports Science Replication Centre result article, reporting 25 replication studies with original and replication effect-size comparisons. It is a high-value source-family candidate.	biblio_search_europepmc_f4494de3204c	search_title:estimating_the_replicability_of_sports_and_exercise_science_research	search_title	Estimating the Replicability of Sports and Exercise Science Research.	candidate_corpus_or_database	needs_source_inventory	figure1_bibliographic_search	unknown	<h4>Background</h4>The replicability of sports and exercise research has not been assessed previously despite concerns about scientific practices within the field.<h4>Aim</h4>This study aims to provide an initial estimate of the replicability of applied sports and exercise science research published in quartile 1 journals (SCImago journal ranking for 2019 in the Sports Science subject category; www.scimagojr.com ) between 2016 and 2021.<h4>Methods</h4>A formalised selection protocol for this replication project was previously published. Voluntary collaborators were recruited, and studies were allocated in a stratified and randomised manner on the basis of equipment and expertise. Original authors were contacted to provide deidentified raw data, to review preregistrations and to provide methodological clarifications. A multiple inferential strategy was employed to analyse the replication data. The same analysis (i.e. F test or t test) was used to determine whether the replication effect size was statistically significant and in the same direction as the original effect size. Z-tests were used to determine whether the original and replication effect size estimates were compatible or significantly different in magnitude.<h4>Results</h4>In total, 25 replication studies were included for analysis. Of the 25, 10 replications used paired t tests, 1 used an independent t test and 14 used an analysis of variance (ANOVA) for the statistical analyses. In all, 7 (28%) studies demonstrated robust replicability, meeting all three validation criteria: achieving statistical significance (p	"Matched Figure 1 bibliographic search query '""replication project"" ""sample size"" ""effect size""'; lead_classification=corpus_database_or_project_signal; score=25; reasons=strong_phrase:replication project | strong_phrase:replication studies | pair_term:original effect | pair_term:replication effect | pair_term:effect size | data_term:data | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_bibliographic_europepmc_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	PMC12513899 | 10.1007/s40279-025-02201-w		https://doi.org/10.1007/s40279-025-02201-w		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	yes	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	inventory_springer_fulltext_supplements_and_project_site_for_study_level_original_replication_effect_rows	provider=europepmc | external_id=PMC12513899 | doi=10.1007/s40279-025-02201-w | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This is the Sports Science Replication Centre result article, reporting 25 replication studies with original and replication effect-size comparisons. It is a high-value source-family candidate.	2026-05-02
update_existing_root_candidate	fieldcode_title_examining_the_replicability_of_online_experiments_selected_by_a_decision_market	title:examining_the_replicability_of_online_experiments_selected_by_a_decision_market	review_figure1_search_leads_c7808e6c3826	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_examining_the_replicability_of_online_experiments_selected_by_a_decision_market.json	yes	biblio_search_europepmc_1e8b61f37a9f	yes	domain_or_field | why_relevant | has_n | parser_family	This is a systematic replication source family: 41 MTurk experiments were candidates, 26 were selected for replication, and the article reports original/replication effect-size relationships. It already has routed result-table child artifacts.	biblio_search_europepmc_1e8b61f37a9f	search_title:examining_the_replicability_of_online_experiments_selected_by_a_decision_market	search_title	Examining the replicability of online experiments selected by a decision market.	candidate_corpus_or_database	needs_source_inventory	figure1_bibliographic_search	unknown	Here we test the feasibility of using decision markets to select studies for replication and provide evidence about the replicability of online experiments. Social scientists (n = 162) traded on the outcome of close replications of 41 systematically selected MTurk social science experiments published in PNAS 2015-2018, knowing that the 12 studies with the lowest and the 12 with the highest final market prices would be selected for replication, along with 2 randomly selected studies. The replication rate, based on the statistical significance indicator, was 83% for the top-12 and 33% for the bottom-12 group. Overall, 54% of the studies were successfully replicated, with replication effect size estimates averaging 45% of the original effect size estimates. The replication rate varied between 54% and 62% for alternative replication indicators. The observed replicability of MTurk experiments is comparable to that of previous systematic replication projects involving laboratory experiments.	"Matched Figure 1 bibliographic search query '""original and replication"" ""effect size"" ""sample size""'; lead_classification=corpus_database_or_project_signal; score=19; reasons=strong_phrase:replication project | pair_term:original effect | pair_term:replication effect | pair_term:effect size | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_bibliographic_europepmc_search	steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	PMC11860227 | 10.1038/s41562-024-02062-9		https://doi.org/10.1038/s41562-024-02062-9		doi.org	public_metadata	search_metadata_seen										unknown; search metadata only	yes	unknown	yes	unknown	yes	not_assigned	not_started	metadata_only_search_hit	deduplicate_with_raw_replication_project_decision_market_and_inventory_osf_project_sk82q_for_result_tables	provider=europepmc | external_id=PMC11860227 | doi=10.1038/s41562-024-02062-9 | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This is a systematic replication source family: 41 MTurk experiments were candidates, 26 were selected for replication, and the article reports original/replication effect-size relationships. It already has routed result-table child artifacts.	2026-05-02
update_existing_root_candidate	fieldcode_title_experimental_economics_replication_project	title:experimental_economics_replication_project	review_figure1_search_leads_17f20eab2f6e	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_experimental_economics_replication_project.json	yes	domain_search_osf_c323503b01ad	yes	domain_or_field | why_relevant | has_n | has_publication_links | parser_family	This is the Experimental Economics Replication Project source-family lead, describing replications of 18 laboratory experimental studies with high powered designs. It belongs in source-family inventory and should be deduplicated to the canonical website/OSF route already identified.	domain_search_osf_c323503b01ad	search_title:experimental_economics_replication_project	search_title	Experimental Economics Replication Project	candidate_corpus_or_database	needs_source_inventory	figure1_domain_search	unknown	We replicate 18 laboratory experimental studies published in two high-impact economics journals in 2011-2014. All replications have a statistical power of ≥90% to detect the original effect size at the 5% significance level.	Matched Figure 1 domain search query 'economics replication project original estimates'; lead_classification=corpus_database_or_project_signal; score=17; reasons=strong_phrase:replication project | pair_term:original effect | pair_term:effect size | replication_word | original_word | effect_or_sample_size_phrase | metadata_corpus_signal	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_domain_osf_search | figure1_repository_osf_search	steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json | steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	bzm54		https://osf.io/bzm54/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	yes	unknown	yes	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	deduplicate_to_eerp_source_family_and_inventory_experimentaleconreplications_com_plus_osf_pnwuz_materials	provider=osf | external_id=bzm54 | doi= | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This is the Experimental Economics Replication Project source-family lead, describing replications of 18 laboratory experimental studies with high powered designs. It belongs in source-family inventory and should be deduplicated to the canonical website/OSF route already identified.	2026-05-02
append_root_candidate	fieldcode_title_forrt_large_scale_replication_projects_hub	title:forrt_large_scale_replication_projects_hub	review_figure1_search_leads_404c6c8bc341	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_forrt_large_scale_replication_projects_hub.json	no		yes	source_family | domain_or_field | description | result_fields_available | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | has_publication_links | parser_family	The FORRT large-scale replication projects page is a reusable source-family hub for identifying replication projects and aliases. It should be kept as a discovery/inventory source, while individual project rows still need artifact-level validation.	reviewcue_title_forrt_large_scale_replication_projects_hub			Forrt Large Scale Replication Projects Hub	candidate_corpus_or_database	needs_source_inventory				The FORRT large-scale replication projects page is a reusable source-family hub for identifying replication projects and aliases. It should be kept as a discovery/inventory source, while individual project rows still need artifact-level validation.	plot1_replication_pairs	figure1_candidate	yes					https://forrt.org/replication-hub/large-scale-replication-projects/																							not_started		inventory_forrt_hub_links_as_project_seed_aliases_and_deduplicate_against_existing_source_families	review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=The FORRT large-scale replication projects page is a reusable source-family hub for identifying replication projects and aliases. It should be kept as a discovery/inventory source, while individual project rows still need artifact-level validation.	2026-05-02
update_existing_root_candidate	fieldcode_title_forrt_replication_database	title:forrt_replication_database	review_figure1_search_leads_4c3314063449	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_forrt_replication_database.json	yes	lead_fred_diff_2024	yes	domain_or_field | description | has_n | has_publication_links	The OSF node explicitly contains materials and data for the FORRT Replication Database/FReD, a major source of original and replication findings. It belongs in source-family inventory.	lead_fred_diff_2024	url:https://osf.io/9r62x	normalized_landing_url	FReD current snapshot diff	replication_project	needs_source_inventory	FReD			Diff only source never bulk re-ingest	plot1_replication_pairs	figure1_candidate	yes	unknown	unknown	replication_lead_registry	data/raw/replication_projects/lead_registry.csv	fred_diff_2024 | 9r62x		https://osf.io/9r62x/	https://osf.io/z5u9b	OSF	public						500					d_compatible	yes		yes			fred_diff	probe_only		inventory_osf_9r62x_files_and_map_to_existing_fred_parser_outputs	Diff only source never bulk re-ingest | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=The OSF node explicitly contains materials and data for the FORRT Replication Database/FReD, a major source of original and replication findings. It belongs in source-family inventory.	2026-05-02
update_existing_root_candidate	fieldcode_title_reproducibility_project_psychology_design	title:reproducibility_project_psychology_design	review_figure1_search_leads_8deda84acf73	keep_in_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/keep_in_corpora_and_databases/title_reproducibility_project_psychology_design.json	yes	repo_search_osf_3c6cdcbee4b9	yes	domain_or_field | description | why_relevant | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | has_publication_links | parser_family	This is a real Reproducibility Project: Psychology OSF project/source-family lead. It belongs in the root corpus/database inventory because it can expose multiple original/replication pair rows after file-level inventory.	repo_search_osf_3c6cdcbee4b9	search_title:reproducibility_project_psychology_design	search_title	Reproducibility Project - Psychology: Design	candidate_corpus_or_database	needs_source_inventory	figure1_repository_search	unknown		"Matched Figure 1 repository search query '""Reproducibility Project"" coded data'; lead_classification=corpus_database_or_project_signal; score=5; reasons=strong_phrase:reproducibility project"	plot1_replication_pairs	figure1_corpus_database_candidate | figure1_candidate	yes	unknown	unknown	figure1_repository_osf_search	steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	i68pe | osf:i68pe		https://osf.io/i68pe/		osf.io	public_metadata	search_metadata_seen										unknown; search metadata only	unknown	unknown	unknown	unknown	unknown	not_assigned	not_started	metadata_only_search_hit	inventory_osf_project_files_for_pair_table_or_crosswalk	provider=osf | external_id=i68pe | doi= | review_cue=figure1_search_leads | decision=keep_in_corpora_and_databases | confidence=high | reason=This is a real Reproducibility Project: Psychology OSF project/source-family lead. It belongs in the root corpus/database inventory because it can expose multiple original/replication pair rows after file-level inventory.	2026-05-02
defer_needs_more_evidence	fieldcode_title_forrt_replication_database_frozen_version_from_08_2024	title:forrt_replication_database_frozen_version_from_08_2024	review_figure1_search_leads_fa29ed98a4b6	needs_more_evidence	escalate	steps/review_cue/figure1_search_leads/receipts/needs_more_evidence/title_forrt_replication_database_frozen_version_from_08_2024.json	no		no		The lead claims to be a frozen FORRT Replication Database version, but the OSF API route returned 404 during this review. It may be a stale/private/deleted file or node and should not be advanced without route confirmation.	reviewcue_title_forrt_replication_database_frozen_version_from_08_2024			Forrt Replication Database Frozen Version From 08 2024	candidate_repository_package	needs_more_evidence												c9rny																									manually_check_osf_c9rny_or_forrt_archive_for_a_public_frozen_2024_fred_export	review_cue=figure1_search_leads | decision=needs_more_evidence | confidence=medium | reason=The lead claims to be a frozen FORRT Replication Database version, but the OSF API route returned 404 during this review. It may be a stale/private/deleted file or node and should not be advanced without route confirmation.	2026-05-02
append_root_candidate	fieldcode_title_rescience_c_contents	title:rescience_c_contents	review_figure1_search_leads_38018a44fd54	promote_to_corpora_and_databases	advance	steps/review_cue/figure1_search_leads/receipts/promote_to_corpora_and_databases/title_rescience_c_contents.json	no		yes	source_family | domain_or_field | description | result_fields_available | has_d_or_convertible_effect | has_n | has_replication_pair_mapping | has_publication_links | parser_family	ReScience C is a journal/source-family contents page for computational replication articles, with many article records and code/review metadata. It is a reusable source-family object rather than a single paper.	reviewcue_title_rescience_c_contents			Rescience C Contents	candidate_corpus_or_database	needs_source_inventory				ReScience C is a journal/source-family contents page for computational replication articles, with many article records and code/review metadata. It is a reusable source-family object rather than a single paper.	plot1_replication_pairs	figure1_candidate	yes					https://rescience.github.io/read/																							not_started		inventory_rescience_c_static_contents_and_site_repository_for_replication_article_metadata_code_doi_and_original_paper_links	review_cue=figure1_search_leads | decision=promote_to_corpora_and_databases | confidence=high | reason=ReScience C is a journal/source-family contents page for computational replication articles, with many article records and code/review metadata. It is a reusable source-family object rather than a single paper.	2026-05-02
append_rejected_lead	fieldcode_title_2klnfx	title:2klnfx	review_figure1_search_leads_7019f9cdf939	reject_irrelevant	reject	steps/review_cue/figure1_search_leads/receipts/reject_irrelevant/title_2klnfx.json	no		no		Dataverse metadata shows a replication package for a single Journal of Politics paper. The word replication here means computational replication materials, not a direct original/replication pair source.	reviewcue_title_2klnfx			2Klnfx	candidate_repository_package	rejected_irrelevant_search_hit						search_rejected	no					doi:10.7910/DVN/2KLNFX																									do_not_add_to_figure1_pair_source_work	review_cue=figure1_search_leads | decision=reject_irrelevant | confidence=high | reason=Dataverse metadata shows a replication package for a single Journal of Politics paper. The word replication here means computational replication materials, not a direct original/replication pair source.	2026-05-02
append_rejected_lead	fieldcode_title_additional_file_1_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal	title:additional_file_1_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal	review_figure1_search_leads_714fabed70fe	reject_irrelevant	reject	steps/review_cue/figure1_search_leads/receipts/reject_irrelevant/title_additional_file_1_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal.json	no		no		The Figshare record is a qualitative supplement containing key illustrative quotes for a Nepal mental-wellbeing care-pathways article. It has no Figure 1 replication-pair evidence.	reviewcue_title_additional_file_1_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal			Additional File 1 Of Traditional And Biomedical Care Pathways For Mental Well Being In Rural Nepal	candidate_repository_package	rejected_irrelevant_search_hit						search_rejected	no					doi:10.6084/m9.figshare.13545817.v1																									stop_for_figure1_replication_pair_intake	review_cue=figure1_search_leads | decision=reject_irrelevant | confidence=high | reason=The Figshare record is a qualitative supplement containing key illustrative quotes for a Nepal mental-wellbeing care-pathways article. It has no Figure 1 replication-pair evidence.	2026-05-02
append_rejected_lead	fieldcode_title_additional_file_2_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal	title:additional_file_2_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal	review_figure1_search_leads_a0d3ac02fdf4	reject_irrelevant	reject	steps/review_cue/figure1_search_leads/receipts/reject_irrelevant/title_additional_file_2_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal.json	no		no		The Figshare record is a policy/framework supplement for the same Nepal mental-wellbeing care-pathways article. It is not a replication or corpus/database artifact.	reviewcue_title_additional_file_2_of_traditional_and_biomedical_care_pathways_for_mental_well_being_in_rural_nepal			Additional File 2 Of Traditional And Biomedical Care Pathways For Mental Well Being In Rural Nepal	candidate_repository_package	rejected_irrelevant_search_hit						search_rejected	no					doi:10.6084/m9.figshare.13545820.v1																									stop_for_figure1_replication_pair_intake	review_cue=figure1_search_leads | decision=reject_irrelevant | confidence=high | reason=The Figshare record is a policy/framework supplement for the same Nepal mental-wellbeing care-pathways article. It is not a replication or corpus/database artifact.	2026-05-02
