campaign_phase	surface	query_type	priority	query_id	query	candidate_route_bias	expected_signal	reject_signal	dedupe_gate	target_manifest	next_step
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0048	"""marketing"" ""direct replication"" ""Cohen's d"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0048.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0049	"""management"" ""failed to replicate"" ""original study"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0049.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0050	"""behavioral economics"" ""direct replication"" ""sample size"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0050.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0051	"""dishonesty"" ""registered replication report"" ""effect size"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0051.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0052	"""risk taking"" ""replication"" ""Cohen's d"" ""original"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0052.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0053	"""mating motives"" ""replication"" ""consumer"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0053.json	figure1-individual-replication-search-intake
05_behavioral_econ_marketing_management	OpenAlex/Crossref/OSF/Dataverse/web	domain_phrase	2	05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0054	"""prosocial behavior"" ""direct replication"" ""original effect"""	strict_figure1a	one-off behavioral-econ/marketing/management replication with effect/N or data package	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_crossref_osf_dataverse_web-05_behavioral_econ_marketing_management_openalex_crossref_osf_dataverse__0054.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__growth_mind_0055	"""growth mindset"" ""failed to replicate"" ""effect size"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__growth_mind_0055.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__active_cont_0056	"""active-control"" ""replication"" ""growth mindset"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__active_cont_0056.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__education___0057	"""education"" ""direct replication"" ""Cohen's d"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__education___0057.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__health_beha_0058	"""health behavior"" ""direct replication"" ""original study"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__health_beha_0058.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__exercise_sc_0059	"""exercise science"" ""failed to replicate"" ""Cohen's d"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__exercise_sc_0059.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__mental_fati_0060	"""mental fatigue"" ""replication study"" ""time-to-exhaustion"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__mental_fati_0060.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__sports_psyc_0061	"""sports psychology"" ""direct replication"" ""effect size"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__sports_psyc_0061.json	figure1-individual-replication-search-intake
06_education_health_sports	PubMed/PMC/OpenAlex/Crossref/web	domain_phrase	3	06_education_health_sports_pubmed_pmc_openalex_crossref_web__public_heal_0062	"""public health"" ""larger sample"" ""failed to replicate"" ""effect size"""	strict_figure1a	education/health/sport replication with comparable endpoint and D/statistic route	same-data reanalysis, review-only article, no original target, or no new independent sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_openalex_crossref_web-06_education_health_sports_pubmed_pmc_openalex_crossref_web__public_heal_0062.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0063	"""single-center"" ""multicenter"" ""failed to confirm"" ""randomized trial"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0063.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0064	"""landmark trial"" ""subsequent trial"" ""no benefit"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0064.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0065	"""pilot trial"" ""definitive trial"" ""same outcome"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0065.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0066	"""phase II"" ""phase III"" ""failed to confirm"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0066.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0067	"""trial reversal"" ""original trial"" ""mortality"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0067.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0068	"""larger trial"" ""no benefit"" ""mortality"" ""original"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0068.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0069	"""randomized trial"" ""replication"" ""event counts"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0069.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0070	"""external validation"" ""original trial"" ""odds ratio"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0070.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0071	"""failed to confirm"" ""earlier trial"" ""mortality"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0071.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0072	"""did not confirm"" ""single-center"" ""multicenter randomized trial"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0072.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0073	"""confirmatory trial"" ""previous trial"" ""primary outcome"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0073.json	figure1-individual-replication-search-intake
07_clinical_d_equivalent_followup	PubMed/PMC/ClinicalTrials.gov/Crossref	clinical_trial_followup	3	07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0074	"""large international randomized trial"" ""failed to confirm"""	d_equivalent_figure1b	original and follow-up comparative trials with event counts, OR/RR/RD, N, and similar endpoint	one-arm ORR/no comparator, changed endpoint without relation evidence, or ordinary development sequence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_clinicaltrials_gov_crossref-07_clinical_d_equivalent_followup_pubmed_pmc_clinicaltrials_gov_crossref_0074.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__failed_to_0075	"""failed to replicate"" ""candidate gene"" ""odds ratio"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__failed_to_0075.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__independe_0076	"""independent validation"" ""candidate gene"" ""sample size"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__independe_0076.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__collabora_0077	"""collaborative meta-analysis"" ""no evidence"" ""gene"" ""depression"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__collabora_0077.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__genome_wi_0078	"""genome-wide"" ""failed to replicate"" ""original study"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__genome_wi_0078.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__polygenic_0079	"""polygenic"" ""replication"" ""original"" ""effect size"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__polygenic_0079.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__gene_by_e_0080	"""gene by environment"" ""failed to replicate"" ""sample size"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__gene_by_e_0080.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__replicati_0081	"""replication cohort"" ""discovery cohort"" ""odds ratio"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__replicati_0081.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__validatio_0082	"""validation cohort"" ""discovery cohort"" ""sample size"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__validatio_0082.json	figure1-individual-replication-search-intake
08_genetics_validation_native	PubMed/PMC/GWASCatalog/OpenAlex	genetics_validation	4	08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__independe_0083	"""independent cohort"" ""genetic association"" ""failed to replicate"""	native_only	original discovery/claim and independent validation/follow-up with native model effect or OR/beta/N	meta-analysis-only with no target source identity or no pairable original claim	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-pubmed_pmc_gwascatalog_openalex-08_genetics_validation_native_pubmed_pmc_gwascatalog_openalex__independe_0083.json	figure1-individual-replication-search-intake
09_citation_snowball_known_originals	OpenAlex/SemanticScholar/Crossref cited-by	citation_forward_filter	2	09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0084	"cited-by(""{original DOI}"") filter title/abstract: replicate OR replication OR failed OR high-powered OR registered"	coverage_only	citing paper names the original target and self-describes replication/follow-up; route after dedupe	ordinary citation, theory extension, or no explicit relation evidence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_semanticscholar_crossref_cited_by-09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0084.json	figure1-individual-replication-search-intake
09_citation_snowball_known_originals	OpenAlex/SemanticScholar/Crossref cited-by	citation_forward_filter	2	09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0085	"cited-by(""{original DOI}"") filter title/abstract: ""no evidence"" OR ""failed to confirm"" OR ""direct replication"""	coverage_only	citing paper names the original target and self-describes replication/follow-up; route after dedupe	ordinary citation, theory extension, or no explicit relation evidence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_semanticscholar_crossref_cited_by-09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0085.json	figure1-individual-replication-search-intake
09_citation_snowball_known_originals	OpenAlex/SemanticScholar/Crossref cited-by	citation_forward_filter	2	09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0086	"cited-by(""{original title}"") filter full text: ""we replicated"" OR ""using the original materials"""	coverage_only	citing paper names the original target and self-describes replication/follow-up; route after dedupe	ordinary citation, theory extension, or no explicit relation evidence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_semanticscholar_crossref_cited_by-09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0086.json	figure1-individual-replication-search-intake
09_citation_snowball_known_originals	OpenAlex/SemanticScholar/Crossref cited-by	citation_forward_filter	2	09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0087	"references(""{replication DOI}"") extract target original references and source-object URLs"	coverage_only	citing paper names the original target and self-describes replication/follow-up; route after dedupe	ordinary citation, theory extension, or no explicit relation evidence	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-openalex_semanticscholar_crossref_cited_by-09_citation_snowball_known_originals_openalex_semanticscholar_crossref_c_0087.json	figure1-individual-replication-search-intake
10_negative_filters_context	all surfaces	negative_filter	9	10_negative_filters_context_all_surfaces__multiverse_analysis____origina_0088	"""multiverse analysis"" ""{original_title}"""	reject	keep as context/exclusion unless a separate native/computational route is explicitly opened	new Figure 1A row without independent replication/follow-up sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-all_surfaces-10_negative_filters_context_all_surfaces__multiverse_analysis____origina_0088.json	figure1-individual-replication-search-intake
10_negative_filters_context	all surfaces	negative_filter	9	10_negative_filters_context_all_surfaces__reanalysis____original_title___0089	"""reanalysis"" ""{original_title}"" ""same data"""	reject	keep as context/exclusion unless a separate native/computational route is explicitly opened	new Figure 1A row without independent replication/follow-up sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-all_surfaces-10_negative_filters_context_all_surfaces__reanalysis____original_title___0089.json	figure1-individual-replication-search-intake
10_negative_filters_context	all surfaces	negative_filter	9	10_negative_filters_context_all_surfaces__robustness_check____original_t_0090	"""robustness check"" ""{original_title}"""	reject	keep as context/exclusion unless a separate native/computational route is explicitly opened	new Figure 1A row without independent replication/follow-up sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-all_surfaces-10_negative_filters_context_all_surfaces__robustness_check____original_t_0090.json	figure1-individual-replication-search-intake
10_negative_filters_context	all surfaces	negative_filter	9	10_negative_filters_context_all_surfaces__analyst_variability____origina_0091	"""analyst variability"" ""{original_title}"""	reject	keep as context/exclusion unless a separate native/computational route is explicitly opened	new Figure 1A row without independent replication/follow-up sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-all_surfaces-10_negative_filters_context_all_surfaces__analyst_variability____origina_0091.json	figure1-individual-replication-search-intake
10_negative_filters_context	all surfaces	negative_filter	9	10_negative_filters_context_all_surfaces__reproduced_the_code____origina_0092	"""reproduced the code"" ""{original_title}"""	reject	keep as context/exclusion unless a separate native/computational route is explicitly opened	new Figure 1A row without independent replication/follow-up sample	original DOI/title + replication DOI/title + outcome/study key; then figure1-pair-bibtex-map.tsv	steps/searches/figure1/individualrepsearch-all_surfaces-10_negative_filters_context_all_surfaces__reproduced_the_code____origina_0092.json	figure1-individual-replication-search-intake
