run_id	query_id	surface	rank	title	doi	year	journal	url	relation_score	relation_evidence_type	relation_quote	value_score	negative_flag	raw_record_path
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	15	Genome-wide Association Studies Need Larger Sample Sizes	10.1093/jnci/djq222	2010	JNCI: Journal of the National Cancer Institute	https://doi.org/10.1093/jnci/djq222	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	16	Examples of Neutron Diffraction Texture Analysis on One and the Same Chalcopyrite Sample before and after Experimental Deformation	10.4028/www.scientific.net/msf.157-162.733	1994	Materials Science Forum	https://doi.org/10.4028/www.scientific.net/msf.157-162.733	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	17	Extending lab-based X-ray nanotomography of low Z and porous materials to larger sample volumes without compromising resolution	10.1017/s143192762100458x	2021	Microscopy and Microanalysis	https://doi.org/10.1017/s143192762100458x	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	18	Larger crystals increase TEM collector efficency	10.1016/s1369-7021(07)70213-4	2007	Materials Today	https://doi.org/10.1016/s1369-7021(07)70213-4	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	19	Thirty Years of the CALICO Journal—Replicate, Replicate, Replicate	10.11139/cj.30.1.i-iv	2013	CALICO Journal	https://doi.org/10.11139/cj.30.1.i-iv	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__same_0014__crossref	crossref	20	‘Truncate, replicate, sample’: A method for creating integer weights for spatial microsimulation	10.1016/j.compenvurbsys.2013.03.004	2013	Computers, Environment and Urban Systems	https://doi.org/10.1016/j.compenvurbsys.2013.03.004	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_same_0014_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__openalex	openalex	1	Out, Damned Spot: Can the “Macbeth Effect” Be Replicated?	10.1080/01973533.2013.856792	2014	Basic and Applied Social Psychology	https://openalex.org/W2032161788	3	methods_original_study_mapping	lly, to cleanse themselves. In an attempt to build upon these findings, we conducted a series of direct replications of Study 2 from Z&L's seminal report. We used Z&L's original materials and methods, investigated samples that were more representative of the general population, investigated samples from different countries and cultures, and substanti	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_openalex.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__openalex	openalex	2	Sablot (Litsea Glutinosa), Lour Rob., in the Continuing Preservation and Conservation of the Cultural Heritage of Ilocos (Philippines): A Historic and Technical Approach	10.23969/sampurasun.v4i01.435	2018	Journal Sampurasun Interdisciplinary Studies for Cultural Heritage	https://openalex.org/W2989326476	3	methods_original_study_mapping	ast. However, the act of preservation and conservation may be done using the materials of today’s technology, or by the same materials present before. If today’s technology will be used, the method of preservation and conservation shall be with the use of cement with its sand and gravel combination for dilapidated brick walls, and similar items. If the	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/openalex/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_openalex.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	1	5389531 Methods to replicate DNA in vitro using PRD1-catalyzed DNA replication systems	10.1016/0734-9750(95)94121-l	1995	Biotechnology Advances	https://doi.org/10.1016/0734-9750(95)94121-l	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	2	5389531 Methods to replicate DNA in vitro using PRD1-catalyzed DNA replication systems	10.1016/0734-9750(95)94208-n	1995	Biotechnology Advances	https://doi.org/10.1016/0734-9750(95)94208-n	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	3	The RUSI Mask is an Authentic Replicate of the Original Death Mask of Napoléon	10.18483/ijsci.2696	2023	International Journal of Sciences	https://doi.org/10.18483/ijsci.2696	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	4	Quantifying spatiotemporal variability and noise in absolute microbiota abundances using replicate sampling	10.1038/s41592-019-0467-y	2019	Nature Methods	https://doi.org/10.1038/s41592-019-0467-y	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	5	Using the Triarchic model of psychopathy to replicate ``Greed is good? Student disciplinary choice and self-reported psychopathy''	10.20982/tqmp.14.1.r001	2018	The Quantitative Methods for Psychology	https://doi.org/10.20982/tqmp.14.1.r001	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	6	Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.	10.1037/pspa0000072	2017	Journal of Personality and Social Psychology	https://doi.org/10.1037/pspa0000072	5	title_exact_replication	Panero et al. (2016): Failure to replicate methods caused the failure to replicate results.	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	7	Replicate, replicate	10.1108/ws.2003.07952fad.005	2003	Work Study	https://doi.org/10.1108/ws.2003.07952fad.005	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	8	The mystery of the Persian mummy: original or fake?	10.1016/s0168-583x(04)00649-4	2004	Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms	https://doi.org/10.1016/s0168-583x(04)00649-4	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	9	Thirty Years of the CALICO Journal—Replicate, Replicate, Replicate	10.11139/cj.30.1.i-iv	2013	CALICO Journal	https://doi.org/10.11139/cj.30.1.i-iv	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	10	Testing selectivity of bacterial and fungal culture media compared to original silage samples using next generation sequencing	10.1016/j.mimet.2020.106088	2020	Journal of Microbiological Methods	https://doi.org/10.1016/j.mimet.2020.106088	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	11	Anchoring is Not a False-Positive: Maniadis, Tufano, and List's (2014) 'Failure-to-Replicate' is Actually Entirely Consistent with the Original	10.2139/ssrn.2351926	2013	SSRN Electronic Journal	https://doi.org/10.2139/ssrn.2351926	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	12	Development of methods for calculating cutting modes when processing the internal cycloidal screw surface using the original method used in drilling	10.1088/1757-899x/963/1/012014	2020	IOP Conference Series: Materials Science and Engineering	https://doi.org/10.1088/1757-899x/963/1/012014	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	13	Axisymmetric computation of Taylor cylinder impacts of ductile and brittle materials using original and dual domain material point methods	10.1016/j.ijimpeng.2012.11.001	2013	International Journal of Impact Engineering	https://doi.org/10.1016/j.ijimpeng.2012.11.001	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	14	Why replicate? Systematic review of calls for replication in Language Teaching	10.1016/j.rmal.2023.100091	2024	Research Methods in Applied Linguistics	https://doi.org/10.1016/j.rmal.2023.100091	-5	same_data_or_review_negative		0	True	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	15	Empirical interatomic potential for Fe-C system using original Finnis-Sinclair potential function	10.1016/j.commatsci.2020.109871	2020	Computational Materials Science	https://doi.org/10.1016/j.commatsci.2020.109871	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	16	WAYS OF USING ORIGINAL MATERIALS IN ADVANCED COURSES OF LANGUAGE FACULTIES	10.69682/azrt.2024.91(1).168-171	2024	Scientific Works	https://doi.org/10.69682/azrt.2024.91(1).168-171	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	17	Nanohot embossing using curved stage to replicate antireflection nanostructures onto light guide	10.1016/j.stam.2007.01.002	2007	Science and Technology of Advanced Materials	https://doi.org/10.1016/j.stam.2007.01.002	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	18	Corrections: Using Replicate Observations in Observer Agreement Studies with Binary Assessments	10.2307/2532877	1996	Biometrics	https://doi.org/10.2307/2532877	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	19	Is wearing high heels a female mating strategy? Revisiting the original study using qualitative methods	10.3389/fpsyg.2022.938916	2022	Frontiers in Psychology	https://doi.org/10.3389/fpsyg.2022.938916	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	01_metadata_replication_language_openalex_crossref_semanticscholar__usin_0015__crossref	crossref	20	Stem Cell Research Using Mouse Models	10.13070/mm.en.3.184	2013	Materials and Methods	https://doi.org/10.13070/mm.en.3.184	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/crossref/01_metadata_replication_language_openalex_crossref_semanticscholar_usin_0015_crossref.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	1	The Effects of Repeated Finger Flexion Movements on Self-Reported Affect and Reward System Activation Are Weak and Inconsistent.	10.1002/jclp.70017	2025		https://doi.org/10.1002/jclp.70017	4	abstract_direct_replication	sk. Results were highly inconsistent across two pre-registered studies-a direct and conceptual replication. In Study 1 (direct replication), undergraduates (n = 216) randomly assigned to the repeated flexion movement condition reported greater positive affect than those assigned to an active control condition. But there were no differences in approach-rewa	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	2	The Medusa effect: a registered replication report of Will, Merritt, Jenkins and Kingstone (2021).	10.1098/rsos.231802	2024		https://doi.org/10.1098/rsos.231802	5	title_registered_replication_report	The Medusa effect: a registered replication report of Will, Merritt, Jenkins and Kingstone (2021).	1	True	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	3	New evidence finds young people in Mainland China are now bicultural.	10.1111/bjop.12767	2025		https://doi.org/10.1111/bjop.12767	4	abstract_direct_replication	ts with images from two different cultures and measuring whether those images activate different thought styles. First, we replicated findings from 25 years ago that college students in Hong Kong are bicultural (Study 1). Next, we found that priming Mainland Chinese college students with Chinese culture increased external attributions (which are more	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	4	The tainted altruism effect: a successful pre-registered replication.	10.1098/rsos.211152	2022		https://doi.org/10.1098/rsos.211152	5	title_exact_replication	The tainted altruism effect: a successful pre-registered replication.	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	5	Replicative Study of the Impacts of Applied Behavior Analysis on Target Behaviors in Individuals With Autism Using Repeated Measures.	10.7759/cureus.56226	2024		https://doi.org/10.7759/cureus.56226	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	6	Using prediction markets to predict the outcomes in the Defense Advanced Research Projects Agency's next-generation social science programme.	10.1098/rsos.181308	2021		https://doi.org/10.1098/rsos.181308	0	no_relation_evidence		2	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	7	Clinical EFT as an evidence-based practice for the treatment of psychological and physiological conditions: A systematic review.	10.3389/fpsyg.2022.951451	2022		https://doi.org/10.3389/fpsyg.2022.951451	-5	same_data_or_review_negative		0	True	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	8	The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.	10.1002/acp.3439	2018		https://doi.org/10.1002/acp.3439	5	title_exact_replication	The first direct replication on using verbal credibility assessment for the detection of deceptive intentions.	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	9	Expectation of irrelevant novel stimuli has no consistent effect on recognition memory.	10.1111/sjop.12807	2022		https://doi.org/10.1111/sjop.12807	4	abstract_failed_replication	results showed that there was no memory enhancement for expected novel pictures in any of the examined indices, thus we could not replicate the main behavioral finding of Wittmann et al. (2007). These results call into question the original effect, and we argue that this fits more into current thinking on memory formation and brain function in general. Our	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	10	Replicability of proton MR spectroscopic imaging findings in mild traumatic brain injury: Implications for clinical applications.	10.1016/j.nicl.2023.103325	2023		https://doi.org/10.1016/j.nicl.2023.103325	4	abstract_direct_replication	m) exhibited unidirectional effect sizes for Cho and Cr (Cho, d = 0.03 - 0.34; Cr, d = 0.16 - 0.51).<h4>Conclusions</h4>We replicated findings of diffuse WM injury, which correlated with clinical outcome (supporting H1-H2, H4). These findings, however, were among the glial markers Cho and Cr, not the neuronal marker NAA (not supporting H3). No differe	2	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	11	Toward Robust Functional Neuroimaging Genetics of Cognition.	10.1523/jneurosci.0888-19.2019	2019		https://doi.org/10.1523/jneurosci.0888-19.2019	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	12	The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013).	10.1098/rsos.160431	2016		https://doi.org/10.1098/rsos.160431	5	title_exact_replication	The effects of exposure to objective coherence on perceived meaning in life: a preregistered direct replication of Heintzelman, Trent & King (2013).	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	13	Perceived Statistical Knowledge Level and Self-Reported Statistical Practice Among Academic Psychologists.	10.3389/fpsyg.2018.00996	2018		https://doi.org/10.3389/fpsyg.2018.00996	0	no_relation_evidence		1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	14	Can race really be erased? A pre-registered replication study.	10.3389/fpsyg.2014.01035	2014		https://doi.org/10.3389/fpsyg.2014.01035	5	title_exact_replication	Can race really be erased? A pre-registered replication study.	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	15	Anticipating words during spoken discourse comprehension: A large-scale, pre-registered replication study using brain potentials.	10.1016/j.cortex.2020.09.007	2020		https://doi.org/10.1016/j.cortex.2020.09.007	5	title_exact_replication	Anticipating words during spoken discourse comprehension: A large-scale, pre-registered replication study using brain potentials.	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	16	Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs.	10.7554/elife.17584	2017		https://doi.org/10.7554/elife.17584	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	17	Registered report: Intestinal inflammation targets cancer-inducing activity of the microbiota.	10.7554/elife.04186	2015		https://doi.org/10.7554/elife.04186	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	18	Replication Study: BET bromodomain inhibition as a therapeutic strategy to target c-Myc.	10.7554/elife.21253	2017		https://doi.org/10.7554/elife.21253	0	no_relation_evidence		0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	19	Priming of social distance? Failure to replicate effects on social and food judgments.	10.1371/journal.pone.0042510	2012		https://doi.org/10.1371/journal.pone.0042510	5	title_exact_replication	Priming of social distance? Failure to replicate effects on social and food judgments.	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__europepmc	europepmc	20	Evidence of systematic bias in sexual over- and underperception of naturally occurring events: a direct replication of Haselton (2003) in a more gender-equal culture.		2014		https://pmc.ncbi.nlm.nih.gov/articles/PMC10434406/	5	title_exact_replication	Evidence of systematic bias in sexual over- and underperception of naturally occurring events: a direct replication of Haselton (2003) in a more gender-equal culture.	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/europepmc/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_europepmc.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	plos	1	Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	10.1371/journal.pone.0042510	2012		https://doi.org/10.1371/journal.pone.0042510	5	title_exact_replication	Priming of Social Distance? Failure to Replicate Effects on Social and Food Judgments	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	plos	2	Does social distance modulate adults’ egocentric biases when reasoning about false beliefs?	10.1371/journal.pone.0198616	2018	PLOS ONE	https://doi.org/10.1371/journal.pone.0198616	4	abstract_direct_replication	blished continuous false belief task, in Experiment 2 (N = 281) we modified this task, and Experiment 3 (N = 744) was a direct replication of Experiment 2. Across these experiments, the curse of knowledge effect was reliably replicated when adults mentalised about an in-group protagonist, and replicated in two of the three studies (Experiments 1 and 3) whe	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	plos	3	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	10.1371/journal.pone.0137000	2015	PLOS ONE	https://doi.org/10.1371/journal.pone.0137000	5	title_exact_replication	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	1	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	plos	4	Two Failures to Replicate High-Performance-Goal Priming Effects	10.1371/journal.pone.0072467	2013	PLoS ONE	https://doi.org/10.1371/journal.pone.0072467	4	abstract_direct_replication	. Because the paper has been cited well over 1100 times, an attempt to replicate its findings would seem warranted. Two direct replication attempts were performed. Results from the first experiment (n = 98) found no effect of priming, and the means were in the opposite direction from those reported by Bargh and colleagues. The second experiment followed up	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json
2026-05-05_individual_replication_vast_search_batch003	02_open_full_text_value_language_pmc_plos_europepmc_full_text__direct_re_0016__plos	plos	5	Direct replication of Gervais & Norenzayan (2012): No evidence that analytic thinking decreases religious belief	10.1371/journal.pone.0172636	2017	PLOS ONE	https://doi.org/10.1371/journal.pone.0172636	5	title_exact_replication	Direct replication of Gervais & Norenzayan (2012): No evidence that analytic thinking decreases religious belief	0	False	steps/searches/figure1/individualrepsearch_api_batch003/raw/plos/02_open_full_text_value_language_pmc_plos_europepmc_full_text_direct_re_0016_plos.json
