source_side_target_id	figure1_individual_study_id	study_dedupe_key	study_dedupe_method	dedupe_confidence	pair_chase_task_id	figure1_replication_pair_id	current_plot_rule_status	current_plot_rule_blockers	included_in_current_figure1	side	represented_title	represented_doi	represented_value_D	represented_value_N	strict_result_check_id	source_family_key	source_family_label	side_source_object_route	side_source_object_priority	target_source_object_seed_url	side_search_query	pair_relation_search_query	needed_verbatim_fields	pair_chase_priority	pair_chase_route	created_at
figure1_source_side_2676657356ccec68	figure1_individual_study_61e3f65750c8f66f	url:https://osf.io/hp27x	url	medium	figure1_pair_chase_517ff3ad07ec0a22	fig1_pair_a565cfb98a71d797	included_by_current_figure1_dn_rule		true	replication	https://osf.io/hp27x/		0.9648635360200858	47.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/hp27x/	https://osf.io/hp27x/	"""The ultimate sampling dilemma in experience-based decision making."" https://osf.io/hp27x/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_e248615d76793d47	figure1_individual_study_4c7f01dd19c68ef8	url:https://osf.io/i29mh	url	medium	figure1_pair_chase_5567b21771ef404c	fig1_pair_f3d6c1b902fd0def	included_by_current_figure1_dn_rule		true	replication	https://osf.io/i29mh/		0.20579115597988337	58.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/i29mh/	https://osf.io/i29mh/	"""The value of believing in free will: Encouraging a belief in determinism increases cheating."" https://osf.io/i29mh/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_64fed3eb0125338a	figure1_individual_study_e8c43509e95670d9	url:https://osf.io/iajp5	url	medium	figure1_pair_chase_83f92744a3c9eddf	fig1_pair_c848682b1f8adb1e	included_by_current_figure1_dn_rule		true	replication	https://osf.io/iajp5/		0.45735043690750604	47.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/iajp5/	https://osf.io/iajp5/	"""More than meets the eye: the role of language in binding and maintaining feature conjunctions."" https://osf.io/iajp5/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_b7ef52dc36ab74c7	figure1_individual_study_b0be00a25d7bc0ed	url:https://osf.io/imrx2	url	medium	figure1_pair_chase_15a5269bcd5abe8f	fig1_pair_e5febbcdc8d04d4c	included_by_current_figure1_dn_rule		true	replication	https://osf.io/imrx2/		0.023443940486508604	135.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/imrx2/	https://osf.io/imrx2/	"""Not so innocent: Does seeing one's own capacity for wrongdoing predict forgiveness?"" https://osf.io/imrx2/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_e1f96cc1ec718e4b	figure1_individual_study_0a04a55558c96bd0	url:https://osf.io/ivfu6	url	medium	figure1_pair_chase_4dc2d9578e9bc15a	fig1_pair_581995925fee84df	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/ivfu6/		0.681943899266829	140.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/ivfu6/	https://osf.io/ivfu6/	"""Measuring the crowd within: Probabilistic representations within individuals."" https://osf.io/ivfu6/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_10da6c2a037d4f9d	figure1_individual_study_9a7a89e6f5cf1f54	url:https://osf.io/j8bpa	url	medium	figure1_pair_chase_91d5fa7104ff52c0	fig1_pair_5809dd7a651ff13c	included_by_current_figure1_dn_rule		true	replication	https://osf.io/j8bpa/		0.23931215333915365	140.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/j8bpa/	https://osf.io/j8bpa/	"""Self-regulation and selective exposure: The impact of depleted self-regulation resources on confirmatory information processing."" https://osf.io/j8bpa/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_f36a99a20876b26d	figure1_individual_study_950e4f06af541fd8	url:https://osf.io/jhkpe	url	medium	figure1_pair_chase_c6a7f0548352a08a	fig1_pair_4b2ec72154167880	included_by_current_figure1_dn_rule		true	replication	https://osf.io/jhkpe/		0.9346194487365982	38.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/jhkpe/	https://osf.io/jhkpe/	"""Adaptive memory: The comparative value of survival processing."" https://osf.io/jhkpe/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_91daede9a7ef7ffe	figure1_individual_study_d2d3a85c8ec6fa3e	url:https://osf.io/k4y9i	url	medium	figure1_pair_chase_38f05f75813c5b5c	fig1_pair_f0a48c413fb6d9fb	included_by_current_figure1_dn_rule		true	replication	https://osf.io/k4y9i/		1.5392771775552396	88.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/k4y9i/	https://osf.io/k4y9i/	"""Hedonic and instrumental motives in anger regulation."" https://osf.io/k4y9i/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_41e156cfb7d08c74	figure1_individual_study_dbdf666a4802f871	url:https://osf.io/k9gp6	url	medium	figure1_pair_chase_2e63adff971b9c66	fig1_pair_4d2052e7ec01041e	included_by_current_figure1_dn_rule		true	replication	https://osf.io/k9gp6/		0.568294414630907	63.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/k9gp6/	https://osf.io/k9gp6/	"""Learning correct responses and errors in the Hebb repetition effect: two faces of the same coin."" https://osf.io/k9gp6/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_aaf88cdb6c2ade90	figure1_individual_study_684b6cb2c2646b78	url:https://osf.io/ke43j	url	medium	figure1_pair_chase_79b7b0ca388604c5	fig1_pair_5899f5a3479b6ef4	included_by_current_figure1_dn_rule		true	replication	https://osf.io/ke43j/		0.07355319060583079	280.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/ke43j/	https://osf.io/ke43j/	"""Walking on eggshells: How expressing relationship insecurities perpetuates them."" https://osf.io/ke43j/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_79adda2809736d17	figure1_individual_study_cedce620fd72bff7	url:https://osf.io/kegmc	url	medium	figure1_pair_chase_8d9160bf7c2c3810	fig1_pair_58bc83c904d5c4ce	included_by_current_figure1_dn_rule		true	replication	https://osf.io/kegmc/		0.03675923925437019	1146.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/kegmc/	https://osf.io/kegmc/	"""Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle)."" https://osf.io/kegmc/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_d293d70650df2473	figure1_individual_study_bd8420ca853e7903	url:https://osf.io/kez47	url	medium	figure1_pair_chase_f7d412fe317801c2	fig1_pair_4720dd88bfbb28c8	included_by_current_figure1_dn_rule		true	replication	https://osf.io/kez47/		0.04769663176005354	455326.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/kez47/	https://osf.io/kez47/	"""The developmental psychometrics of big five self-reports: Acquiescence, factor structure, coherence, and differentiation from ages 10 to 20."" https://osf.io/kez47/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ef75844e855f5534	figure1_individual_study_406ecdc68393863a	url:https://osf.io/l8srm	url	medium	figure1_pair_chase_9d5a27f41c562e57	fig1_pair_905a1f308a37a98a	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/l8srm/		0.1888800561807232	113.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/l8srm/	https://osf.io/l8srm/	"""Affective incoherence: When affective concepts and embodied reactions clash."" https://osf.io/l8srm/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_c03fc8b709f0c828	figure1_individual_study_b9da277061b1e57c	url:https://osf.io/mjasz	url	medium	figure1_pair_chase_736bcd98f30d62c6	fig1_pair_6f3edcc93616264c	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/mjasz/		1.2412000003983483	26.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/mjasz/	https://osf.io/mjasz/	"""A motion aftereffect from still photographs depicting motion"" https://osf.io/mjasz/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_9a6fcefb0d74d573	figure1_individual_study_76b73875dc52fa2a	url:https://osf.io/mua6d	url	medium	figure1_pair_chase_8355437798b3b1be	fig1_pair_97dc67f7aac46c25	included_by_current_figure1_dn_rule		true	replication	https://osf.io/mua6d/		0.605378435941475	61.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/mua6d/	https://osf.io/mua6d/	"""Self-handicapping, excuse making, and counterfactual thinking: Consequences for self-esteem and future motivation."" https://osf.io/mua6d/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_d6f75290e2b961e5	figure1_individual_study_e76a60b9c94ffb3c	url:https://osf.io/mxryb	url	medium	figure1_pair_chase_5bb65195e778f9df	fig1_pair_583770c7f5e712b8	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/mxryb/		0.22919793588735562	71.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/mxryb/	https://osf.io/mxryb/	"""The effect of global versus local processing styles on assimilation versus contrast in social judgment."" https://osf.io/mxryb/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_5fdd2161a583fa38	figure1_individual_study_dd7250cd54c7e04c	url:https://osf.io/ng6cc	url	medium	figure1_pair_chase_50b7f93972e72842	fig1_pair_02ed4ccdbf577970	included_by_current_figure1_dn_rule		true	replication	https://osf.io/ng6cc/		0.058834840872441604	304.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/ng6cc/	https://osf.io/ng6cc/	"""Sex differences in mate preferences revisited: Do people know what they initially desire in a romantic partner?"" https://osf.io/ng6cc/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_2791acf59808ccb9	figure1_individual_study_b940432065dacb88	url:https://osf.io/nhwv5	url	medium	figure1_pair_chase_b613b337fab75848	fig1_pair_288c5a59031874d2	included_by_current_figure1_dn_rule		true	replication	https://osf.io/nhwv5/		0.4082482904638631	120.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/nhwv5/	https://osf.io/nhwv5/	"""Distinguishing between silent and vocal minorities: Not all deviants feel marginal."" https://osf.io/nhwv5/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_44feaad5f27a81d6	figure1_individual_study_cf37165dda3ced25	url:https://osf.io/p9thw	url	medium	figure1_pair_chase_9b4c2d703aea02ae	fig1_pair_036ee0fc5c846db4	included_by_current_figure1_dn_rule		true	replication	https://osf.io/p9thw/		0.12959389562121915	32.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/p9thw/	https://osf.io/p9thw/	"""How does bilingualism improve executive control? A comparison of active and reactive inhibition mechanisms."" https://osf.io/p9thw/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_d3ff406173af5e53	figure1_individual_study_14da8d64f7415d0d	url:https://osf.io/pz0my	url	medium	figure1_pair_chase_b6d7288d7d94eac0	fig1_pair_e827351eb77f9321	included_by_current_figure1_dn_rule		true	replication	https://osf.io/pz0my/		0.3263888393619945	75.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/pz0my/	https://osf.io/pz0my/	"""The rejection of moral rebels: Resenting those who do the right thing."" https://osf.io/pz0my/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_7688ec79a78ea1d3	figure1_individual_study_fcceb83ca2a34a97	url:https://osf.io/q7f6w	url	medium	figure1_pair_chase_615e43a60ce0e013	fig1_pair_dd59d4e0374cd05e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/q7f6w/		0.3564384263101422	51.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/q7f6w/	https://osf.io/q7f6w/	"""The value heuristic in judgments of relative frequency."" https://osf.io/q7f6w/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_48d5a3c99bb0cd5e	figure1_individual_study_0d5f4cdfc7de1ff8	url:https://osf.io/qlzap	url	medium	figure1_pair_chase_0825b73d5de329a8	fig1_pair_86eb3eb6b772db6f	included_by_current_figure1_dn_rule		true	replication	https://osf.io/qlzap/		2.3645457405937007	177.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/qlzap/	https://osf.io/qlzap/	"""Prescribed optimism: Is it right to be wrong about the future?"" https://osf.io/qlzap/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_d6d72a828461612d	figure1_individual_study_224a1ac3c7d929ca	url:https://osf.io/qwkum	url	medium	figure1_pair_chase_ea9bb41d88929a8c	fig1_pair_7bdb29f0c50993e6	included_by_current_figure1_dn_rule		true	replication	https://osf.io/qwkum/		0.30000000014424566	29.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/qwkum/	https://osf.io/qwkum/	"""Tracing attention and the activation flow in spoken word planning using eye movements."" https://osf.io/qwkum/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_1ca49de678b77e67	figure1_individual_study_bd8cddfde6c74ee9	url:https://osf.io/r5gpv	url	medium	figure1_pair_chase_f52510a9ee0e7a91	fig1_pair_5dfb62a4b8687df0	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/r5gpv/		0.5608290087036863	50.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/r5gpv/	https://osf.io/r5gpv/	"""The face of success: inferences from chief executive officers' appearance predict company profits."" https://osf.io/r5gpv/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_8f2f4815389e4ec7	figure1_individual_study_222f9d3af354d55a	url:https://osf.io/rc6mv	url	medium	figure1_pair_chase_1b3ee0db3820fdf0	fig1_pair_3587d5a1c6045702	included_by_current_figure1_dn_rule		true	replication	https://osf.io/rc6mv/		0.30392343563746343	180.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rc6mv/	https://osf.io/rc6mv/	"""Why do implicit and explicit attitude tests diverge? The role of structural fit."" https://osf.io/rc6mv/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_0c7acb4785e90232	figure1_individual_study_c164a78e228951e8	url:https://osf.io/rgm6p	url	medium	figure1_pair_chase_ac416533c412881f	fig1_pair_0ed714c053fd6849	included_by_current_figure1_dn_rule		true	replication	https://osf.io/rgm6p/		0.3138818165340033	109.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rgm6p/	https://osf.io/rgm6p/	"""Increasing and decreasing motor and cognitive output: A model of general action and inaction goals."" https://osf.io/rgm6p/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_122d294ee19b3f63	figure1_individual_study_b882dc30327c8c02	url:https://osf.io/rhbqj	url	medium	figure1_pair_chase_495eed632137aa8d	fig1_pair_1d416059ff911697	included_by_current_figure1_dn_rule		true	replication	https://osf.io/rhbqj/		1.0964315594312046	38.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rhbqj/	https://osf.io/rhbqj/	"""Accounting for occurrences: A new view of the use of contingency information in causal judgment."" https://osf.io/rhbqj/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_ef188af21e54e097	figure1_individual_study_0149a0b1108ec782	url:https://osf.io/rmvk5	url	medium	figure1_pair_chase_383c707224f970d4	fig1_pair_4a8f2717fee21f7e	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/rmvk5/		0.4718142593223055	24.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rmvk5/	https://osf.io/rmvk5/	"""Now you see it, now you don't: repetition blindness for nonwords"" https://osf.io/rmvk5/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_5dfc21604e1f0db2	figure1_individual_study_0fa4ebf3d879accb	url:https://osf.io/rvkc5	url	medium	figure1_pair_chase_c29ecbe10f9725b4	fig1_pair_e92a70cf4d5dfcdf	included_by_current_figure1_dn_rule		true	replication	https://osf.io/rvkc5/		1.0546448993927642	30.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rvkc5/	https://osf.io/rvkc5/	"""Attractor dynamics and semantic neighborhood density: Processing is slowed by near neighbors and speeded by distant neighbors."" https://osf.io/rvkc5/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_5f6d529b3a4ba12c	figure1_individual_study_627c66ccdba16f8a	url:https://osf.io/rzjvn	url	medium	figure1_pair_chase_9c52e069786c8417	fig1_pair_07623b3a50fc88ae	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/rzjvn/		0.24280811965942187	12.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/rzjvn/	https://osf.io/rzjvn/	"""Temporal selection is suppressed, delayed, and diffused during the attentional blink."" https://osf.io/rzjvn/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_0d29f12a201f6a16	figure1_individual_study_c88133b3cefa0e75	url:https://osf.io/sd7kg	url	medium	figure1_pair_chase_6f68e1a042bfadd2	fig1_pair_ad7dd12b969cc408	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/sd7kg/		0.361436527749323	48.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/sd7kg/	https://osf.io/sd7kg/	"""Detecting the snake in the grass: attention to fear-relevant stimuli by adults and young children."" https://osf.io/sd7kg/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_2cf0b46d2735c1b6	figure1_individual_study_a3ae6eb9e4c232b9	url:https://osf.io/sg3su	url	medium	figure1_pair_chase_dc362781e2144593	fig1_pair_ba8860f92e04dd92	included_by_current_figure1_dn_rule		true	replication	https://osf.io/sg3su/		0.006003003040378634	226.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/sg3su/	https://osf.io/sg3su/	"""Why people are reluctant to tempt fate."" https://osf.io/sg3su/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_a38a80736fa55f8e	figure1_individual_study_794b80f322fe16a9	url:https://osf.io/siaqe	url	medium	figure1_pair_chase_25b5f792fb57a84c	fig1_pair_30a7c3a4721d95f3	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/siaqe/		0.2213432019235216	16.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/siaqe/	https://osf.io/siaqe/	"""What Do Cross_National Comparisons of Personality Traits Tell Us? The Case of Conscientiousness"" https://osf.io/siaqe/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_536f4b23ac78e467	figure1_individual_study_7d2cf809a1fa9b6f	url:https://osf.io/sq8k9	url	medium	figure1_pair_chase_ca2cb9444b6d71c7	fig1_pair_e5f6f52c7877766f	included_by_current_figure1_dn_rule		true	replication	https://osf.io/sq8k9/		0.00943879711209965	222.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/sq8k9/	https://osf.io/sq8k9/	"""Poignancy: Mixed emotional experience in the face of meaningful endings."" https://osf.io/sq8k9/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_8853ed6ab109de61	figure1_individual_study_497bf74c081fab3c	url:https://osf.io/sqim7	url	medium	figure1_pair_chase_0116bf58932e00e6	fig1_pair_0c0c879185a8a5e4	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/sqim7/		0.5930148951551854	49.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/sqim7/	https://osf.io/sqim7/	"""Priming addition facts with semantic relations."" https://osf.io/sqim7/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_9f844de15495a342	figure1_individual_study_740c558a1f03908a	url:https://osf.io/su6bm	url	medium	figure1_pair_chase_7d67c0c7455aadcf	fig1_pair_80bf372602a3f14d	included_by_current_figure1_dn_rule		true	replication	https://osf.io/su6bm/		0.13255016428690933	71.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/su6bm/	https://osf.io/su6bm/	"""Left frontal cortical activation and spreading of alternatives: Tests of the action-based model of dissonance."" https://osf.io/su6bm/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_3ce1368fbfb0897b	figure1_individual_study_3cadd9e45c6b865b	url:https://osf.io/swrhy	url	medium	figure1_pair_chase_38342148c7abe653	fig1_pair_9ea0a6d8a67f31a8	excluded_by_current_figure1_dn_rule	blocked_replication_N_le_original_N	false	replication	https://osf.io/swrhy/		0.6661331209100089	40.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/swrhy/	https://osf.io/swrhy/	"""Multiple roles for time in short-term memory: Evidence from serial recall of order and timing."" https://osf.io/swrhy/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_96c10a4b2625cf4b	figure1_individual_study_9c6401692f656499	url:https://osf.io/ta3j8	url	medium	figure1_pair_chase_2ef7516e2daeebde	fig1_pair_9091a0752b96d2f7	excluded_by_current_figure1_dn_rule	blocked_N_lt_10	false	replication	https://osf.io/ta3j8/		1.1706447932948423	5.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/ta3j8/	https://osf.io/ta3j8/	"""Auditory change detection: simple sounds are not memorized better than complex sounds"" https://osf.io/ta3j8/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
figure1_source_side_353045053844fe08	figure1_individual_study_f445ed0efe8c9338	url:https://osf.io/tf8ky	url	medium	figure1_pair_chase_1f50a55ee9f1ab07	fig1_pair_c1024a9f57013e00	included_by_current_figure1_dn_rule		true	replication	https://osf.io/tf8ky/		0.4242640683704667	19.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/tf8ky/	https://osf.io/tf8ky/	"""Sensitivity to object viewpoint and action instructions during search for targets in the lower visual field"" https://osf.io/tf8ky/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_2ee20b3f687dfa96	figure1_individual_study_59ee521671835216	url:https://osf.io/tg2wd	url	medium	figure1_pair_chase_93f440370b8ec23c	fig1_pair_2593a0ce90512b09	included_by_current_figure1_dn_rule		true	replication	https://osf.io/tg2wd/		0.06803933810942835	72.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/tg2wd/	https://osf.io/tg2wd/	"""Personality dominance and preferential use of the vertical dimension of space"" https://osf.io/tg2wd/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_6c4a85193397d127	figure1_individual_study_90df4f931550b314	url:https://osf.io/uhpyr	url	medium	figure1_pair_chase_d596b23369b64c27	fig1_pair_c8c9355efefc1740	included_by_current_figure1_dn_rule		true	replication	https://osf.io/uhpyr/		0.20763215257077244	91.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/uhpyr/	https://osf.io/uhpyr/	"""Semantic interference in a delayed naming task: Evidence for the response exclusion hypothesis."" https://osf.io/uhpyr/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P4	title_pair_search_then_acquire_source_objects	2026-05-05T00:00:00
figure1_source_side_be2605a0ce09bd98	figure1_individual_study_c375c246324f943e	url:https://osf.io/ujhlw	url	medium	figure1_pair_chase_08fbbf9aa72a016d	fig1_pair_eefd4bce99a83218	excluded_by_current_figure1_dn_rule	blocked_N_lt_10	false	replication	https://osf.io/ujhlw/		1.9820093679085036	15.0		osc_2015	OSC 2015	url_source_object_acquisition	S1	https://osf.io/ujhlw/	https://osf.io/ujhlw/	"""Multidimensional visual statistical learning."" https://osf.io/ujhlw/ replication original effect sample size"	Mirror the represented source URL and extract verbatim D/N text if it is value-bearing.	P7	excluded_pair_title_or_family_identity_backfill	2026-05-05T00:00:00
