source_dataset	project	pair_id	original_title	replication_title	original_doi	replication_doi	outcome	D_original	N_original	D_replication	N_replication	raw_file	n_source_file	source_locator	verbatim_n_text_original	verbatim_n_text_replication	verbatim_effect_text_original	verbatim_effect_text_replication	d_n_transformation_note	match_author	promoted_file
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_shrum_et_al_2012_experiment_1a_1b_1c_vowel_sound_product_category_interaction	Shrum et al. (2012) International Journal of Research in Marketing 133 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Shrum et al. (2012), Experiment 1a, 1b, 1c: Vowel sound-product category interaction	0.8343115974411732	369.0	0.5186019595738572	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/264802045b3c__ume59.bin	Article Table 5 row 15; replication N from shrum_analysis.xlsx	Experiment 1a n = 88  Experiment 1b  n=88  Experiment 1c = 181  -Undergraduates at a French university Undergraduates at a university in the US with a substantial proportion of Hispanic students  -Chinese participants who were recruited by students in a graduate research course at a university in Taipei ; effect-test text: Choice of preferred names; F(1, 367) = 63.87, r = 0.385 ; N uses F(1, 367) df + 2 = 369 for the reported interaction effect.	shrum_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Vowel sound-product category interaction: original r = 0.385, 95% CI [0.295, 0.468]	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Vowel sound-product category interaction: replication r = 0.251, 95% CI [0.185, 0.314]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_shrum_et_al_2012_experiment_1a_1b_1c	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_shrum_et_al_2012_experiment_1a_1b_1c_front_vowel_sounds_for_convertible_and_knife	Shrum et al. (2012) International Journal of Research in Marketing 133 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Shrum et al. (2012), Experiment 1a, 1b, 1c: Front vowel sounds for convertible and knife	0.7766756204804073	369.0	0.21320114760209743	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/264802045b3c__ume59.bin	Article Table 5 row 16; replication N from shrum_analysis.xlsx	Experiment 1a n = 88  Experiment 1b  n=88  Experiment 1c = 181  -Undergraduates at a French university Undergraduates at a university in the US with a substantial proportion of Hispanic students  -Chinese participants who were recruited by students in a graduate research course at a university in Taipei ; effect-test text: Choice of preferred names; F(1, 367) = 63.87, r = 0.385 ; N uses F(1, 367) df + 2 = 369 for the reported interaction effect.	shrum_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Front vowel sounds for convertible and knife: original r = 0.362, 95% CI [0.232, 0.480]	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Front vowel sounds for convertible and knife: replication r = 0.106, 95% CI [0.010, 0.200]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_shrum_et_al_2012_experiment_1a_1b_1c	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_shrum_et_al_2012_experiment_1a_1b_1c_back_vowel_sounds_for_4_x_4_suv_hammer	Shrum et al. (2012) International Journal of Research in Marketing 133 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Shrum et al. (2012), Experiment 1a, 1b, 1c: Back vowel sounds for 4 × 4 SUV/Hammer	0.7890598536930301	369.0	0.8394068189329247	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/264802045b3c__ume59.bin	Article Table 5 row 17; replication N from shrum_analysis.xlsx	Experiment 1a n = 88  Experiment 1b  n=88  Experiment 1c = 181  -Undergraduates at a French university Undergraduates at a university in the US with a substantial proportion of Hispanic students  -Chinese participants who were recruited by students in a graduate research course at a university in Taipei ; effect-test text: Choice of preferred names; F(1, 367) = 63.87, r = 0.385 ; N uses F(1, 367) df + 2 = 369 for the reported interaction effect.	shrum_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Back vowel sounds for 4 × 4 SUV/Hammer: original r = 0.367, 95% CI [0.236, 0.485]	Article Table 5 Shrum et al. (2012), Experiment 1a, 1b, 1c / Back vowel sounds for 4 × 4 SUV/Hammer: replication r = 0.387, 95% CI [0.300, 0.466]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_shrum_et_al_2012_experiment_1a_1b_1c	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_hagtvedt_and_brasel_2017_study_3_size_estimate	Hagtvedt and Brasel (2017) Journal of Consumer Research 105 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Hagtvedt and Brasel (2017), Study 3: Size estimate	0.6174795357140654	77.0	0.02200133112080043	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f695aedb8a0e__csgku.bin	Article Table 5 row 19; replication N from saturation_analysis.xlsx	Study 3 n = 77  Undergraduates ; Size perception: F(1, 75) = 7.13, r = 0.295  Attention: F(1, 75) = 4.95, r = 0.249  Arousal: F(1, 75) = 7.35, r = 0.299	saturation_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Size estimate: original r = 0.295, 95% CI [0.076, 0.487]	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Size estimate: replication r = 0.011, 95% CI [−0.058, 0.079]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_hagtvedt_and_brasel_2017_study_3	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_hagtvedt_and_brasel_2017_study_3_attention	Hagtvedt and Brasel (2017) Journal of Consumer Research 105 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Hagtvedt and Brasel (2017), Study 3: Attention	0.514195362055257	77.0	0.4900824433800581	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f695aedb8a0e__csgku.bin	Article Table 5 row 20; replication N from saturation_analysis.xlsx	Study 3 n = 77  Undergraduates ; Size perception: F(1, 75) = 7.13, r = 0.295  Attention: F(1, 75) = 4.95, r = 0.249  Arousal: F(1, 75) = 7.35, r = 0.299	saturation_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Attention: original r = 0.249, 95% CI [0.026, 0.448]	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Attention: replication r = 0.238, 95% CI [0.172, 0.301]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_hagtvedt_and_brasel_2017_study_3	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_hagtvedt_and_brasel_2017_study_3_arousal	Hagtvedt and Brasel (2017) Journal of Consumer Research 105 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Hagtvedt and Brasel (2017), Study 3: Arousal	0.6266681167275652	77.0	0.3659776557130101	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/f695aedb8a0e__csgku.bin	Article Table 5 row 21; replication N from saturation_analysis.xlsx	Study 3 n = 77  Undergraduates ; Size perception: F(1, 75) = 7.13, r = 0.295  Attention: F(1, 75) = 4.95, r = 0.249  Arousal: F(1, 75) = 7.35, r = 0.299	saturation_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Arousal: original r = 0.299, 95% CI [0.080, 0.490]	Article Table 5 Hagtvedt and Brasel (2017), Study 3 / Arousal: replication r = 0.180, 95% CI [0.113, 0.245]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_hagtvedt_and_brasel_2017_study_3	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_romero_and_biswas_2016_study_1b_choice	Romero and Biswas (2016) Journal of Consumer Research 117 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Romero and Biswas (2016), Study 1B: Choice	0.49663835819918606	93.0	0.02200133112080043	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/e22e99b15334__d2mvj.bin	Article Table 5 row 23; replication N from Romero_analysis.xlsx	Study 1B n = 93  Students from a major US university ; Choice of food; x2 = 5.42,  df = 1, r = 0.241	Romero_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Romero and Biswas (2016), Study 1B / Choice: original r = 0.241, 95% CI [0.040, 0.424]	Article Table 5 Romero and Biswas (2016), Study 1B / Choice: replication r = −0.011, 95% CI [−0.079, 0.058]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_romero_and_biswas_2016_study_1b	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_attribute_perception_index_main_effect_of_brand_name	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Attribute Perception Index (Main effect of brand name)	0.5698066771765439	126.0	0.19086322235060282	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 25; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (Main effect of brand name): original r = 0.274, 95% CI [0.104, 0.429]	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (Main effect of brand name): replication r = 0.095, 95% CI [0.027, 0.163]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_attribute_perception_index_2_way_interaction	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Attribute Perception Index (2-way interaction)	0.3786067852164043	126.0	0.0240017281866464	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 26; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (2-way interaction): original r = 0.186, 95% CI [0.012, 0.350]	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (2-way interaction): replication r = 0.012, 95% CI [−0.056, 0.080]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_attribute_perception_index_3_way_interaction	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Attribute Perception Index (3-way interaction)	0.36177740891444465	126.0	0.0720467013986652	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 27; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (3-way interaction): original r = 0.178, 95% CI [0.003, 0.342]	Article Table 5 Yorkston and Menon (2004), Study 1 / Attribute Perception Index (3-way interaction): replication r = 0.036, 95% CI [−0.033, 0.104]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_brand_evaluation_index_main_effect_of_brand_name	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Brand Evaluation Index (Main effect of brand name)	0.5630704642437819	126.0	0.0240017281866464	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 28; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (Main effect of brand name): original r = 0.271, 95% CI [0.101, 0.426]	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (Main effect of brand name): replication r = 0.012, 95% CI [−0.057, 0.080]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_brand_evaluation_index_2_way_interaction	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Brand Evaluation Index (2-way interaction)	0.5075985918974905	126.0	0.07605493149797621	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 29; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (2-way interaction): original r = 0.246, 95% CI [0.074, 0.403]	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (2-way interaction): replication r = 0.038, 95% CI [−0.030, 0.106]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_yorkston_and_menon_2004_study_1_brand_evaluation_index_3_way_interaction	Yorkston and Menon (2004) Journal of Consumer Research 528 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Yorkston and Menon (2004), Study 1: Brand Evaluation Index (3-way interaction)	0.4018753550711144	126.0	0.08206900801405148	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/a485e9af4311__tjwnp.bin	Article Table 5 row 30; replication N from yorkston_menon_analysis.xlsx	Study 1 n = 126  -US University students in a lab setting  -Undergraduate students in a large northeastern university ; H1: Main effect of the brand name; (F1, 118) = 9.39, r = 0.271  H2: Name x diagnosticity; (F1, 121) = 7.77, r = 0.246  H3: Name x diagnosticity x timing (F1, 118) = 4.78, r = 0.197	yorkston_menon_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (3-way interaction): original r = 0.197, 95% CI [0.023, 0.360]	Article Table 5 Yorkston and Menon (2004), Study 1 / Brand Evaluation Index (3-way interaction): replication r = 0.041, 95% CI [−0.027, 0.109]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_yorkston_and_menon_2004_study_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_elder_and_krishna_2011_study_4_purchase_intention	Elder and Krishna (2011) Journal of Consumer Research 341 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Elder and Krishna (2011), Study 4: Purchase intention	0.8728715609439696	78.0	0.01800072904428974	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/cdc2938fcfd2__634562ff31d6531a012dc7a9.bin	Article Table 5 row 32; replication N from Elder_Krishna_analysis.xlsx	Study 4 n = 78  An online panel ; Purchase intention; F(1, 76) = 14.47, r = 0.400	Elder_Krishna_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Elder and Krishna (2011), Study 4 / Purchase intention: original r = 0.400, 95% CI [0.195, 0.572]	Article Table 5 Elder and Krishna (2011), Study 4 / Purchase intention: replication r = 0.009, 95% CI [−0.059, 0.077]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_elder_and_krishna_2011_study_4	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_elder_and_krishna_2011_study_4_mental_simulation	Elder and Krishna (2011) Journal of Consumer Research 341 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Elder and Krishna (2011), Study 4: Mental simulation	0.5054031314978186	78.0	0.006000027000182252	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/cdc2938fcfd2__634562ff31d6531a012dc7a9.bin	Article Table 5 row 33; replication N from Elder_Krishna_analysis.xlsx	Study 4 n = 78  An online panel ; Purchase intention; F(1, 76) = 14.47, r = 0.400	Elder_Krishna_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Elder and Krishna (2011), Study 4 / Mental simulation: original r = 0.245, 95% CI [0.024, 0.444]	Article Table 5 Elder and Krishna (2011), Study 4 / Mental simulation: replication r = 0.003, 95% CI [−0.066, 0.071]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_elder_and_krishna_2011_study_4	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_jiang_et_al_2015_experiment_1_logo_shape_by_product_attribute_interaction	Jiang et al. (2015) Journal of Consumer Research 221 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Jiang et al. (2015), Experiment 1: Logo shape-by-product-attribute interaction	0.5186019595738572	109.0	0.02600219727850897	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/566f2fc79f07__6345637c0db48e2699e10aeb.bin	Article Table 5 row 35; replication N from Jian_analysis.xlsx	Experiment 1 n = 109  Undergraduates ; Comfortableness and durability judgments: F(2, 106) = 7.63, r = 0.251	Jian_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Jiang et al. (2015), Experiment 1 / Logo shape-by-product-attribute interaction: original r = 0.251, 95% CI [0.066, 0.419]	Article Table 5 Jiang et al. (2015), Experiment 1 / Logo shape-by-product-attribute interaction: replication r = 0.013, 95% CI [−0.055, 0.081]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_jiang_et_al_2015_experiment_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
Sensory marketing article Table 5 and OSF workbooks	Sensory-marketing replications	sensory_marketing_jiang_et_al_2015_experiment_1_comfortable_circular_logo_vs_angular_logo	Jiang et al. (2015) Journal of Consumer Research 221 citations	Evaluating replicability of ten influential sensory marketing studies		10.1016/j.jbusres.2022.05.006	Jiang et al. (2015), Experiment 1: Comfortable: circular-logo (vs. angular-logo)	0.5340813692634263	109.0	0.006000027000182252	823.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/ddde4c11a7d9__full.html	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/sensory_marketing_replications/566f2fc79f07__6345637c0db48e2699e10aeb.bin	Article Table 5 row 36; replication N from Jian_analysis.xlsx	Experiment 1 n = 109  Undergraduates ; Comfortableness and durability judgments: F(2, 106) = 7.63, r = 0.251	Jian_analysis.xlsx mirrored locally has 823 data rows in its first worksheet.	Article Table 5 Jiang et al. (2015), Experiment 1 / Comfortable: circular-logo (vs. angular-logo): original r = 0.258, 95% CI [0.074, 0.426]	Article Table 5 Jiang et al. (2015), Experiment 1 / Comfortable: circular-logo (vs. angular-logo): replication r = −0.003, 95% CI [−0.086, 0.081]	Article Table 5 reports original and replication effect sizes as r. Both sides are mapped to the Figure 1 D axis as abs(2*r/sqrt(1-r^2)); original N comes from article Table 1 sample-size/statistic text and replication N from the mirrored OSF analysis workbook row count.	sensory_jiang_et_al_2015_experiment_1	data/derived/replication_pairs/harvest/promoted/sensory_marketing_replications__promoted_pairs.csv
