source_dataset	project	pair_id	original_title	replication_title	original_doi	replication_doi	outcome	D_original	N_original	D_replication	N_replication	raw_file	n_source_file	verbatim_n_text_original	verbatim_n_text_replication	verbatim_effect_text_original	verbatim_effect_text_replication	d_n_transformation_note	match_author	candidate_name	decision	measure_type	source_locator	n_source_locator	n_match_method	native_original_effect	native_replication_effect	native_effect_metric
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_077_matched_0_risk_of_mortality_benzodiazepine_initiators_vs_non_initiators	REPEAT original healthcare database study 77	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Risk of mortality - benzodiazepine initiators vs non-initiators (hazard ratio)	0.06424846019567981	6122545.0	0.10272888052872453	7195596.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=77;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=77;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=77; matched=0; original_percent_mean=6122545.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=77; matched=0; reproduction_percent_mean=7195596.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=77; matched=0; measure_type=hazard ratio; original_pt_est=0.89; original_lower_95=0.85; original_upper_95=0.93; original_p_value=<0.001	outcomes.csv studyid=77; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.83; reproduction_lower_95=0.83; reproduction_upper_95=0.84; reproduction_p_value=<0.0001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_77	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=77;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=77;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.89	0.83	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_078_matched_0_tnfi_vs_nonbiologic_optum_composite_end_point_of_incident_pulmonary_embolism_or_deep_vein_	REPEAT original healthcare database study 78	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	TNFi vs. nonbiologic - Optum - composite end point of incident pulmonary embolism or deep vein throm (hazard ratio)	0.22908567075008074	8545.0	0.14409794671240012	11025.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=78;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=78;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=78; matched=0; original_percent_mean=8545.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=78; matched=0; reproduction_percent_mean=11025.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=78; matched=0; measure_type=hazard ratio; original_pt_est=0.66; original_lower_95=0.37; original_upper_95=1.17; original_p_value=0.1577	outcomes.csv studyid=78; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.77; reproduction_lower_95=0.27; reproduction_upper_95=2.21; reproduction_p_value=0.821	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_78	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=78;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=78;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.66	0.77	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_079_matched_0_occurrence_of_inpatient_admission_for_mi_warfarin_vs_rivaroxaban	REPEAT original healthcare database study 79	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of Inpatient admission for MI - Warfarin vs Rivaroxaban (hazard ratio)	0.24605097533311845	70212.0	0.23750306929583131	65333.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=79;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=79;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=79; matched=0; original_percent_mean=70212.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=79; matched=0; reproduction_percent_mean=65333.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=79; matched=0; measure_type=hazard ratio; original_pt_est=0.64; original_lower_95=0.43; original_upper_95=0.97; original_p_value=0.03	outcomes.csv studyid=79; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.65; reproduction_lower_95=0.4; reproduction_upper_95=1.04; reproduction_p_value=0.07	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_79	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=79;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=79;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.64	0.65	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_080_matched_0_occurrence_of_gastrointestinal_perforations_gips	REPEAT original healthcare database study 80	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of Gastrointestinal perforations (GIPs) (rate ratio)	0.43469932557681495	20935.0	0.14464900012701276	4441.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=80;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=80;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=80; matched=0; original_percent_mean=20935.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=80; matched=0; reproduction_percent_mean=4441.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=80; matched=0; measure_type=rate ratio; original_pt_est=2.2; original_lower_95=0.7; original_upper_95=6.6; original_p_value=0.1691	outcomes.csv studyid=80; matched=0; measure_type=rate ratio; reproduction_pt_est=1.3; reproduction_lower_95=0.23; reproduction_upper_95=7.1; reproduction_p_value=0.76	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_80	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	rate ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=80;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=80;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	2.2	1.3	rate ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_081_matched_0_all_cause_hospitalization	REPEAT original healthcare database study 81	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	All-cause hospitalization (hazard ratio)	0.14464900012701276	16656.0	0.14464900012701276	13880.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=81;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=81;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=81; matched=0; original_percent_mean=16656.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=81; matched=0; reproduction_percent_mean=13880.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=81; matched=0; measure_type=hazard ratio; original_pt_est=1.3; original_lower_95=1.21; original_upper_95=1.4; original_p_value=<0.001	outcomes.csv studyid=81; matched=0; measure_type=hazard ratio; reproduction_pt_est=1.3; reproduction_lower_95=1.2; reproduction_upper_95=1.4; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_81	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=81;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=81;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.3	1.3	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_085_matched_0_occurrence_of_composite_outcome_ischemic_stroke_systemic_embolism_or_death	REPEAT original healthcare database study 85	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of composite outcome (Ischemic stroke, Systemic embolism or death) (hazard ratio)	0.08315301720169076	14711.0	0.20457812959235122	26097.8	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=85;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=85;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=85; matched=0; original_percent_mean=14711.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=85; matched=0; reproduction_percent_mean=26097.8; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=85; matched=0; measure_type=hazard ratio; original_pt_est=0.86; original_lower_95=0.76; original_upper_95=0.98; original_p_value=<0.05	outcomes.csv studyid=85; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.69; reproduction_lower_95=0.67; reproduction_upper_95=0.72; reproduction_p_value=<0.01	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_85	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=85;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=85;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.86	0.69	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_086_matched_0_odds_of_risk_domain_asthma_control_dpp_4i_vs_non_dpp_4i	REPEAT original healthcare database study 86	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Odds of risk-domain asthma control - DPP-4i vs Non-DPP-4i (odds ratio)	0.02689942731898087	11460.0	0.04597069035485882	17913.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=86;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=86;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=86; matched=0; original_percent_mean=11460.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=86; matched=0; reproduction_percent_mean=17913.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=86; matched=0; measure_type=odds ratio; original_pt_est=1.05; original_lower_95=0.964; original_upper_95=1.147; original_p_value=0.2745	outcomes.csv studyid=86; matched=0; measure_type=odds ratio; reproduction_pt_est=0.92; reproduction_lower_95=0.85; reproduction_upper_95=0.99; reproduction_p_value=0.02	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_86	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=86;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=86;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.05	0.92	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_089_matched_1_occurrence_of_gi_bleeding	REPEAT original healthcare database study 89	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of GI bleeding (hazard ratio)	0.1299605337664187	46131.0	0.09612606034757842	63858.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=89;matched=1;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=89;matched=0;match_method=fallback_single_sample_size_row_for_studyid	sample size.csv studyid=89; matched=0; original_percent_mean=46131.0; descriptive_or_comparator=Comparative; match_method=fallback_single_sample_size_row_for_studyid	sample size.csv studyid=89; matched=0; reproduction_percent_mean=63858.0; descriptive_or_comparator=Comparative; match_method=fallback_single_sample_size_row_for_studyid	outcomes.csv studyid=89; matched=1; measure_type=hazard ratio; original_pt_est=0.79; original_lower_95=0.61; original_upper_95=1.03; original_p_value=0.0774	outcomes.csv studyid=89; matched=1; measure_type=hazard ratio; reproduction_pt_est=0.84; reproduction_lower_95=0.65; reproduction_upper_95=1.07; reproduction_p_value=0.16	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_89	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=89;matched=1;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=89;matched=0;match_method=fallback_single_sample_size_row_for_studyid	fallback_single_sample_size_row_for_studyid	0.79	0.84	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_090_matched_0_odds_of_developing_endophthalmitis_after_an_intravitreal_injection_of_bevacizumab_compared	REPEAT original healthcare database study 90	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Odds of developing endophthalmitis after an intravitreal injection of bevacizumab compared to ranibi (odds ratio)	0.22908567075008074	383810.0	0.06424846019567981	479858.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=90;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=90;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=90; matched=0; original_percent_mean=383810.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=90; matched=0; reproduction_percent_mean=479858.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=90; matched=0; measure_type=odds ratio; original_pt_est=0.66; original_lower_95=0.39; original_upper_95=1.09; original_p_value=0.11	outcomes.csv studyid=90; matched=0; measure_type=odds ratio; reproduction_pt_est=0.89; reproduction_lower_95=0.61; reproduction_upper_95=1.32; reproduction_p_value=0.57	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_90	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=90;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=90;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.66	0.89	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_091_matched_0_occurrence_of_stroke_or_systemic_embolism	REPEAT original healthcare database study 91	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of Stroke or Systemic embolism (hazard ratio)	0.5051775570894033	41606.0	0.5191359961998829	41498.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=91;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=91;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=91; matched=0; original_percent_mean=41606.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=91; matched=0; reproduction_percent_mean=41498.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=91; matched=0; measure_type=hazard ratio; original_pt_est=0.4; original_lower_95=0.31; original_upper_95=0.53; original_p_value=<0.001	outcomes.csv studyid=91; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.39; reproduction_lower_95=0.18; reproduction_upper_95=0.84; reproduction_p_value=<0.001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_91	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=91;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=91;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.4	0.39	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_092_matched_0_thromboembolic_stroke_adjusted	REPEAT original healthcare database study 92	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Thromboembolic stroke - adjusted (hazard ratio)	0.11617659343739957	237785.0	0.18882480372429433	147547.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=92;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=92;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=92; matched=0; original_percent_mean=237785.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=92; matched=0; reproduction_percent_mean=147547.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=92; matched=0; measure_type=hazard ratio; original_pt_est=0.81; original_lower_95=0.65; original_upper_95=1.01; original_p_value=0.07	outcomes.csv studyid=92; matched=0; measure_type=hazard ratio; reproduction_pt_est=0.71; reproduction_lower_95=0.57; reproduction_upper_95=0.89; reproduction_p_value=0.0026	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_92	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	hazard ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=92;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=92;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.81	0.71	hazard ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_093_matched_0_occurrence_of_dysparunia_in_15_19_year_olds	REPEAT original healthcare database study 93	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Occurrence of dysparunia in  15-19 year olds (odds ratio)	0.37123430878919195	87294.0	0.3932904057327419	98279.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=93;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=93;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=93; matched=0; original_percent_mean=87294.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=93; matched=0; reproduction_percent_mean=98279.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=93; matched=0; measure_type=odds ratio; original_pt_est=0.51; original_lower_95=0.29; original_upper_95=0.88; original_p_value=0.0173	outcomes.csv studyid=93; matched=0; measure_type=odds ratio; reproduction_pt_est=0.49; reproduction_lower_95=0.26; reproduction_upper_95=0.94; reproduction_p_value=0.03	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_93	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=93;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=93;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	0.51	0.49	odds ratio
REPEAT Supplementary Data 6 outcomes and sample sizes	REPEAT real-world evidence reproductions	repeat_study_094_matched_0_brachytherapy_vs_ebrt_infectious_adverse_events	REPEAT original healthcare database study 94	Wang et al. 2022 REPEAT reproduction		10.1038/s41467-022-32310-3	Brachytherapy vs EBRT - infectious adverse events (odds ratio)	0.10509451230794162	64112.0	0.11859711931686834	35472.0	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=94;matched=0;primary=1	data/raw/replication_projects/lead_harvest/gpt_many_replication_candidates_20260504/repeat_initiative/b669f1bbabd4__w64jq.bin::Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=94;matched=0;match_method=exact_studyid_matched	sample size.csv studyid=94; matched=0; original_percent_mean=64112.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	sample size.csv studyid=94; matched=0; reproduction_percent_mean=35472.0; descriptive_or_comparator=Comparative; match_method=exact_studyid_matched	outcomes.csv studyid=94; matched=0; measure_type=odds ratio; original_pt_est=1.21; original_lower_95=1.09; original_upper_95=1.34; original_p_value=<.001	outcomes.csv studyid=94; matched=0; measure_type=odds ratio; reproduction_pt_est=1.24; reproduction_lower_95=1.09; reproduction_upper_95=1.41; reproduction_p_value=0.001	REPEAT reproduced published healthcare database studies using clinical practice data. Ratio measures were converted to a D-like scale with abs(log(ratio) * sqrt(3) / pi); sample sizes are from Supplementary Data 6 sample size.csv original_percent_mean and reproduction_percent_mean. Label as same-domain real-world-evidence reproduction, not a new-lab psychology-style replication.	repeat_study_94	REPEAT Initiative - RWE Reproducibility	promoted_ratio_measure_primary_rows	odds ratio	Supplementary Data 6 Analysis file, code, data dictionary/outcomes.csv#studyid=94;matched=0;primary=1	Supplementary Data 6 Analysis file, code, data dictionary/sample size.csv#studyid=94;matched=0;match_method=exact_studyid_matched	exact_studyid_matched	1.21	1.24	odds ratio
