cluster_id	priority_band	priority_score	recommended_next_action	cluster_confidence	representative_name	preferred_family_hint	node_count	root_row_count	search_lead_count	open_review_count	receipt_count	cluster_review_decision	cluster_review_receipt_path	cluster_review_parent_key	max_source_object_score	max_pair_evidence_score	record_kind_counts	inventory_status_counts	review_decision_counts	strict_keys	review_keys	manifest_paths	example_node_names
cluster_rrr_cheung_2016_b1b707ec3dfd	high	51	inventory_source_family_artifacts	strict	RRR Cheung 2016		2	2	0	0	0				6	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:rrr_cheung_2016		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	RRR Cheung 2016
cluster_rrr_colling_2020_7769a9204970	high	51	inventory_source_family_artifacts	strict	RRR Colling 2020		2	2	0	0	0				6	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:rrr_colling_2020		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	RRR Colling 2020
cluster_altmejd_harmonized_many_labs_1_b976e5f2b376	high	50	inventory_source_family_artifacts	singleton	Altmejd harmonized Many Labs 1	many_labs	1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Altmejd harmonized Many Labs 1
cluster_altmejd_harmonized_many_labs_3_4cca2187d426	high	50	inventory_source_family_artifacts	singleton	Altmejd harmonized Many Labs 3	many_labs	1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Altmejd harmonized Many Labs 3
cluster_awesome_replicability_data_repository_e3088b3096a7	high	50	inventory_source_family_artifacts	singleton	Awesome replicability-data repository		1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Awesome replicability-data repository
cluster_eqipd_stagewise_open_field_lab_contrasts_5cb5524562fc	high	50	inventory_source_family_artifacts	singleton	EQIPD stagewise open-field lab contrasts		1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	EQIPD stagewise open-field lab contrasts
cluster_many_labs_2_public_join_5d2cd7fa05cb	high	50	inventory_source_family_artifacts	singleton	Many Labs 2 public join	many_labs	1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Many Labs 2 public join
cluster_many_labs_5_registered_multisite_replication_of_the_tempting_fate_effects_in_ris_cac8e35fdc7c	high	50	review_cluster_representative	singleton	Many Labs 5: Registered Multisite Replication of the Tempting-Fate Effects in Risen and Gilovich (2008)	many_labs	1	0	1	1	0				2	7	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Many Labs 5: Registered Multisite Replication of the Tempting-Fate Effects in Risen and Gilovich (2008)
cluster_public_administration_blame_experiment_replication_97130419e99c	high	50	inventory_source_family_artifacts	singleton	Public-administration blame experiment replication		1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Public-administration blame experiment replication
cluster_rpp_canonical_osf_csv_16c00064f8fe	high	50	inventory_source_family_artifacts	singleton	RPP canonical OSF csv		1	1	0	0	0				6	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	RPP canonical OSF csv
cluster_an_open_investigation_of_the_reproducibility_of_cancer_biology_research_a6b69fa0e052	high	49	review_cluster_representative	strict	An open investigation of the reproducibility of cancer biology research	rpcb	3	1	2	3	0				3	3	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.7554/elife.04333 | url:https://doi.org/10.7554/elife.04333 | title:an_open_investigation_of_the_reproducibility_of_cancer_biology_research		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json	An open investigation of the reproducibility of cancer biology research
cluster_construct_validity_and_the_validity_of_replication_studies_a_systematic_review_97c75ecf5c8c	high	49	review_cluster_representative	strict	Construct validity and the validity of replication studies: A systematic review	rpp	2	0	2	2	0				2	7	candidate_context_or_methods_paper=1 | candidate_corpus_or_database=1	catalog_only_context_lead=1 | discovered_search_lead=1		title:construct_validity_and_the_validity_of_replication_studies_a_systematic_review		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	Construct validity and the validity of replication studies: A systematic review | Construct validity and the validity of replication studies: A systematic review.
cluster_figure2_replication_pairs_draft_summary_9a7adaf4affa	high	49	review_cluster_representative	singleton	figure2 replication pairs draft summary		1	0	1	1	0				3	6	candidate_result_table=1	needs_triage_search_lead=1				steps/searches/figure1/corporasearch-code-expanded-local-pair-field-signatures.json	figure2 replication pairs draft summary
cluster_replication_package_for_competition_and_innovation_revisited_a_project_level_vie_ae8a20e0059b	high	49	review_cluster_representative	strict	"Replication Package for ""Competition and Innovation Revisited: A Project-Level View"""		2	0	2	2	0				8	1	candidate_bibliographic_paper=1 | candidate_repository_package=1	needs_triage_search_lead=2		doi:10.7910/dvn/sda0zx | url:https://doi.org/10.7910/dvn/sda0zx | title:replication_package_for_competition_and_innovation_revisited_a_project_level_view		steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json | steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	"Replication Package for ""Competition and Innovation Revisited: A Project-Level View"""
cluster_a_large_scale_in_silico_replication_of_ecological_and_evolutionary_studies_e76fcd58594e	high	48	review_cluster_representative	strict	A large-scale in silico replication of ecological and evolutionary studies.		3	1	2	3	0				4	2	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1038/s41559-024-02530-5 | url:https://doi.org/10.1038/s41559-024-02530-5 | title:a_large_scale_in_silico_replication_of_ecological_and_evolutionary_studies		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	A large-scale in silico replication of ecological and evolutionary studies.
cluster_analyzing_data_of_a_multilab_replication_project_with_individual_participant_dat_82decea076fd	high	48	review_cluster_representative	strict	Analyzing data of a multilab replication project with individual participant data meta-analysis: A tutorial	many_labs	3	1	2	3	0				3	4	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.31222/osf.io/9tmua | url:https://doi.org/10.31222/osf.io/9tmua | osf:9tmua | title:analyzing_data_of_a_multilab_replication_project_with_individual_participant_data_meta_analysis_a_tutorial		steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Analyzing data of a multilab replication project with individual participant data meta-analysis: A tutorial
cluster_coppock_2019_generalizability_corpus_22535cc5f134	high	48	inventory_source_family_artifacts	strict	Coppock 2019 generalizability corpus		3	3	0	0	0				5	5	replication_project=3	integrated_live=1 | stage_only=1 | staged_only=1		title:coppock_2019_generalizability_corpus		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Coppock 2019 generalizability corpus
cluster_social_exclusion_multi_site_replication_study_9851c73e31a0	high	48	inventory_source_family_artifacts	singleton	Social Exclusion Multi-Site Replication Study		1	0	1	0	0				4	6	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-alternate-vocab-expanded-reproduction-reanalysis-validation-followup.json	Social Exclusion Multi-Site Replication Study
cluster_sports_science_supplemental_outcomes_table_2efed61c53d9	high	48	deprioritize_or_context_review	singleton	Sports science supplemental outcomes table		1	1	0	0	0				3	7	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Sports science supplemental outcomes table
cluster_the_production_log_a_digital_imaging_capacity_replication_project_41d808d88b3f	high	48	review_cluster_representative	strict	The production log: A digital imaging capacity replication project	loopr	3	1	2	3	0				4	2	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.69554/frlp6710 | url:https://doi.org/10.69554/frlp6710 | title:the_production_log_a_digital_imaging_capacity_replication_project		steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	The production log: A digital imaging capacity replication project
cluster_egap_metaketa_iii_97813167eb1d	high	47	inventory_source_family_artifacts	strict	EGAP Metaketa III		2	2	0	0	0				5	5	replication_project=2	stage_only=1 | staged_only=1		title:egap_metaketa_iii		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	EGAP Metaketa III
cluster_egap_metaketa_iv_f00a404854d4	high	47	inventory_source_family_artifacts	strict	EGAP Metaketa IV		2	2	0	0	0				5	5	replication_project=2	stage_only=1 | staged_only=1		title:egap_metaketa_iv		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	EGAP Metaketa IV
cluster_linguistic_frame_effect_on_blame_and_liability_417b28c95639	high	47	inventory_source_family_artifacts	strict	Linguistic frame effect on blame and liability		2	2	0	0	0				5	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:linguistic_frame_effect_on_blame_and_liability		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Linguistic frame effect on blame and liability
cluster_manybabies_3_95bbbad5ec42	high	47	inventory_source_family_artifacts	strict	ManyBabies 3	many_babies	2	2	0	0	0				5	5	replication_project=2	auto_integrate=1 | staged_only=1		title:manybabies_3		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv | data/raw/replication_projects/lead_registry.csv	ManyBabies 3
cluster_motyl_et_al_2017_critical_hypothesized_tests_5a50c1646a09	high	47	review_cluster_representative	strict	Motyl et al. 2017 critical hypothesized tests		2	1	1	2	0				8	0	candidate_repository_package=2	discovered_search_lead=2		title:motyl_et_al_2017_critical_hypothesized_tests		steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	Motyl et al. 2017 critical hypothesized tests
cluster_mullinix_leeper_druckman_freese_2015_a56e5f468fd2	high	47	inventory_source_family_artifacts	strict	Mullinix Leeper Druckman Freese 2015		2	2	0	0	0				5	5	replication_project=2	stage_only=1 | staged_only=1		title:mullinix_leeper_druckman_freese_2015		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv | data/raw/replication_projects/lead_registry.csv	Mullinix Leeper Druckman Freese 2015
cluster_replication_study_coadministration_of_a_tumor_penetrating_peptide_enhances_the_e_697ea3640c96	high	47	deprioritize_or_context_review	strict	Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs	rpcb	6	1	5	0	0				3	6	candidate_context_or_methods_paper=1 | candidate_corpus_or_database=2 | candidate_individual_paper_or_package=3	catalog_only_context_lead=1 | discovered_search_lead=2 | routed_to_individual_paper_search=3		doi:10.7554/elife.17584 | url:https://doi.org/10.7554/elife.17584 | title:replication_study_coadministration_of_a_tumor_penetrating_peptide_enhances_the_efficacy_of_cancer_drugs		steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-citation-snowball-known-replication-corpora.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	Replication Study: Coadministration of a tumor-penetrating peptide enhances the efficacy of cancer drugs
cluster_rrr_mccarthy_2018_4481ff02dfd0	high	47	inventory_source_family_artifacts	strict	RRR McCarthy 2018		2	2	0	0	0				5	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:rrr_mccarthy_2018		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	RRR McCarthy 2018
cluster_self_control_neuroimaging_replication_b6cffb476bdf	high	47	inventory_source_family_artifacts	strict	Self control neuroimaging replication		2	2	0	0	0				5	5	replication_project=2	stage_only=1 | staged_only=1		title:self_control_neuroimaging_replication		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv | data/raw/replication_projects/lead_registry.csv	Self control neuroimaging replication
cluster_the_reproducibility_project_a_model_of_large_scale_collaboration_for_empirical_r_66ece2d53556	high	47	review_cluster_representative	strict	The Reproducibility Project: A Model of Large-Scale Collaboration for Empirical Research on Reproducibility	rpp	4	1	3	4	0				2	2	candidate_corpus_or_database=4	discovered_search_lead=4		doi:10.2139/ssrn.2195999 | url:https://doi.org/10.2139/ssrn.2195999 | title:the_reproducibility_project_a_model_of_large_scale_collaboration_for_empirical_research_on_reproducibility		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json | steps/searches/figure1/corporasearch-linkgraph-expanded-known-corpus-paper-dois-to-datasets.json	The Reproducibility Project: A Model of Large-Scale Collaboration for Empirical Research on Reproducibility | The Reproducibility Project: a model of large-scale collaboration for empirical research on reproducibility
cluster_twomey_et_al_2021_kinesiology_positive_result_audit_8654ba9502d1	high	47	review_cluster_representative	strict	Twomey et al. 2021 kinesiology positive-result audit		2	1	1	2	0				8	0	candidate_repository_package=2	discovered_search_lead=2		title:twomey_et_al_2021_kinesiology_positive_result_audit		steps/searches/figure1/corporasearch-manual-expert-suggestion-tracker.json	Twomey et al. 2021 kinesiology positive-result audit
cluster_ying_2023_pilot_full_scale_trials_1519e5241047	high	47	inventory_source_family_artifacts	strict	Ying 2023 pilot-full-scale trials		2	2	0	0	0				5	5	replication_project=2	integrated_live=2		title:ying_2023_pilot_full_scale_trials		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv	Ying 2023 pilot-full-scale trials
cluster_251_rescue_parsed_data_486fdf00571f	high	46	inventory_source_family_artifacts	singleton	251 Rescue parsed data		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	251 Rescue parsed data
cluster_boyce_student_replication_corpus_3176734a303e	high	46	inventory_source_family_artifacts	singleton	Boyce student replication corpus		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Boyce student replication corpus
cluster_bri_primary_t_experiment_table_7c09e02fb769	high	46	inventory_source_family_artifacts	singleton	BRI primary t experiment table		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	BRI primary t experiment table
cluster_eerland_2016_imagery_csv_714b8c476889	high	46	inventory_source_family_artifacts	singleton	Eerland 2016 imagery.csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Eerland 2016 imagery.csv
cluster_eerland_2016_intention_attribution_csv_23dbc48e00dc	high	46	inventory_source_family_artifacts	singleton	Eerland 2016 Intention_attribution.csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Eerland 2016 Intention_attribution.csv
cluster_eerland_2016_intentionality_csv_4f663beafba7	high	46	inventory_source_family_artifacts	singleton	Eerland 2016 Intentionality.csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Eerland 2016 Intentionality.csv
cluster_eprp_complete_data_59471b54c167	high	46	inventory_source_family_artifacts	singleton	EPRP complete data		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	EPRP complete data
cluster_hagger_2016_rtv_csv_3ecc8d25c467	high	46	inventory_source_family_artifacts	singleton	Hagger 2016 RTV.csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Hagger 2016 RTV.csv
cluster_kerschbaumer_2020_rheumatology_phase_ii_iii_0a1645648b64	high	46	inventory_source_family_artifacts	singleton	Kerschbaumer 2020 rheumatology phase II/III		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Kerschbaumer 2020 rheumatology phase II/III
cluster_many_labs_5_overarching_analyses_815c6e71c08f	high	46	inventory_source_family_artifacts	singleton	Many Labs 5 overarching analyses	many_labs	1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Many Labs 5 overarching analyses
cluster_o_donnell_2018_site_level_meta_csvs_d10e05246afe	high	46	inventory_source_family_artifacts	singleton	O'Donnell 2018 site-level meta csvs		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	O'Donnell 2018 site-level meta csvs
cluster_on_the_origin_of_replication_effect_size_differences_fca0b8a17462	high	46	review_cluster_representative	strict	On the origin of replication effect size differences		2	0	2	2	0				6	2	candidate_bibliographic_paper=1 | candidate_repository_package=1	discovered_search_lead=1 | needs_triage_search_lead=1		url:https://osf.io/yb9t4 | osf:yb9t4 | title:on_the_origin_of_replication_effect_size_differences		steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	On the origin of replication effect size differences
cluster_replication_package_for_the_paper_evaluating_large_language_models_for_detecting_3710d7a19f76	high	46	review_cluster_representative	strict	Replication Package for the Paper: Evaluating Large Language Models for Detecting Architectural Decision Violations		2	0	2	2	0				8	0	candidate_repository_package=2	discovered_search_lead=2		title:replication_package_for_the_paper_evaluating_large_language_models_for_detecting_architectural_decision_violations		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Replication Package for the Paper: Evaluating Large Language Models for Detecting Architectural Decision Violations
cluster_s23_1_many_lab_replication_6fc859c62b09	high	46	review_cluster_representative	strict	S23-1 many lab replication	many_labs	3	1	2	3	0				6	0	candidate_repository_package=3	discovered_search_lead=3		url:https://osf.io/fj4vx | osf:ma9cb | osf:fj4vx | title:s23_1_many_lab_replication		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json	S23-1 many lab replication
cluster_score_analyst_join_b54720ef14b3	high	46	inventory_source_family_artifacts	singleton	SCORE analyst join	score	1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	SCORE analyst join
cluster_stoevenbelt_2025_combined_lab_csv_5a6450536892	high	46	inventory_source_family_artifacts	singleton	Stoevenbelt 2025 combined lab csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Stoevenbelt 2025 combined lab csv
cluster_the_assessment_of_replication_success_based_on_relative_effect_size_ba4a6a2a90ef	high	46	review_cluster_representative	strict	The assessment of replication success based on relative effect size	ssrp	5	0	5	5	0				1	10	candidate_context_or_methods_paper=5	catalog_only_context_lead=5		doi:10.1214/21-aoas1502 | url:https://doi.org/10.1214/21-aoas1502 | title:the_assessment_of_replication_success_based_on_relative_effect_size | doi:10.5167/uzh-196008 | url:https://doi.org/10.5167/uzh-196008		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-citation-expanded-known-replication-databases.json	The assessment of replication success based on relative effect size
cluster_vaidis_2024_prepared_data_subset_7c04d2c97314	high	46	inventory_source_family_artifacts	singleton	Vaidis 2024 prepared data subset		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Vaidis 2024 prepared data subset
cluster_wagenmakers_2016_site_csv_a5538c4d395d	high	46	inventory_source_family_artifacts	singleton	Wagenmakers 2016 site csv		1	1	0	0	0				5	5	replication_project=1	integrated_live=1				data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv	Wagenmakers 2016 site csv
cluster_evidence_for_goal_and_mixed_evidence_for_false_belief_based_action_prediction_in_e197be041f26	high	45	review_cluster_representative	singleton	Evidence for goal‐ and mixed evidence for false belief‐based action prediction in 2‐ to 4‐year‐old children: A large‐scale longitudinal anticipatory looking replication study		1	0	1	1	0				2	6	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Evidence for goal‐ and mixed evidence for false belief‐based action prediction in 2‐ to 4‐year‐old children: A large‐scale longitudinal anticipatory looking replication study
cluster_evidence_for_infant_directed_speech_preference_is_consistent_across_large_scale__920d5ea258b6	medium	44	review_cluster_representative	strict	Evidence for Infant-directed Speech Preference Is Consistent Across Large-scale, Multi-site Replication and Meta-analysis.		3	1	2	3	0				3	2	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.1162/opmi_a_00134 | url:https://doi.org/10.1162/opmi_a_00134 | title:evidence_for_infant_directed_speech_preference_is_consistent_across_large_scale_multi_site_replication_and_meta_analysis		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	Evidence for Infant-directed Speech Preference Is Consistent Across Large-scale, Multi-site Replication and Meta-analysis.
cluster_fred_current_snapshot_diff_11914fad93e7	medium	44	inventory_source_family_artifacts	strict	FReD current snapshot diff	fred	2	1	1	0	0				4	5	candidate_corpus_or_database=1 | replication_project=1	discovered_search_lead=1 | probe_only=1		url:https://osf.io/9r62x | osf:9r62x		data/raw/replication_projects/lead_registry.csv | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	FReD current snapshot diff | FORRT Replication Database
cluster_many_labs_3_elm_follow_up_study_840f61cdae13	medium	44	deprioritize_or_context_review	singleton	Many Labs 3: ELM Follow Up Study	many_labs	1	0	1	0	0				3	6	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Many Labs 3: ELM Follow Up Study
cluster_multi_lab_replication_studies_e5a8f8145deb	medium	44	review_cluster_representative	strict	Multi-lab replication studies		2	0	2	2	0				5	2	candidate_corpus_or_database=2	discovered_search_lead=2		title:multi_lab_replication_studies		steps/searches/figure1/corporasearch-repository-expanded-replication-corpus-database-package.json	Multi-lab replication studies
cluster_nieuwland_2018_delong_replication_ff4e00e117f6	medium	44	deprioritize_or_context_review	strict	Nieuwland 2018 DeLong replication		2	2	0	0	0				3	6	replication_project=2	auto_integrate=1 | staged_only=1		title:nieuwland_2018_delong_replication		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Nieuwland 2018 DeLong replication
cluster_replication_challenges_in_linking_personality_to_resting_state_functional_connec_00c7b1185d75	medium	44	review_cluster_representative	strict	Replication challenges in linking personality to resting-state functional connectomics.		4	0	4	4	0				2	5	candidate_bibliographic_paper=4	needs_triage_search_lead=4		doi:10.3389/fncom.2026.1796308 | url:https://doi.org/10.3389/fncom.2026.1796308 | title:replication_challenges_in_linking_personality_to_resting_state_functional_connectomics		steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json | steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json | steps/searches/figure1/corporasearch-domain-expanded-crossfield-replication-datasets.json | steps/searches/figure1/corporasearch-domain-multifield-replication-database-effect-size.json	Replication challenges in linking personality to resting-state functional connectomics.
cluster_schimmack_bartos_y3gae_e4312fe2930f	medium	44	review_cluster_representative	strict	Schimmack Bartos Y3Gae		5	1	4	3	0				5	0	candidate_result_table=4 | raw_inventory_dir=1	needs_triage_search_lead=4 | raw_available=1		raw_corpus:schimmack_bartos_y3gae		data/raw/corpus_candidates/schimmack_bartos_y3gae | steps/searches/figure1/corporasearch-code-local-original-replication-fields.json	Schimmack Bartos Y3Gae | analysis | app | compare recoding | download abstracts
cluster_strategy_situation_fit_replication_dc6430485ecd	medium	44	deprioritize_or_context_review	strict	Strategy situation fit replication		2	2	0	0	0				3	6	replication_project=2	stage_only=1 | staged_only=1		title:strategy_situation_fit_replication		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	Strategy situation fit replication
cluster_a_problem_in_theory_and_more_measuring_the_moderating_role_of_culture_in_many_la_357c598b665b	medium	43	review_cluster_representative	strict	A Problem in Theory and More: Measuring the Moderating Role of Culture in Many Labs 2	many_labs	3	1	2	3	0				4	1	candidate_corpus_or_database=3	discovered_search_lead=3		doi:10.31234/osf.io/hmnrx | url:https://doi.org/10.31234/osf.io/hmnrx | osf:hmnrx | title:a_problem_in_theory_and_more_measuring_the_moderating_role_of_culture_in_many_labs_2		steps/searches/figure1/corporasearch-bibliographic-openalex-crossref-replication-database-effect-size.json	A Problem in Theory and More: Measuring the Moderating Role of Culture in Many Labs 2
cluster_border_2019_candidate_gene_replication_3f8e5aadf5ec	medium	43	inventory_source_family_artifacts	strict	Border 2019 candidate gene replication		2	2	0	0	0				4	5	replication_project=2	stage_only=1 | staged_only=1		title:border_2019_candidate_gene_replication		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv | data/raw/replication_projects/lead_registry.csv	Border 2019 candidate gene replication
cluster_challenges_and_suggestions_for_defining_replication_success_when_effects_may_be__4989ed1fb95a	medium	43	review_cluster_representative	singleton	Challenges and suggestions for defining replication “success” when effects may be heterogeneous: Comment on Hedges and Schauer (2019).		1	0	1	1	0				3	6	candidate_corpus_or_database=1	discovered_search_lead=1				steps/searches/figure1/corporasearch-bibliographic-expanded-replication-corpus-database.json	Challenges and suggestions for defining replication “success” when effects may be heterogeneous: Comment on Hedges and Schauer (2019).
cluster_egap_metaketa_i_70b5c31654f8	medium	43	inventory_source_family_artifacts	strict	EGAP Metaketa I		2	2	0	0	0				4	5	replication_project=2	stage_only=1 | staged_only=1		title:egap_metaketa_i		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/derived/replication_pairs/replication_source_worklist.csv | data/raw/replication_projects/lead_registry.csv	EGAP Metaketa I
cluster_ies_systematic_replication_awards_30276427e700	medium	43	inventory_source_family_artifacts	strict	IES systematic replication awards		2	2	0	0	0				4	5	replication_project=2	probe_only=1 | staged_only=1		title:ies_systematic_replication_awards		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	IES Systematic Replication awards | IES systematic replication awards
cluster_many_labs_4_replicating_mortality_salience_with_and_without_original_author_invo_e2aadb8df7b3	medium	43	review_cluster_representative	strict	Many Labs 4: Replicating Mortality Salience with and without Original Author Involvement	many_labs	3	1	2	3	0				4	1	candidate_corpus_or_database=3	discovered_search_lead=3		url:https://osf.io/8ccnw | osf:8ccnw | title:many_labs_4_replicating_mortality_salience_with_and_without_original_author_involvement		steps/searches/figure1/corporasearch-repository-osf-dataverse-replication-project-effect-size.json | steps/searches/figure1/corporasearch-sourcefamily-expanded-known-replication-project-aliases.json	Many Labs 4: Replicating Mortality Salience with and without Original Author Involvement
cluster_psa_006_trolley_greene_2a4a67e14607	medium	43	inventory_source_family_artifacts	strict	PSA 006 trolley Greene	psa	2	2	0	0	0				4	5	replication_project=2	auto_integrate=1 | integrated_live=1		title:psa_006_trolley_greene		data/derived/effect_inflation_dataset/plot1_replication_source_catalog.csv | data/raw/replication_projects/lead_registry.csv	PSA 006 trolley Greene
