source_result_id	flat_level	flat_label	flat_reason	old_evidence	plot_name	source_family
sr_bb35048cf955	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	Communication privacy SEM paths
sr_160ac121ff32	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_8ef41f574c02	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_041065fd13e4	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_7e8fa5f6115f	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_e91cbb524953	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_f6d9c3a25190	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_3c4b03e17612	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	Boyce student replication corpus
sr_0e779c0101ec	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	button_nord_neuroscience
sr_7eef079beb19	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	metaBUS open Bosco subset
sr_74bb31b5d242	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_a2e527fb29d6	6	preprint_or_author_manuscript_obtained	repository/preprint/manuscript candidate mirrored	original_source_obtained	Plot 1	SCORE analyst join
sr_5d73e18a9b1e	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 3	van den Akker matched preregistered-result paper medians
sr_30b176b2d082	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	havranek_armington
sr_eaab9016f715	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_abe518728e2c	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_505408ec5cfe	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	LOOPR coding workbook
sr_de1c92df2ed9	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	FReD filtered pair table
sr_459c73f90a3d	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	esarey_wu_2016_political_science_main_findings
sr_69da0613a6c0	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_ec359e2c27e0	3	target_independently_resolved	DOI/PMID/NCT/URL resolved independently; no source object	target_source_independently_grounded	Plot 3	Schäfer/Schwarz 2019 preregistered psychology articles
sr_4b879765bfd6	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_0d80ddf31d89	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	Button/Nord neuroscience
sr_0680b784ddd6	6	preprint_or_author_manuscript_obtained	repository/preprint/manuscript candidate mirrored	original_source_obtained	Plot 1	FReD filtered pair table
sr_dc8fc4fdac47	8	supplement_or_replication_package_obtained	existing local corpus/supplement/data file mirrored	original_source_obtained	Plot 2	Havránek substitution meta-analysis
sr_2ac5c37e5f0c	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	score_cos_claims
sr_37218d335ce6	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_885a811e26fd	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	FReD filtered pair table
sr_f2b05e0d75f6	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	FReD filtered pair table
sr_28aebf7ac1f1	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_8d5804d7e7e8	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	FReD filtered pair table
sr_2d2f63f07b2f	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	RPCB
sr_649b913c7a05	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_2d3d0f11d546	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_50fdee6ef7a9	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_09896453a68e	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_3cda92191f17	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	metaBUS open Bosco subset
sr_f2d67c41c94e	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_1da5d9472eaf	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_ba8e04437ef3	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_b900a0f99163	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_7432aa117bcb	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_0ef241dace7f	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 1	RPCB
sr_616ebdabaa34	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_e1dd23091aff	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	score_cos_claims
sr_8d7acd628883	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_a852da233b7d	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 3	Golden Gulzar Sonnet political-responsiveness preregistered field experiment
sr_8bf8e026decd	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	DARPA SCORE / COS claims
sr_706e5e6c7819	6	preprint_or_author_manuscript_obtained	repository/preprint/manuscript candidate mirrored	original_source_obtained	Plot 4	score_cos_claims
sr_62eef8724f94	8	supplement_or_replication_package_obtained	existing local corpus/supplement/data file mirrored	original_source_obtained	Plot 2	Olsson/Sundell social interventions
sr_8e53fec0db78	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	DARPA SCORE / COS claims
sr_32884f9211fb	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_5d9a9531214b	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	Boyce student replication corpus
sr_f322cf6db3fd	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_7ac68cdbbc03	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_431a5e1736e3	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_bf852f96d5ef	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_e9c214df8069	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_4420ad24a594	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_0cc5d4c7a6b9	4	target_landing_or_abstract_obtained	targeted_resolution_pass: Credible DOI in corpus row; DOI redirected to Cairn/Hermann page and HTML was mirrored. Page appears landing/limited text, not full value-bearing paper.	target_source_independently_grounded	Plot 3	Schäfer/Schwarz 2019 preregistered psychology articles
sr_60c2a469e71e	3	target_independently_resolved	DOI/PMID/NCT/URL resolved independently; no source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_5cfe7da2c521	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	metaBUS open Bosco subset
sr_dfc5f98d8a4f	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_6db78c28c05a	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_8ad55815e5fc	4	target_landing_or_abstract_obtained	paperclip_abstract_corpus: exact DOI match and abstract/detail text obtained; not source-object/full-paper/value verification	target_source_independently_grounded	Plot 2	metaBUS open Bosco subset
sr_a6f46bca45c2	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	score_cos_claims
sr_368a7954cbb8	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_be6f969d81a7	4	target_landing_or_abstract_obtained	paperclip_abstract_corpus: exact DOI match and abstract/detail text obtained; not source-object/full-paper/value verification	target_source_independently_grounded	Plot 2	metaBUS open Bosco subset
sr_46fcf0099591	4	target_landing_or_abstract_obtained	paperclip_abstract_corpus: exact DOI match and abstract/detail text obtained; not source-object/full-paper/value verification	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_1c6ef92fa050	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_f7d0e896cfc6	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_fee3ac01c606	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	gwas_catalog
sr_14b1bfc72686	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	score_cos_claims
sr_56a9f30f8d92	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_c4f5b565a745	3	target_independently_resolved	DOI/PMID/NCT/URL resolved independently; no source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_8dbf832c0aa0	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	DARPA SCORE / COS claims
sr_d30c0407b24b	2	corpus_assertion_with_citation	external corpus/source assertion has some target/source locator but not independently confirmed	external_source_assertion	Plot 2	Schäfer/Schwarz psychology articles (without preregistration)
sr_4c9b3024bcba	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_868dfc6da179	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_5ea3a9bf5dc8	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_2ead36cae8e2	2	corpus_assertion_with_citation	external corpus/source assertion has some target/source locator but not independently confirmed	external_source_assertion	Plot 4	schaefer_schwarz_2019_without_prereg
sr_10e682ba553b	2	corpus_assertion_with_citation	external corpus/source assertion has some target/source locator but not independently confirmed	external_source_assertion	Plot 2	Schäfer/Schwarz psychology articles (without preregistration)
sr_4f77703173f7	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_0e4bba88f02f	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_ee72592661db	7	final_paper_obtained	targeted_resolution_pass: Broad web search found a publicly hosted PDF copy on a university lab site. PDF text contains the target title/authors and the American Psychologist article; promoted to level 7 as actual paper bytes obtained. This is not value verification.	target_source_independently_grounded	Plot 4	forrt_fred
sr_285363cf3974	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_d222165d0b25	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	motyl_2017_critical_tests
sr_d3faea5526bc	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	DARPA SCORE / COS claims
sr_1e8a07a9cd86	2	corpus_assertion_with_citation	external corpus/source assertion has some target/source locator but not independently confirmed	external_source_assertion	Plot 2	Schäfer/Schwarz psychology articles (without preregistration)
sr_65a9f9c5f7bd	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	BRI primary t experiment table
sr_562a7f6042a2	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	replication-pair original-side bridge
sr_bf90b4be790a	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_6e5c68827050	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	esarey_wu_2016_political_science_main_findings
sr_d225c4f2ad96	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_6593fff4c749	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	DARPA SCORE / COS claims
sr_910cc9ea32e4	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	Kühberger psychology main results
sr_0b5cef0ad420	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 3	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_80c5ee34e5f4	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	forrt_fred
sr_187e0ccced6f	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	FReD filtered pair table
sr_af15cdb4aad8	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_148ffca3367c	6	preprint_or_author_manuscript_obtained	repository/preprint/manuscript candidate mirrored	original_source_obtained	Plot 1	Ying 2023 manual partial reconstruction
sr_be6cbe0c6a2b	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_22f96d70c38a	2	corpus_assertion_with_citation	external corpus/source assertion has some target/source locator but not independently confirmed	external_source_assertion	Plot 4	linden_2024_random_effects
sr_f9f06025395c	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	yun_llm_meta_analysis
sr_d3c761e4e4ee	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_bbf5b92dab8e	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	havranek_armington
sr_7271878ec034	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_4adf6fd2310b	8	supplement_or_replication_package_obtained	existing local corpus/supplement/data file mirrored	original_source_obtained	Plot 2	Brodeur economics corpus
sr_af69b1b27c9f	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_78698f5ba037	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 4	FReD filtered pair table
sr_8226dc61270c	6	preprint_or_author_manuscript_obtained	repository/preprint/manuscript candidate mirrored	original_source_obtained	Plot 1	SCORE analyst join
sr_541412d5d4e8	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	metaBUS open Bosco subset
sr_a929155b5e72	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	metabus_open_bosco
sr_c1becaaf9056	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_3cef793ec7a4	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 1	LOOPR coding workbook
sr_34e03261c24d	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	FORRT FReD
sr_cf10c58438c7	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_4dbf0cd7b50e	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 2	DARPA SCORE / COS claims
sr_09538e441d8b	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	economics_brodeur_2024
sr_779e8dd2ff35	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_da95f9c21d25	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	FReD filtered pair table
sr_62cc168cbf4c	4	target_landing_or_abstract_obtained	target abstract/landing/PubMed detail obtained but no full source object	target_source_independently_grounded	Plot 4	motyl_2017_critical_tests
sr_8989ad9654f1	5	independent_nonpaper_result_record_obtained	ClinicalTrials.gov/registry record mirrored; not final paper	original_source_obtained	Plot 4	ctgov_finer_grained_kg
sr_68c5ac5e9dd1	9	value_verified_in_source	D/N or native value extracted from source material	original_number_extracted	Plot 4	ClinicalTrials.gov phase-2+ primary randomized registry rows
sr_7967f7ac70eb	7	final_paper_obtained	article full text mirrored as PDF/XML/HTML/PMC XML	original_source_obtained	Plot 2	Kühberger psychology main results
