source_file_id	source_result_id	parser_route	local_path	extraction_status	candidate_status	label_hit_count	numeric_hit_count	match_kind	match_field	match_value	locator_type	locator	char_start	char_end	snippet
file_l5_896b25e4f4c8	sr_bc78312ff9c4	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bc78312ff9c4__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3375195_retmode_xml.xml	text_extracted	numeric_hit			numeric	verbatim_effect_text	0.48	document_text	document	23354.0	23358.0	ple size Starting with the pilot study estimates of difference in weight change between the TAT and Self-directed control arms at 6 M follow-up (0.1 and 1.2 kg, respectively, standard deviation (sd) = 2.3, Cohen's d = 0.48), we estimated the needed sample size for the primary hypothesis test of treatment effect in this larger study. The Type I error rate, α, is 2-tailed, at .05. We assumed that there might be a smaller difference between
file_l5_896b25e4f4c8	sr_bc78312ff9c4	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bc78312ff9c4__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3375195_retmode_xml.xml	text_extracted	numeric_hit			numeric	native_effect_value	0.48	document_text	document	23354.0	23358.0	ple size Starting with the pilot study estimates of difference in weight change between the TAT and Self-directed control arms at 6 M follow-up (0.1 and 1.2 kg, respectively, standard deviation (sd) = 2.3, Cohen's d = 0.48), we estimated the needed sample size for the primary hypothesis test of treatment effect in this larger study. The Type I error rate, α, is 2-tailed, at .05. We assumed that there might be a smaller difference between
file_l5_896b25e4f4c8	sr_bc78312ff9c4	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bc78312ff9c4__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3375195_retmode_xml.xml	text_extracted	numeric_hit			numeric	d	0.48	document_text	document	23354.0	23358.0	ple size Starting with the pilot study estimates of difference in weight change between the TAT and Self-directed control arms at 6 M follow-up (0.1 and 1.2 kg, respectively, standard deviation (sd) = 2.3, Cohen's d = 0.48), we estimated the needed sample size for the primary hypothesis test of treatment effect in this larger study. The Type I error rate, α, is 2-tailed, at .05. We assumed that there might be a smaller difference between
file_l5_896b25e4f4c8	sr_bc78312ff9c4	structured_xml_first	data/cache/provenance_level5/sample_300/sr_bc78312ff9c4__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_3375195_retmode_xml.xml	text_extracted	numeric_hit			numeric	standardized_effect_value	0.48	document_text	document	23354.0	23358.0	ple size Starting with the pilot study estimates of difference in weight change between the TAT and Self-directed control arms at 6 M follow-up (0.1 and 1.2 kg, respectively, standard deviation (sd) = 2.3, Cohen's d = 0.48), we estimated the needed sample size for the primary hypothesis test of treatment effect in this larger study. The Type I error rate, α, is 2-tailed, at .05. We assumed that there might be a smaller difference between
file_l5_5c5983c53324	sr_c15be1b60041	structured_xml_first	data/cache/provenance_level5/sample_300/sr_c15be1b60041__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_4493951_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_ccea3e0fa28b	sr_f9f06025395c	structured_xml_first	data/cache/provenance_level5/sample_300/sr_f9f06025395c__pmc_efetch_xml__eutils.ncbi.nlm.nih.gov_entrez_eutils_efetch.fcgi_db_pmc_id_5055753_retmode_xml.xml	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_d1f247b03ea3	sr_5c714fede5eb	html_first	data/cache/provenance_level5/sample_300/sr_5c714fede5eb__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0309135.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_6babe72d823a	sr_61aeb1d7281e	html_first	data/cache/provenance_level5/sample_300/sr_61aeb1d7281e__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0105825.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_7fa7d1e500b0	sr_72e0ac9be373	html_first	data/cache/provenance_level5/sample_300/sr_72e0ac9be373__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0105825.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_ff0fe741b3b0	sr_74bb31b5d242	html_first	data/cache/provenance_level5/sample_300/sr_74bb31b5d242__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pgen.1005510.html	text_extracted	label_hit			label	result_or_outcome_label	Integration of Genome-Wide SNP Data and Gene-Expression Profiles Reveals Six Novel Loci and Regulatory Mechanisms for Amino Acids and Acylcarnitines in Whole Bl	document_text	document	376.0	536.0	Integration of Genome-Wide SNP Data and Gene-Expression Profiles Reveals Six Novel Loci and Regulatory Mechanisms for Amino Acids and Acylcarnitines in Whole Blood | PLOS Genetics Skip to main content Advertisement PLOS Genetics Browse Current Issue Journal Archive Collections
file_l5_ea580bc1b297	sr_7967f7ac70eb	html_first	data/cache/provenance_level5/sample_300/sr_7967f7ac70eb__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0105825.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_db85c381ed49	sr_9078255a0573	html_first	data/cache/provenance_level5/sample_300/sr_9078255a0573__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pgen.1006528.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_d6332e657709	sr_910cc9ea32e4	html_first	data/cache/provenance_level5/sample_300/sr_910cc9ea32e4__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0105825.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_d0ee40f605af	sr_928de8f12480	html_first	data/cache/provenance_level5/sample_300/sr_928de8f12480__crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0105825.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_f15f63e93800	sr_ba8e04437ef3	html_first	data/cache/provenance_level5/sample_300/sr_ba8e04437ef3__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0011824.html	text_extracted	label_hit			label	result_or_outcome_label	Genome-wide association study of pancreatic cancer in Japanese population.	document_text	document	7729.0	7803.0	in linkage disequilibrium blocks containing genes that have been implicated some roles in the oncogenesis of pancreatic cancer. Citation: Low S-K, Kuchiba A, Zembutsu H, Saito A, Takahashi A, Kubo M, et al. (2010) Genome-Wide Association Study of Pancreatic Cancer in Japanese Population. PLoS ONE 5(7): e11824. https://doi.org/10.1371/journal.pone.0011824 Editor: Wenjun Li, Duke University Medical Center, United States of America Received: May 7, 2010; Accepted: July 3, 20
file_l5_68312d664101	sr_d3539c7b3ccb	html_first	data/cache/provenance_level5/sample_300/sr_d3539c7b3ccb__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pbio.3001547.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_6cf2b5afeec7	sr_d69fb669841a	html_first	data/cache/provenance_level5/sample_300/sr_d69fb669841a__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0223246.html	text_extracted	label_hit			label	result_or_outcome_label	Genetic associations with radiological damage in rheumatoid arthritis: Meta-analysis of seven genome-wide association studies of 2,775 cases.	document_text	document	12494.0	12635.0	dated non-HLA markers highlights a requirement for further research to deliver clinically-useful prognostic genetic markers. Citation: Traylor M, Knevel R, Cui J, Taylor J, Harm-Jan W, Conaghan PG, et al. (2019) Genetic associations with radiological damage in rheumatoid arthritis: Meta-analysis of seven genome-wide association studies of 2,775 cases. PLoS ONE 14(10): e0223246. https://doi.org/10.1371/journal.pone.0223246 Editor: Masataka Kuwana, Keio University, JAPAN Received: February 10, 2019; Accepted: September 17, 2019; Publish
file_l5_e1c8630a0da4	sr_deff8d4a6913	html_first	data/cache/provenance_level5/sample_300/sr_deff8d4a6913__pubmed_doi_crossref_work_json_source_url_1__dx.plos.org_10.1371_journal.pone.0176566.html	text_extracted	text_extracted_no_label_or_numeric_hit	0.0	0.0								
file_l5_8aff26c6f9ab	sr_f562e2645cdd	html_first	data/cache/provenance_level5/sample_300/sr_f562e2645cdd__pubmed_doi_crossref_work_json_source_url_1__www.frontiersin.org_articles_10.3389_fnagi.2022.840651_full.html	text_extracted	numeric_hit			numeric	verbatim_effect_text	0.02	document_text	document	19175.0	19179.0	at the time of inclusion in the cohort for use of data, samples and scans ( Bos et al., 2018 ). TABLE 1 Baseline Longitudinal Category Phenotype Sample size MAF filter Sample size MAF filter Neuropsychological MMSE 867 0.02 520 0.02 Attention 806 0.01 402 0.02 Executive functioning 686 0.01 234 0.02 Language 849 0.01 409 0.02 Memory Delayed 729 0.01 337 0.02 Memory Immediate 797 0.01 345 0.02 Visuoconstruction 429 0.02 149 0.04 MRI Fazekas
file_l5_8aff26c6f9ab	sr_f562e2645cdd	html_first	data/cache/provenance_level5/sample_300/sr_f562e2645cdd__pubmed_doi_crossref_work_json_source_url_1__www.frontiersin.org_articles_10.3389_fnagi.2022.840651_full.html	text_extracted	numeric_hit			numeric	verbatim_effect_text	0.02	document_text	document	19184.0	19188.0	ime of inclusion in the cohort for use of data, samples and scans ( Bos et al., 2018 ). TABLE 1 Baseline Longitudinal Category Phenotype Sample size MAF filter Sample size MAF filter Neuropsychological MMSE 867 0.02 520 0.02 Attention 806 0.01 402 0.02 Executive functioning 686 0.01 234 0.02 Language 849 0.01 409 0.02 Memory Delayed 729 0.01 337 0.02 Memory Immediate 797 0.01 345 0.02 Visuoconstruction 429 0.02 149 0.04 MRI Fazekas score 60
file_l5_8aff26c6f9ab	sr_f562e2645cdd	html_first	data/cache/provenance_level5/sample_300/sr_f562e2645cdd__pubmed_doi_crossref_work_json_source_url_1__www.frontiersin.org_articles_10.3389_fnagi.2022.840651_full.html	text_extracted	numeric_hit			numeric	native_effect_value	0.02	document_text	document	19175.0	19179.0	at the time of inclusion in the cohort for use of data, samples and scans ( Bos et al., 2018 ). TABLE 1 Baseline Longitudinal Category Phenotype Sample size MAF filter Sample size MAF filter Neuropsychological MMSE 867 0.02 520 0.02 Attention 806 0.01 402 0.02 Executive functioning 686 0.01 234 0.02 Language 849 0.01 409 0.02 Memory Delayed 729 0.01 337 0.02 Memory Immediate 797 0.01 345 0.02 Visuoconstruction 429 0.02 149 0.04 MRI Fazekas
file_l5_8aff26c6f9ab	sr_f562e2645cdd	html_first	data/cache/provenance_level5/sample_300/sr_f562e2645cdd__pubmed_doi_crossref_work_json_source_url_1__www.frontiersin.org_articles_10.3389_fnagi.2022.840651_full.html	text_extracted	numeric_hit			numeric	native_effect_value	0.02	document_text	document	19184.0	19188.0	ime of inclusion in the cohort for use of data, samples and scans ( Bos et al., 2018 ). TABLE 1 Baseline Longitudinal Category Phenotype Sample size MAF filter Sample size MAF filter Neuropsychological MMSE 867 0.02 520 0.02 Attention 806 0.01 402 0.02 Executive functioning 686 0.01 234 0.02 Language 849 0.01 409 0.02 Memory Delayed 729 0.01 337 0.02 Memory Immediate 797 0.01 345 0.02 Visuoconstruction 429 0.02 149 0.04 MRI Fazekas score 60
