source_id	source_type	source_role_in_sample	title	citation_key	citation_ref	citation_rendered	bibtex_file	doi	url	notes
work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	registry_trial_or_result	represented_source	Log-transformed (Log) 28-day Seizure Rate for All Primary Generalized Tonic-Clonic (PGTC) Seizures During 12-Week Double-Blind Treatment Phase							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_explaining_explanations_how_legislators_explain_their_policy_posit	paper_like_work	represented_source	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_soto2019loopr	source_family_or_collection	extraction_source	LOOPR	soto2019loopr	@soto2019loopr	Soto, Christopher J. (2019). How Replicable Are Links Between Personality Traits and Consequential Life Outcomes? The Life Outcomes of Personality Replication Project. Psychological Science. doi:10.1177/0956797619831612.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_religious_beliefs_and_behavior_cognitive_orientation_towards_spiri	paper_like_work	represented_source	Religious beliefs and behavior: Cognitive orientation towards spirituality - C							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_ito2018eyewitnesstencountries	source_family_or_collection	extraction_source	Eyewitness memory distortion in ten countries	ito2018eyewitnessTenCountries	@ito2018eyewitnessTenCountries	Ito, Hiroshi and Barzykowski, Krystian and Grzesik, Magdalena and Gülgöz, Sami and Gürdere, Ceren and Janssen, Steve M. J. and Khor, Jessie and Rowthorn, Harriet and Wade, Kimberley A. and Luna, Karlos and others (2019). Eyewitness Memory Distortion Following Co-Witness Discussion: A Replication of Garry, French, Kinzett, and Mori (2008) in Ten Countries. Journal of Applied Research in Memory and Cognition. doi:10.1016/j.jarmac.2018.09.004.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_garry_et_al_2008_co_witness_memory_distortion_original_new_zealand	paper_like_work	represented_source	Garry et al. (2008) co-witness memory distortion original New Zealand study							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct04244084	registry_trial_or_result	represented_source	Time to Resolution of Acute Respiratory Viral Infection (ARVI) Symptoms							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_collaboration2015	repository_or_package	extraction_source	RPP canonical OSF csv	collaboration2015	@collaboration2015	Open Science Collaboration (2015). Estimating the reproducibility of psychological science. Science. doi:10.1126/science.aac4716.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_https_osf_io_8j9cg	paper_like_work	represented_source	https://osf.io/8j9cg/							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_participants_cheated_more_frequently_after_reading_the_anti_free_w	paper_like_work	represented_source	"""Participants cheated more frequently after reading the anti-free-will essay than after reading the control essay"""							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_boyce2023studentreplication	corpus_or_database	extraction_source	Student Replication Projects	boyce2023studentreplication	@boyce2023studentreplication	Boyce, Veronica and Mathur, Maya B. and Frank, Michael C. (2023). Eleven years of student replication projects provide evidence on the correlates of replicability in psychology. Royal Society Open Science. doi:10.1098/rsos.231240.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_f_1_117_127_07	paper_like_work	represented_source	F(1,117)=127.07							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_complete_heartburn_relief_during_the_first_full_24_hour_period_in	registry_trial_or_result	represented_source	Complete Heartburn Relief During the First Full 24-Hour Period in the ITT Population.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_pp_63_2_439_4994	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_aflibercept_versus_placebo_in_combination_with_docetaxel_and_predn	registry_trial_or_result	represented_source	Aflibercept versus placebo in combination with docetaxel and prednisone for treatment of men with metastatic castration-resistant prostate cancer (VENICE): a phase 3, double-blind randomised trial.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1007_s10683_011_9295_3	paper	represented_source	Rodríguez-Lara and Moreno-Garrido (2011)					10.1007/s10683-011-9295-3		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_mul_077_7036	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_66_3_371_3048	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genetic_variants_in_cpa6_and_prpf31_are_associated_with_variation	paper_like_work	represented_source	Genetic Variants in CPA6 and PRPF31 are Associated with Variation in Response to Metformin in Individuals with Type 2 Diabetes.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_bold_oxygen_level_dependent_bold_activations_in_prespecified_rois	registry_trial_or_result	represented_source	Bold Oxygen-level Dependent (BOLD) Activations in Prespecified ROIs							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_untx_corrected_by_creatinine_50_nmol_mmol_at_week_13	registry_trial_or_result	represented_source	uNTx (Corrected by Creatinine) < 50 Nmol/mmol at Week 13							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percent_change_from_baseline_in_calculated_low_density_lipoprotein	registry_trial_or_result	represented_source	Percent Change From Baseline in Calculated Low Density Lipoprotein Cholesterol at Week 24: Intent-to-treat (ITT) Analysis							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	registry_trial_or_result	represented_source	Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_brons_et_al_2017_score_24yw6_31_1	paper_like_work	represented_source	Brons et al. (2017) (SCORE 24yw6_31_1)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_nichols_knobe_2007	paper_like_work	represented_source	Nichols & Knobe (2007)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_international_restless_legs_syndrome_study	registry_trial_or_result	represented_source	Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_sulindac_effects_on_apoptosis_in_atypical_nevi	registry_trial_or_result	represented_source	Sulindac Effects on Apoptosis in Atypical Nevi							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	registry_trial_or_result	represented_source	Change From Baseline in the Number of Bowel Movements Per Week							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	registry_trial_or_result	represented_source	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_pp_45_4_807_4702	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	registry_trial_or_result	represented_source	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_10_1007_s00213_003_1558_z	paper_like_work	represented_source	10.1007/s00213-003-1558-z							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	registry_trial_or_result	represented_source	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_17605_osf_io_evdp5	paper	represented_source	Human adults prefer to cooperate even when it is costly: A replication of Curioni et al. (2022)					10.17605/osf.io/evdp5		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00097695	registry_trial_or_result	represented_source	Time to Onset of Symptom Relief (TOSR)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	claim	represented_source	Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_smoking_abstinence_for_7_days_at_last_contact	registry_trial_or_result	represented_source	Smoking Abstinence for 7 Days at Last Contact							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_olsson_sundell_2023_374	paper_like_work	represented_source	olsson_sundell_2023_374							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	registry_trial_or_result	represented_source	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genome_wide_association_analysis_in_primary_sclerosing_cholangitis	paper_like_work	represented_source	Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct02025751	registry_trial_or_result	represented_source	Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_integrative_analysis_of_genome_wide_association_studies_identifies	paper_like_work	represented_source	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_jap_79_6_959	paper_like_work	represented_source	JAP-79-6-959							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_annual_rate_of_change_in_lung_density	registry_trial_or_result	represented_source	Annual Rate of Change in Lung Density							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_kuhberger_2014_main_results_kuhberger_175_2405	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percentage_of_participants_with_disease_free_survival_dfs	registry_trial_or_result	represented_source	Percentage of Participants With Disease-free Survival (DFS)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_investigating_technology_enhanced_teacher_professional_development	paper_like_work	represented_source	Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	claim	represented_source	Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_many_labs_2_anderson_1	paper_like_work	represented_source	Many Labs 2 - Anderson.1							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_when_your_world_must_be_defended_choosing_products_to_justify_the	paper_like_work	represented_source	When Your World Must Be Defended: Choosing Products To Justify The System							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_how_does_the_design_of_waste_disposal_signage_influence_waste_disp	paper_like_work	represented_source	How Does The Design Of Waste Disposal Signage Influence Waste Disposal Behavior?							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_van_prooijen_j_w_van_dijk_e_2014_when_consequence_size_predicts_be	paper_like_work	represented_source	van Prooijen, J. W., & van Dijk, E. (2014). When consequence size predicts belief in conspiracy theories: The moderating role of perspective taking. Journal of Experimental Social Psychology, 55, 63-73.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percent_of_patients_in_histological_remission_30_eos_hpf	registry_trial_or_result	represented_source	Percent of Patients in Histological Remission (<30 Eos/Hpf)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1111_j_1467_9280_2008_02045_x	paper	represented_source	The Value of Believing in Free Will					10.1111/j.1467-9280.2008.02045.x		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_olsson_sundell_2023_397	paper_like_work	represented_source	olsson_sundell_2023_397							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_political_ideology_predicted_nostalgia_meaning_that_the_more_conse	paper_like_work	represented_source	Political ideology predicted nostalgia, meaning that the more conservative participants were, the more nostalgic they were, b = .10, SE = .03, t(261) = 3.12, p = .002, R^2 = .04, 95% confidence interval (CI_b) [.03; .17].							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_kuhberger_905	paper_like_work	represented_source	kuhberger_905							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_havranekarmingtondata	source_family_or_collection	extraction_source	havranek_armington	havranekArmingtonData	@havranekArmingtonData	Bajzik, Josef and Havranek, Tomas and Irsova, Zuzana and Schwarz, Jiri (2020). Estimating the Armington Elasticity: The Importance of Study Design and Publication Bias. Journal of International Economics. doi:10.1016/j.jinteco.2020.103383.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_corbo_osbat_2013	paper_like_work	represented_source	Corbo & Osbat (2013)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_object_working_memory_is_employed_during_mental_rotation	paper_like_work	represented_source	object working memory is employed during mental rotation							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_phase_ii_change_in_depressive_symptoms	registry_trial_or_result	represented_source	Phase II - Change in Depressive Symptoms							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_violent_offending_and_victimization_in_adolescence_social_network	paper_like_work	represented_source	Violent Offending And Victimization In Adolescence: Social Network Mechanisms And Homophily*							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1002_acp_1376	paper	represented_source	Eyewitness memory following discussion: using the MORI technique with a Western sample					10.1002/acp.1376		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_more_effort_is_expected_to_perform_an_additional_unit_of_work_when	paper_like_work	represented_source	More effort is expected to perform an additional unit of work when one is closer to than farther away from a goal, as one is outperforming and moving away from it							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_cli_046_6731	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_shared_genetic_pathways_contribute_to_risk_of_hypertrophic_and_dil	paper_like_work	represented_source	Shared genetic pathways contribute to risk of hypertrophic and dilated cardiomyopathies with opposite directions of effect.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_woon_373	paper_like_work	represented_source	Woon_373							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_schaefer_schwarz_2019_with_prereg_schaefer_2019_preg_25_6452	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_doi_10_1086_653487	paper	represented_source	Goerg et al. (2010)					10.1086/653487		Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_du145_cell_proliferation_between_sipten_siptenp1_and_siptenp1	paper_like_work	represented_source	DU145 cell proliferation between siPTEN+siPTENP1 and siPTENP1							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	registry_trial_or_result	represented_source	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_a_common_variant_in_the_setd7_gene_predicts_serum_lycopene_concent	paper_like_work	represented_source	A Common Variant in the SETD7 Gene Predicts Serum Lycopene Concentrations.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_moral_foundations_graham_et_al_2009	paper_like_work	represented_source	Moral Foundations (Graham et al., 2009)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_metabus_open_bosco_jap_87_4_687_3946	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
src_esareywu2016	source_family_or_collection	extraction_source	esarey_wu_2016_political_science_main_findings	esareyWu2016	@esareyWu2016	Esarey, Justin and Wu, Ahra (2016). Measuring the Effects of Publication Bias in Political Science. Research & Politics. doi:10.1177/2053168016665856.	docs/references.bib			Parent/corpus/source-family record inferred from plot_dot_membership.tsv.
work_title_locating_supreme_court_opinions_in_doctrine_space	paper_like_work	represented_source	Locating Supreme Court Opinions in Doctrine Space							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	claim	represented_source	Will Consumption Rebound After The Covid-19 Pandemic? A Structural Equation Modeling Research Based On The Psychological Arousal Theory							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00106392	registry_trial_or_result	represented_source	Erectile Function Domain Score Between Treated and Untreated Groups							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	paper_like_work	represented_source	ACR20 responder odds for active regimen versus matched placebo/control row							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_emotionality_is_not_associated_with_the_political_orientation	paper_like_work	represented_source	Emotionality is not associated with the political orientation							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_incidence_of_gastroduodenal_ulcers	registry_trial_or_result	represented_source	Incidence of Gastroduodenal Ulcers							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_link_between_self_dehumanization_and_immoral_behavior	paper_like_work	represented_source	The Link Between Self-Dehumanization and Immoral Behavior							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	claim	represented_source	The Influences Of A Two-Tier Test Strategy On Student Learning: A Lag Sequential Analysis Approach							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	paper_like_work	represented_source	Genetic associations with radiological damage in rheumatoid arthritis: Meta-analysis of seven genome-wide association studies of 2,775 cases.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_nct_nct00497146	registry_trial_or_result	represented_source	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	claim	represented_source	Is There Selection Bias In Laboratory Experiments? The Case Of Social And Risk Preferences							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	paper_like_work	represented_source	Loyal Rebels? A Test Of The Normative Conflict Model Of Constructive Deviance							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_plot2_button_nord_neuroscience_oldershaw_214_337	unknown_represented_work	represented_source								Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	paper_like_work	represented_source	Incorporating spatial-anatomical similarity into the VGWAS framework for AD biomarker detection.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	registry_trial_or_result	represented_source	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_f_1_76_11_53	paper_like_work	represented_source	F(1,76)=11.53							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	paper_like_work	represented_source	feelings of social warmth or coldness can be induced by experiences of physical warmth or coldness, and vice versa. Here we show that people tend to self-regulate their feelings of social warmth through applications of physical warmth, apparently without explicit awareness of doing so.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_progression_free_survival_pfs_per_independent_radiologic_review	registry_trial_or_result	represented_source	Progression-Free Survival (PFS) Per Independent Radiologic Review.							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_intentional_disclosure_audience_privacy_setting	paper_like_work	represented_source	intentional_disclosure: audience → privacy setting							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
work_title_modified_bromage_score_at_10_minutes_post_injection	registry_trial_or_result	represented_source	Modified Bromage Score at 10 Minutes Post-injection							Represented research work/result inferred from plot_dot_membership.tsv. Synthetic dot-level audit citations are kept on source_result rows as generated_result_* fields, not as represented-source bibliographic citations.
