plot_id	plot_universe_id	canonical_result_id	criteria_version	decision_context_type	eligibility_status	included_in_plot	included_in_statistics	passed_criteria_ids	failed_criteria_ids	caveat_criteria_ids	decision_basis	decision_source	decided_at	plot_field	plot_source_family	render_order_group_count	style_group	exclusion_reason	notes
plot4_all_sources	plot4_all_source_dn_dump	cr_6080be97b5c5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_dd1d616fa15c	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_8b4a324ac62b	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_284926d25dbc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metabus_open_bosco	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_092b5d985968	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	SCORE analyst join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_04f544e1f7a6	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metabus_open_bosco	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_99676ce8b727	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_45dd91a5cbc3	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_670d6a44e52d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_f55a63e299ad	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		social_intervention_research	olsson_sundell_2023_social_interventions	3	social_intervention_research		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_c9efa59802e6	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Many Labs 2 public join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_9f7bf74e8ec2	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		sociology and criminology	DARPA SCORE / COS claims	5	sociology and criminology		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_9735b4ab283f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_52026d2d9766	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			Kerschbaumer 2020 rheumatology phase II/III	16	Kerschbaumer 2020 rheumatology phase II/III		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_2b369c6622b1	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_27e04d097f8c	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_8fd3ec317d1c	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_8cc70fc66b6b	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Political science	score_cos_claims	5	Political science		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_f30d69dba27d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			LOOPR coding workbook	19	LOOPR coding workbook		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_75fac1fd2e88	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			Eyewitness ten-country paper table rescue	16	Eyewitness ten-country paper table rescue		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_3a2ce105a73e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_dce8b5cc444a	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			RPP canonical OSF csv	16	RPP canonical OSF csv		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_7ec691ba22d2	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			RPP canonical OSF csv	19	RPP canonical OSF csv		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_ac6e3d563324	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Boyce student replication corpus	11	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_62716ea314e5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_d506005e9c6a	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_b36062c27101	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		medicine_rct	CliniFact published primary pairs	1	medicine_rct		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_7943bace02d2	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	SCORE analyst join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_ef7f62c4de62	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Schäfer/Schwarz psychology articles (without preregistration)	14	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_eb9f31c77627	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_57fc3fbc7870	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_0c6f1f0a5f0e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6e12e85028b5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_708dc4a98c0f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_53d860f1b52f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_d155f3571faa	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	SCORE analyst join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_087b74e8f205	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		experimental philosophy	replication-pair original-side bridge	2	experimental philosophy		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_414653a1833e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_301eb63ce6e2	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_89b112ac2e3f	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_80c5101ad6a5	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_f7be8512973d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metaBUS open Bosco subset	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_ec8134053338	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_2a029c957e66	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		psychology and adjacent replication targets	replication_pair_originals_bridge	2	psychology and adjacent replication targets		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_fe92d40b2a9a	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_a1ffffab147a	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_d86503ff3261	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_32d89bd68660	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		sociology and criminology	DARPA SCORE / COS claims	5	sociology and criminology		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_840171733c91	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_e520ca2055cc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		social_intervention_research	olsson_sundell_2023_social_interventions	3	social_intervention_research		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_820e8cecbd3d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_f8495d337342	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot3_preregistered	plot3_preregistered_results	cr_c11adb3855ba	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	18	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_745407ada139	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		genetics_biomedicine	gwas_catalog	33	genetics_biomedicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_09d6eca52d0d	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		io_psychology_management	metabus_open_bosco	16	io_psychology_management		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_917880431bd8	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_39c3a979c337	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Kühberger psychology main results	14	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_df2a2e7ed34b	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_78841168d1cc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Education	score_cos_claims	1	Education		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_b6478cee59e0	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		marketing/org behavior	FORRT FReD	1	marketing/org behavior		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_13205c413fbe	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	Many Labs 2 public join	9	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_1aa51b73f170	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Business	score_cos_claims	5	Business		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_ac0b9913e536	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	score_cos_claims	11	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot2_published	plot2_published_paper_d_vs_n	cr_2d297458f324	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		psychology_social_personality	Motyl social/personality critical tests	5	psychology_social_personality		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_09227081ab52	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Clinical medicine	ClinicalTrials.gov phase-2+ primary randomized registry rows	20	Clinical medicine		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot1_replication	plot1_replication_pairs	cr_a3d1ead03afc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	16	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_df860e9c9f09	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		social_intervention_research	olsson_sundell_2023_social_interventions	3	social_intervention_research		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_284208fb02cc	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_ec6d48bd896e	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Psychology/health	kuhberger_2014_main_results	11	Psychology/health		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_f32da47476f4	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		Economics/finance	havranek_armington	5	Economics/finance		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_4d252ae13c41	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py			FReD filtered pair table	19	FReD filtered pair table		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_a4c2f8268219	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		clinical_trials_registry	ctgov_finer_grained_kg	52	clinical_trials_registry		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
plot4_all_sources	plot4_all_source_dn_dump	cr_6164513234a8	schema_pilot_sample_300	current_plot	included	true	true				Sampled from the current plotted dot membership table; full criterion replay is staged for the YAML-backed plot universe layer.	scripts/build_codebook_pilot_sample.py		sociology and criminology	score_cos_claims	2	sociology and criminology		Pilot plot membership generated from sampled plot row; render_order_group_count is computed within the 300-row pilot only.
