canonical_result_id	represented_source_id	preferred_source_result_id	source_result_count_in_sample	result_label	D	N	plot_names	resolution_status	resolution_notes
cr_8cc70fc66b6b	work_title_explaining_explanations_how_legislators_explain_their_policy_posit	sr_a9a7d2fcc0d6	1	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	0.4842534966876879	56.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f30d69dba27d	work_title_religious_beliefs_and_behavior_cognitive_orientation_towards_spiri	sr_be4fa916ebbe	1	Religious beliefs and behavior: Cognitive orientation towards spirituality - C	0.4838802312430977	595.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_75fac1fd2e88	work_title_garry_et_al_2008_co_witness_memory_distortion_original_new_zealand	sr_e2cb991d651a	1	Garry et al. (2008) co-witness memory distortion original New Zealand study	1.46	40.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_3a2ce105a73e	work_nct_nct04244084	sr_76a99a771018	1	Time to Resolution of Acute Respiratory Viral Infection (ARVI) Symptoms	0.3124827209583985	240.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_dce8b5cc444a	work_title_https_osf_io_8j9cg	sr_4018aa63d523	1	https://osf.io/8j9cg/	0.0122169439216606	270.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7ec691ba22d2	work_title_participants_cheated_more_frequently_after_reading_the_anti_free_w	sr_1ffcb30d1c76	1	"""Participants cheated more frequently after reading the anti-free-will essay than after reading the control essay"""	0.2057911559798833	58.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ac6e3d563324	work_title_f_1_117_127_07	sr_5b1a0fc622e3	1	F(1,117)=127.07	2.256661635941559	115.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_62716ea314e5	work_title_complete_heartburn_relief_during_the_first_full_24_hour_period_in	sr_29a6bfd3a748	1	Complete Heartburn Relief During the First Full 24-Hour Period in the ITT Population.	0.2624037856306126	629.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d506005e9c6a	work_plot2_metabus_open_bosco_pp_63_2_439_4994	sr_1c71871780ff	1		0.1605144707810256	668.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b36062c27101	work_title_aflibercept_versus_placebo_in_combination_with_docetaxel_and_predn	sr_1ba37b2938cd	1	Aflibercept versus placebo in combination with docetaxel and prednisone for treatment of men with metastatic castration-resistant prostate cancer (VENICE): a phase 3, double-blind randomised trial.	0.0501859908343787	1224.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7943bace02d2	work_doi_10_1007_s10683_011_9295_3	sr_0a4728aa6abf	1	Rodríguez-Lara and Moreno-Garrido (2011)	0.8370625330347348	38.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ef7f62c4de62	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_mul_077_7036	sr_3e576eaeee38	1		0.241746889207614	265.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_eb9f31c77627	work_plot2_metabus_open_bosco_jap_66_3_371_3048	sr_9ff92c0aba20	1		0.3034330424545041	301.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_57fc3fbc7870	work_title_genetic_variants_in_cpa6_and_prpf31_are_associated_with_variation	sr_14d8f4c6d1d5	1	Genetic Variants in CPA6 and PRPF31 are Associated with Variation in Response to Metformin in Individuals with Type 2 Diabetes.	0.2798863699551278	1312.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_0c6f1f0a5f0e	work_title_bold_oxygen_level_dependent_bold_activations_in_prespecified_rois	sr_025e90b19395	1	Bold Oxygen-level Dependent (BOLD) Activations in Prespecified ROIs	0.3902599077854014	82.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6e12e85028b5	work_title_untx_corrected_by_creatinine_50_nmol_mmol_at_week_13	sr_efa55a2812ef	1	uNTx (Corrected by Creatinine) < 50 Nmol/mmol at Week 13	0.6056348459564733	111.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_708dc4a98c0f	work_title_percent_change_from_baseline_in_calculated_low_density_lipoprotein	sr_9d0246e3a748	1	Percent Change From Baseline in Calculated Low Density Lipoprotein Cholesterol at Week 24: Intent-to-treat (ITT) Analysis	0.3137676135217137	615.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_53d860f1b52f	work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	sr_6c3339adac2d	1	Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12	0.078608258387828	215.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d155f3571faa	work_title_brons_et_al_2017_score_24yw6_31_1	sr_2ef5e9c7214d	1	Brons et al. (2017) (SCORE 24yw6_31_1)	1.037884929025988	27.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_087b74e8f205	work_title_nichols_knobe_2007	sr_09224852e3e6	1	Nichols & Knobe (2007)	0.82163362512238	41.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_414653a1833e	work_title_change_from_baseline_in_international_restless_legs_syndrome_study	sr_a556216508fd	1	Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks	0.1746715756666755	331.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_301eb63ce6e2	work_title_sulindac_effects_on_apoptosis_in_atypical_nevi	sr_fd9b4c04ec6f	1	Sulindac Effects on Apoptosis in Atypical Nevi	0.5143807833217554	50.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_89b112ac2e3f	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	sr_ddfbf61c7617	1	Change From Baseline in the Number of Bowel Movements Per Week	0.2204380960237279	1246.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_80c5101ad6a5	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	sr_4458f7fc086a	1	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack	0.2218714747725704	58.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f7be8512973d	work_plot2_metabus_open_bosco_pp_45_4_807_4702	sr_3a4c25fbf576	1		0.5726843407637365	240.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ec8134053338	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	sr_71af0798216e	1	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period	0.2507493891111328	527.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2a029c957e66	work_title_10_1007_s00213_003_1558_z	sr_09da2adb56e5	1	10.1007/s00213-003-1558-z	0.6163417693362002	26.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fe92d40b2a9a	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	sr_17d687917962	1	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase	0.1122829882278727	141.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a1ffffab147a	work_doi_10_17605_osf_io_evdp5	sr_ed726dff7f0e	1	Human adults prefer to cooperate even when it is costly: A replication of Curioni et al. (2022)	0.4618422052117069	50.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d86503ff3261	work_nct_nct00097695	sr_2a81f3efc08e	1	Time to Onset of Symptom Relief (TOSR)	0.320427614509881	84.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_32d89bd68660	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	sr_ea908acbfb0c	1	Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010	0.0128169995830771	102591.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_840171733c91	work_title_smoking_abstinence_for_7_days_at_last_contact	sr_dde25d3c0279	1	Smoking Abstinence for 7 Days at Last Contact	0.1906965943472453	518.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e520ca2055cc	work_title_olsson_sundell_2023_374	sr_ddd3d7c5f433	1	olsson_sundell_2023_374	0.93	62.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_820e8cecbd3d	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	sr_3c91b76d15f8	1	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month	0.2754085158134657	571.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f8495d337342	work_title_genome_wide_association_analysis_in_primary_sclerosing_cholangitis	sr_b55639792416	1	Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4.	0.1750783472406135	4344.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c11adb3855ba	work_nct_nct02025751	sr_b5e29f519aae	1	Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure	0.1452504363536321	53.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_745407ada139	work_title_integrative_analysis_of_genome_wide_association_studies_identifies	sr_3741edf3cd08	1	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	0.0404233061977699	77096.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_09d6eca52d0d	work_title_jap_79_6_959	sr_5adb462eb079	1	JAP-79-6-959	0.2827850071363719	377.5	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_917880431bd8	work_title_annual_rate_of_change_in_lung_density	sr_3f9b6a09599c	1	Annual Rate of Change in Lung Density	0.3040444575809548	180.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_39c3a979c337	work_plot2_kuhberger_2014_main_results_kuhberger_175_2405	sr_928de8f12480	1		0.0481111	5544.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_df2a2e7ed34b	work_title_percentage_of_participants_with_disease_free_survival_dfs	sr_827b0884ef5e	1	Percentage of Participants With Disease-free Survival (DFS)	0.0982679808777868	762.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_78841168d1cc	work_title_investigating_technology_enhanced_teacher_professional_development	sr_b7cb57c5cb78	1	Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools	0.5034534204220421	2321.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b6478cee59e0	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	sr_581b0190b9f5	1	Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued	0.5003828019545271	123.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_13205c413fbe	work_title_many_labs_2_anderson_1	sr_5c714fede5eb	1	Many Labs 2 - Anderson.1	0.04234	6905.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1aa51b73f170	work_title_when_your_world_must_be_defended_choosing_products_to_justify_the	sr_8144e362ed8b	1	When Your World Must Be Defended: Choosing Products To Justify The System	0.5362916143780116	138.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ac0b9913e536	work_title_how_does_the_design_of_waste_disposal_signage_influence_waste_disp	sr_936ecd0105d4	1	How Does The Design Of Waste Disposal Signage Influence Waste Disposal Behavior?	0.46	43.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2d297458f324	work_title_van_prooijen_j_w_van_dijk_e_2014_when_consequence_size_predicts_be	sr_7902813ac3c1	1	van Prooijen, J. W., & van Dijk, E. (2014). When consequence size predicts belief in conspiracy theories: The moderating role of perspective taking. Journal of Experimental Social Psychology, 55, 63-73.	0.5542562584220406	79.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_09227081ab52	work_title_percent_of_patients_in_histological_remission_30_eos_hpf	sr_e75bc376a0b1	1	Percent of Patients in Histological Remission (<30 Eos/Hpf)	1.5260156883266256	26.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a3d1ead03afc	work_doi_10_1111_j_1467_9280_2008_02045_x	sr_9eeaae2c75a9	1	The Value of Believing in Free Will	1.1490119979480506	30.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_df860e9c9f09	work_title_olsson_sundell_2023_397	sr_de9d02f3efe7	1	olsson_sundell_2023_397	0.67	116.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_284208fb02cc	work_title_political_ideology_predicted_nostalgia_meaning_that_the_more_conse	sr_a1c0077f9cb0	1	Political ideology predicted nostalgia, meaning that the more conservative participants were, the more nostalgic they were, b = .10, SE = .03, t(261) = 3.12, p = .002, R^2 = .04, 95% confidence interval (CI_b) [.03; .17].	0.3306455730617145	379.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ec6d48bd896e	work_title_kuhberger_905	sr_72e0ac9be373	1	kuhberger_905	0.7644703316137339	32.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f32da47476f4	work_title_corbo_osbat_2013	sr_f44201a1b8b4	1	Corbo & Osbat (2013)	0.1951800145897066	105.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_4d252ae13c41	work_title_object_working_memory_is_employed_during_mental_rotation	sr_b6505d27d5ef	1	object working memory is employed during mental rotation	0.0733852309655288	119.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a4c2f8268219	work_title_phase_ii_change_in_depressive_symptoms	sr_8b7d83b63310	1	Phase II - Change in Depressive Symptoms	0.1857464199766532	227.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6164513234a8	work_title_violent_offending_and_victimization_in_adolescence_social_network	sr_2eb0fc250a2a	1	Violent Offending And Victimization In Adolescence: Social Network Mechanisms And Homophily*	0.1491079991895317	1948.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c6f4f1268f59	work_doi_10_1002_acp_1376	sr_d5187cb33c19	1	Eyewitness memory following discussion: using the MORI technique with a Western sample	0.3276872706841403	40.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_9a85b46d292c	work_title_more_effort_is_expected_to_perform_an_additional_unit_of_work_when	sr_2af4bf57e7ef	1	More effort is expected to perform an additional unit of work when one is closer to than farther away from a goal, as one is outperforming and moving away from it	0.3	191.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_193b0b84c65e	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_cli_046_6731	sr_644891607462	1		0.701646415445623	60.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c49cba654469	work_title_shared_genetic_pathways_contribute_to_risk_of_hypertrophic_and_dil	sr_9b47ec766005	1	Shared genetic pathways contribute to risk of hypertrophic and dilated cardiomyopathies with opposite directions of effect.	0.0838267889870678	19260.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_5cb683af6f96	work_title_woon_373	sr_ef6a224b8b86	1	Woon_373	0.601	8.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fa6a5d12d39e	work_plot2_schaefer_schwarz_2019_with_prereg_schaefer_2019_preg_25_6452	sr_1eb547defd9c	1		0.262225245042163	732.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a3c5bc308107	work_doi_10_1086_653487	sr_1c33e20c69a2	1	Goerg et al. (2010)	1.43621748585187	24.0	Plot 1	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6184ee9292cd	work_title_du145_cell_proliferation_between_sipten_siptenp1_and_siptenp1	sr_0a95dbeefcd1	1	DU145 cell proliferation between siPTEN+siPTENP1 and siPTENP1	0.1037272	10.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8a99823738c1	work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	sr_0c20617bc06f	1	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12	0.5202779586591846	160.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6b95a8bc21c6	work_title_a_common_variant_in_the_setd7_gene_predicts_serum_lycopene_concent	sr_37178bbf2376	1	A Common Variant in the SETD7 Gene Predicts Serum Lycopene Concentrations.	0.3647502101743159	749.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_5f1d4d40830a	work_title_moral_foundations_graham_et_al_2009	sr_05cd86ffb475	1	Moral Foundations (Graham et al., 2009)	0.5164	1209.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7867cef83030	work_plot2_metabus_open_bosco_jap_87_4_687_3946	sr_026ab716fdc2	1		0.5946885327712141	67.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6345babe5196	work_title_locating_supreme_court_opinions_in_doctrine_space	sr_b35dc7490583	1	Locating Supreme Court Opinions in Doctrine Space	1.2264447383223382	240.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_02e8f1cc3960	work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	sr_0c6d1c09a807	1	Will Consumption Rebound After The Covid-19 Pandemic? A Structural Equation Modeling Research Based On The Psychological Arousal Theory	0.1719985875741245	1464.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_049ad0935c24	work_nct_nct00106392	sr_bb1471bd23d8	1	Erectile Function Domain Score Between Treated and Untreated Groups	0.2784869609051632	131.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_9872c5a6bd74	work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	sr_16dfaeed46ee	1	ACR20 responder odds for active regimen versus matched placebo/control row	0.1207933838265022	694.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_343391afdb07	work_title_emotionality_is_not_associated_with_the_political_orientation	sr_89366ac7df1c	1	Emotionality is not associated with the political orientation	0.0200010000750062	137.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_529346057b1d	work_title_incidence_of_gastroduodenal_ulcers	sr_1166ca428215	1	Incidence of Gastroduodenal Ulcers	0.5645064024926816	190.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_5a34f6493ccc	work_title_the_link_between_self_dehumanization_and_immoral_behavior	sr_d19dc790ebd7	1	The Link Between Self-Dehumanization and Immoral Behavior	1.8127257098329168	156.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a81779e7e27c	work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	sr_3f361d51253e	1	The Influences Of A Two-Tier Test Strategy On Student Learning: A Lag Sequential Analysis Approach	0.7404263626550371	79.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2fd665401294	work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	sr_d69fb669841a	1	Genetic associations with radiological damage in rheumatoid arthritis: Meta-analysis of seven genome-wide association studies of 2,775 cases.	0.1834672320433445	2775.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2e0f3d56d3ec	work_nct_nct00497146	sr_0ffe5117d055	1	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)	0.1934649565479643	227.0	Plot 3	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_544bce58a6d9	work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	sr_143d87ef36aa	1	Is There Selection Bias In Laboratory Experiments? The Case Of Social And Risk Preferences	0.1504173971117239	1173.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_24c5ebcdf489	work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	sr_629af99106ba	1	Loyal Rebels? A Test Of The Normative Conflict Model Of Constructive Deviance	0.5092187363880039	102.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_0c3a5b4580b5	work_plot2_button_nord_neuroscience_oldershaw_214_337	sr_2688beda5935	1		0.51	40.0	Plot 2	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_967b8d1cbfa7	work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	sr_44a8287fc7cc	1	Incorporating spatial-anatomical similarity into the VGWAS framework for AD biomarker detection.	0.3572892501138824	708.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_981939932896	work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	sr_8c10cb62280a	1	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization	0.0404660478393717	26449.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_cd31c844f828	work_title_f_1_76_11_53	sr_656af44d63ac	1	F(1,76)=11.53	0.7689486662203473	84.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_59a5d991e9fe	work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	sr_5c5f468d0b79	1	feelings of social warmth or coldness can be induced by experiences of physical warmth or coldness, and vice versa. Here we show that people tend to self-regulate their feelings of social warmth through applications of physical warmth, apparently without explicit awareness of doing so.	0.02	260.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6465802f3067	work_title_progression_free_survival_pfs_per_independent_radiologic_review	sr_b868072acfa7	1	Progression-Free Survival (PFS) Per Independent Radiologic Review.	0.0315211541736586	878.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fb897ab26ec3	work_title_intentional_disclosure_audience_privacy_setting	sr_bb35048cf955	1	intentional_disclosure: audience → privacy setting	0.181	797.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7792b5c239d0	work_title_modified_bromage_score_at_10_minutes_post_injection	sr_160ac121ff32	1	Modified Bromage Score at 10 Minutes Post-injection	0.6677188412960421	15.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_06b5c5fc236f	work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	sr_8ef41f574c02	1	Genetic variants at 2q24 are associated with susceptibility to type 2 diabetes.	0.1461889978160632	5643.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_3f85743cdbc0	work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	sr_041065fd13e4	1	Complete Healing of the Persistent Epithelial Defect (PED) or Corneal Ulcer Defined by Central Reviewer	0.3285956097363307	48.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d66f287278ab	work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	sr_7e8fa5f6115f	1	Genome-wide association and pathway analysis of left ventricular function after anthracycline exposure in adults.	0.5057090099030759	385.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_60ea139383f1	work_title_overall_survival	sr_e91cbb524953	1	Overall Survival	0.1877848384410637	1717.0	Plot 4	single_source_result_in_sample	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
