source_result_id	todo_type	priority	detail	starting_point
sr_b35dc7490583	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1540-5907.2010.00470.x
sr_0c6d1c09a807	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.31234/osf.io/ch72a
sr_16dfaeed46ee	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1055/s-0033-1360531
sr_16dfaeed46ee	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Phase+2+rheumatoid_arthritis+trial%3A+Tabalumab+120+mg+q4w+%2B+MTX+versus+Tabalumab+Placebo+q4w+%2B+MTX
sr_89366ac7df1c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.paid.2009.11.002
sr_1166ca428215	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00994461
sr_d19dc790ebd7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797618760784
sr_3f361d51253e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.compedu.2014.11.021
sr_d69fb669841a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/31596875/
sr_143d87ef36aa	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s10683-012-9342-8
sr_629af99106ba	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1002/job.2194
sr_2688beda5935	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.neubiorev.2010.11.001
sr_44a8287fc7cc	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/31095298/
sr_656af44d63ac	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797611428079
sr_5c5f468d0b79	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0023527
sr_b868072acfa7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01360554
sr_bb35048cf955	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1080/08838151.2012.732140
sr_160ac121ff32	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT03993314
sr_8ef41f574c02	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/20418489/
sr_041065fd13e4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02227147
sr_7e8fa5f6115f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/28542097/
sr_e91cbb524953	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01212991
sr_3c4b03e17612	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797613494853
sr_0e779c0101ec	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5566862/#B78
sr_7eef079beb19	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.85.2.237
sr_74bb31b5d242	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/26401656/
sr_a2e527fb29d6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1086/670394
sr_30b176b2d082	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s10290-012-0126-1
sr_30b176b2d082	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Mohler+%26+Seitz+%282012%29+2009.0
sr_eaab9016f715	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00385736
sr_505408ec5cfe	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0022-0167.40.4.518
sr_de1c92df2ed9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/1467-9280.00431
sr_459c73f90a3d	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1540-5907.2012.00627.x
sr_69da0613a6c0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/29521573/
sr_ec359e2c27e0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1097/01.asm.0001073948.78669.07
sr_ec359e2c27e0	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=2016+preregistered+key-question+effect+%28schaefer_2019_preg_50%29+2016.0
sr_4b879765bfd6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01075048
sr_0d80ddf31d89	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.neuropsychologia.2011.02.006
sr_0680b784ddd6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1468-0068.2010.00795.x
sr_dc8fc4fdac47	find_real_world_identifier	high	No DOI/PMID/PMCID/NCT/source URL was recovered for the represented work; use title, corpus row ID, or source documentation to resolve it.	data/raw/corpus_candidates/havranek_meta_analysis/eis/eis_unzipped/eis/eis.dta
sr_dc8fc4fdac47	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	data/raw/corpus_candidates/havranek_meta_analysis/eis/eis_unzipped/eis/eis.dta
sr_2ac5c37e5f0c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s11747-013-0354-5
sr_885a811e26fd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1126/science.1222426
sr_f2b05e0d75f6	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1126/science.1130726
sr_8d5804d7e7e8	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3758/bf03211160
sr_2d2f63f07b2f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1038/ncb2048
sr_649b913c7a05	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/35215271/
sr_2d3d0f11d546	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00369928
sr_50fdee6ef7a9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02359110
sr_09896453a68e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.93.4.864
sr_3cda92191f17	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/s0962-1849(12)00012-1
sr_f2d67c41c94e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00590577
sr_1da5d9472eaf	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00636636
sr_ba8e04437ef3	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/20686608/
sr_7432aa117bcb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.91.1.139
sr_0ef241dace7f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.7554/elife.34364
sr_616ebdabaa34	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00687830
sr_e1dd23091aff	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jbusres.2011.09.003
sr_8bf8e026decd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s13524-017-0612-0
sr_706e5e6c7819	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1017/xps.2014.3
sr_8e53fec0db78	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/jopart/mut017
sr_32884f9211fb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/32186652/
sr_5d9a9531214b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1177/0956797616662271
sr_f322cf6db3fd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.69.2.214
sr_7ac68cdbbc03	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02589639
sr_431a5e1736e3	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT03535844
sr_bf852f96d5ef	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/21499250/
sr_e9c214df8069	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02367066
sr_4420ad24a594	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01309841
sr_0cc5d4c7a6b9	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.3917/herm.espin.2017.01.0065
sr_0cc5d4c7a6b9	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=2017+preregistered+key-question+effect+%28schaefer_2019_preg_73%29+2017.0
sr_60c2a469e71e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.81.5.587
sr_5cfe7da2c521	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.66.6.706
sr_8ad55815e5fc	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.79.4.535
sr_a6f46bca45c2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/esr/jcp038
sr_368a7954cbb8	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02530385
sr_be6f969d81a7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/peps.2001.54.issue-3
sr_46fcf0099591	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.83.4.531
sr_fee3ac01c606	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://pubmed.ncbi.nlm.nih.gov/26041818/
sr_14b1bfc72686	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1017/xps.2013.1
sr_56a9f30f8d92	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/j.1744-6570.1998.tb00252.x
sr_c4f5b565a745	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.67.1.119
sr_8dbf832c0aa0	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.evolhumbehav.2013.12.002
sr_d30c0407b24b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.21769/bioprotoc.5001
sr_d30c0407b24b	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_BIO.019+2007.0
sr_4c9b3024bcba	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00706823
sr_868dfc6da179	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00333177
sr_2ead36cae8e2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1088/1126-6708/2008/12/093
sr_2ead36cae8e2	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_MUL.093+2008.0
sr_10e682ba553b	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1088/1126-6708/2006/05/031
sr_10e682ba553b	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_EXP.031+2006.0
sr_4f77703173f7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00596752
sr_ee72592661db	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0003-066x.54.6.408
sr_285363cf3974	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0021-9010.76.6.845
sr_d222165d0b25	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jesp.2012.10.017
sr_d3faea5526bc	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1007/s13524-014-0330-9
sr_1e8a07a9cd86	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/jicru/3.2.report70
sr_1e8a07a9cd86	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_DEV.029+2003.0
sr_65a9f9c5f7bd	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/bcpt.12183
sr_562a7f6042a2	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1097/acm.0000000000005485
sr_562a7f6042a2	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Nahmias+et+al.+%282006%29
sr_bf90b4be790a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00137267
sr_6e5c68827050	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1017/S0003055412000494
sr_d225c4f2ad96	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0012678
sr_6593fff4c749	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.evolhumbehav.2014.07.007
sr_910cc9ea32e4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1371/journal.pone.0105825
sr_80c5ee34e5f4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1162/qjec.122.3.1067
sr_187e0ccced6f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0096-3445.136.2.241
sr_af15cdb4aad8	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT02508480
sr_148ffca3367c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1161/01.Str.0000237124.20596.92
sr_22f96d70c38a	find_real_world_identifier	high	No DOI/PMID/PMCID/NCT/source URL was recovered for the represented work; use title, corpus row ID, or source documentation to resolve it.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_22f96d70c38a	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	data/raw/corpus_candidates/linden_2024/ATJ_Study2_ESs_and_Ns.sav
sr_f9f06025395c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5055753/
sr_bbf5b92dab8e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1590/0103-6351/1571
sr_bbf5b92dab8e	review_crossref_candidate	medium	Crossref returned a candidate DOI with low title similarity; review before promoting.	https://api.crossref.org/works?rows=1&query.bibliographic=Faria+%26+Haddad+%282014%29+2014.0
sr_af69b1b27c9f	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01514240
sr_78698f5ba037	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/s0272-6963(97)00033-8
sr_8226dc61270c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1101/2020.04.08.20058164
sr_541412d5d4e8	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0014066
sr_a929155b5e72	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037//0021-9010.74.1.143
sr_c1becaaf9056	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT04397718
sr_3cef793ec7a4	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1111/1467-6494.00102
sr_34e03261c24d	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/a0028964
sr_cf10c58438c7	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT01568866
sr_4dbf0cd7b50e	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1093/rfs/hhy022
sr_da95f9c21d25	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1037/0022-3514.90.2.197
sr_62cc168cbf4c	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1016/j.jesp.2013.05.007
sr_8989ad9654f1	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://clinicaltrials.gov/study/NCT00455429
sr_7967f7ac70eb	verify_number_in_original_or_authoritative_source	medium	The plotted number is traceable locally, but the copied number is not yet verified against original paper/table/API text.	https://doi.org/10.1371/journal.pone.0105825
