source_result_id	result_label	source_family	source_directness	coding_status	local_evidence_path	local_evidence_sha256	local_evidence_kind	doi_list	pmid_list	pmcid_list	nct_list	url_list	aea_trial_list	dataverse_dvn_list	source_bib_key	source_bib_doi	source_bib_url	source_bib_title	source_bib_real_world_url	crossref_resolved_doi	crossref_resolved_title	crossref_score	crossref_title_similarity	crossref_resolution_method	crossref_resolution_status	crossref_query_url	primary_real_world_url	primary_real_world_url_basis	grounding_status	literal_number_status	number_verified_against_original_source	grounding_note	evidence_level	evidence_level_name	source_is_original	number_verified_by_us	represented_work_identified	source_is_external	requires_manual_review	conversion_verified
sr_2eb0fc250a2a	Violent Offending And Victimization In Adolescence: Social Network Mechanisms And Homophily*	score_cos_claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.1111/1745-9125.12112							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1111/1745-9125.12112	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_d5187cb33c19	Eyewitness memory following discussion: using the MORI technique with a Western sample	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.1002/acp.1376 | 10.1037/h0101833							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1002/acp.1376	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_2af4bf57e7ef	More effort is expected to perform an additional unit of work when one is closer to than farther away from a goal, as one is outperforming and moving away from it	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.1006/cogp.1998.0708 | 10.17605/osf.io/wmqtb							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1006/cogp.1998.0708	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_644891607462	plot2::schaefer_2019_np_CLI.046	Schäfer/Schwarz psychology articles (without preregistration)	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	62dfc5e065a94a3dbfdbdd1c97a97c92c54021438c6e34f22f61be4c61771c9e	external_corpus_mirror								schaefer2019meaningfulness	10.3389/fpsyg.2019.00813	https://doi.org/10.3389/fpsyg.2019.00813	The Meaningfulness of Effect Sizes in Psychological Research: Differences Between Sub-Disciplines and the Impact of Potential Biases	https://doi.org/10.3389/fpsyg.2019.00813	10.1088/1126-6708/2001/11/046	Quarter BPS operators in Script N = 4 SYM		0.319	title_year_journal	candidate_low_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_np_CLI.046+2001.0	https://doi.org/10.1088/1126-6708/2001/11/046	crossref_doi	represented_work_crossref_candidate_low_similarity	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	2	external_source_assertion	false	false	false	true	true	false
sr_9b47ec766005	Shared genetic pathways contribute to risk of hypertrophic and dilated cardiomyopathies with opposite directions of effect.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		33495596						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/33495596/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_ef6a224b8b86	Woon_373	button_nord_neuroscience	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/button_nord_neuroscience/Effect_Sizes_opendata.xlsx	dbe8eb5e2fa6c7ed4cb6080360ee213acd34d1cea832d27feb847ca6fd0602db	external_corpus_mirror								button2013	10.1038/nrn3475	https://doi.org/10.1038/nrn3475	Power failure: why small sample size undermines the reliability of neuroscience	https://doi.org/10.1038/nrn3475	10.1002/hipo.20746	Gender does not moderate hippocampal volume deficits in adults with posttraumatic stress disorder: A meta-analysis.		1.000	button_nord_local_pmc_reference_lookup	source_specific_high_confidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC5566862/#B74; Button/Nord workbook gives first-author label Woon; mirrored PMC article reference list maps it to this reference. Scholar lookup: https://scholar.google.com/scholar_lookup?journal=Hippocampus&title=Gender%20does%20not%20moderate%20hippocampal%20volume%20deficits%20in%20adults%20with%20posttraumatic%20stress%20disorder:%20A%20meta-analysis&author=F%20Woon&author=DW%20Hedges&volume=21&publication_year=2011&pages=243-252&pmid=20882539&doi=10.1002/hipo.20746&	https://doi.org/10.1002/hipo.20746	crossref_doi	represented_work_source_specific_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_1eb547defd9c	plot2::schaefer_2019_preg_25	Schäfer/Schwarz preregistered psychology articles	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/schaefer_schwarz_2019/studies_with_prereg.xlsx	3d8068ab385e8e454aeba870adb4415adc9d306fda33b188a22f1b522e5acdd6	external_corpus_mirror								schaefer2019meaningfulness	10.3389/fpsyg.2019.00813	https://doi.org/10.3389/fpsyg.2019.00813	The Meaningfulness of Effect Sizes in Psychological Research: Differences Between Sub-Disciplines and the Impact of Potential Biases	https://doi.org/10.3389/fpsyg.2019.00813	10.1080/13540602.2018.1532407	Sustaining teachers’ stories to live by: implications for teacher education		0.200	title_year_journal	candidate_low_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=schaefer_2019_preg_25+2018.0	https://doi.org/10.1080/13540602.2018.1532407	crossref_doi	represented_work_crossref_candidate_low_similarity	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	2	external_source_assertion	false	false	false	true	true	false
sr_1c33e20c69a2	Goerg et al. (2010)	SCORE analyst join	replication_pair_source_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/orig_outcomes.csv	325b445d0a253342eb3d2d318aa4233bcca23c16866b5c1cc2733bab8f26478f	external_corpus_mirror	10.1086/653487							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1086/653487	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_0a95dbeefcd1	DU145 cell proliferation between siPTEN+siPTENP1 and siPTENP1	RPCB	replication_pair_source_row	coded_with_schema_gaps	data/raw/corpus_candidates/rpcb/RP_CB Final Analysis - Effect level data.csv	df1b7186b9cd3050141ccb67efa9c77f02383d769bf2babb94f5fecfc5d45bd4	external_corpus_mirror								errington2021	10.7554/elife.71601.sa2	https://doi.org/10.7554/elife.71601.sa2	Author response: Investigating the replicability of preclinical cancer biology	https://doi.org/10.7554/elife.71601.sa2	10.7554/elife.11802	Correction: Registered report: A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.		1.000	rpcb_paper_table_to_europepmc_exact_title	source_specific_high_confidence	RPCB paper table maps paper_1_experiment_2 to Paper #1: A coding-independent function of gene and pseudogene mRNAs regulates tumour biology.	https://doi.org/10.7554/elife.11802	crossref_doi	represented_work_source_specific_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_0c20617bc06f	Percent Change From Baseline in Low-Density Lipoprotein Cholesterol (LDL-C) at Week 12	ctgov_finer_grained_kg	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT01375764	https://clinicaltrials.gov/study/NCT01375764			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT01375764	nct	registry_identifier_nct	literal_number_from_external_corpus_mirror	not_yet	NCT registry row is treated as authoritative registry source for the literal result.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_37178bbf2376	A Common Variant in the SETD7 Gene Predicts Serum Lycopene Concentrations.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		26861389						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/26861389/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_05cd86ffb475	Moral Foundations (Graham et al., 2009)	replication_pair_originals_bridge	candidate_child_numeric_row	coded_with_schema_gaps	data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv	56416eb6fa2046912b2cc8916f9774e73668537f01abb4963ff9f73a2263fda8	internal_derived_table								internalPlot2ReplicationPairOriginalsBridge		https://www.rexdouglass.com	Replication-pair original-side bridge for Plot 2	https://www.rexdouglass.com	10.1037/t48554-000	Moral Foundations Dictionary		0.667	title_year_journal	candidate_low_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Moral+Foundations+%28Graham+et+al.%2C+2009%29	https://doi.org/10.1037/t48554-000	crossref_doi	represented_work_crossref_candidate_low_similarity	literal_number_from_internal_derived_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	false	true	false
sr_026ab716fdc2	plot2::JAP-87-4-687	metaBUS open Bosco subset	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	6ddc9c27ad135da96a982ed20004713fe4904741e34caee71828d7efbce9df1b	external_corpus_mirror								bosco2020metabus	10.1177/2515245919882693	https://doi.org/10.1177/2515245919882693	Advancing Meta-Analysis With Knowledge-Management Platforms: Using metaBUS in Psychology	https://doi.org/10.1177/2515245919882693	10.1037/0021-9010.87.4.687	Understanding when bad moods foster creativity and good ones don't: The role of context and clarity of feelings.	27.90902		metabus_journal_volume_issue_page	candidate_high_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Journal+of+Applied+Psychology+2002.0+87+4+687	https://doi.org/10.1037/0021-9010.87.4.687	crossref_doi	represented_work_crossref_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_b35dc7490583	Locating Supreme Court Opinions in Doctrine Space	esarey_wu_2016_political_science_main_findings	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta		external_corpus_mirror	10.1111/j.1540-5907.2010.00470.x							esareyWu2016	10.1177/2053168016665856	https://doi.org/10.1177/2053168016665856	Measuring the Effects of Publication Bias in Political Science	https://doi.org/10.1177/2053168016665856						not_needed_or_not_attempted		https://doi.org/10.1111/j.1540-5907.2010.00470.x	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_0c6d1c09a807	Will Consumption Rebound After The Covid-19 Pandemic? A Structural Equation Modeling Research Based On The Psychological Arousal Theory	DARPA SCORE / COS claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.31234/osf.io/ch72a							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.31234/osf.io/ch72a	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_bb1471bd23d8	Erectile Function Domain Score Between Treated and Untreated Groups	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00106392	https://clinicaltrials.gov/study/NCT00106392			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00106392	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_16dfaeed46ee	ACR20 responder odds for active regimen versus matched placebo/control row	Kerschbaumer 2020 rheumatology phase II/III	replication_pair_source_row	coded_with_schema_gaps	data/derived/replication_pairs/harvest/staged/kerschbaumer_2020_rheumatology_phase2_phase3__stage.csv	41a096d5caeb7b8416dc2c101c0eefb355ad7bfa6cadc50bdf0660a0665bc143	internal_derived_table								internalKerschbaumerPhaseIiIiiRheumatology		https://www.rexdouglass.com	Kerschbaumer 2020 rheumatology phase II/III extraction table	https://www.rexdouglass.com	10.1055/s-0033-1360531	Rheumatoide Arthritis – Tabalumab moderat wirksam nach MTX-Versagen		0.573	title_year_journal	candidate_low_similarity	https://api.crossref.org/works?rows=1&query.bibliographic=Phase+2+rheumatoid_arthritis+trial%3A+Tabalumab+120+mg+q4w+%2B+MTX+versus+Tabalumab+Placebo+q4w+%2B+MTX	https://doi.org/10.1055/s-0033-1360531	crossref_doi	represented_work_crossref_candidate_low_similarity	literal_number_from_internal_derived_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	false	true	false
sr_89366ac7df1c	Emotionality is not associated with the political orientation	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.1016/j.paid.2009.11.002 | 10.1016/j.jrp.2010.11.010							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1016/j.paid.2009.11.002	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_1166ca428215	Incidence of Gastroduodenal Ulcers	ctgov_finer_grained_kg	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00994461	https://clinicaltrials.gov/study/NCT00994461			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00994461	nct	registry_identifier_nct	literal_number_from_external_corpus_mirror	not_yet	NCT registry row is treated as authoritative registry source for the literal result.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_d19dc790ebd7	The Link Between Self-Dehumanization and Immoral Behavior	forrt_fred	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	external_corpus_mirror	10.1177/0956797618760784							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1177/0956797618760784	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_3f361d51253e	The Influences Of A Two-Tier Test Strategy On Student Learning: A Lag Sequential Analysis Approach	DARPA SCORE / COS claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.1016/j.compedu.2014.11.021							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1016/j.compedu.2014.11.021	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_d69fb669841a	Genetic associations with radiological damage in rheumatoid arthritis: Meta-analysis of seven genome-wide association studies of 2,775 cases.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		31596875						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/31596875/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_0ffe5117d055	Change From Baseline in Left Ventricular Mass Index (LVMI) Over 48 Weeks Measured by Cardiac Magnetic Resonance Imaging (MRI)	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00497146	https://clinicaltrials.gov/study/NCT00497146			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00497146	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_143d87ef36aa	Is There Selection Bias In Laboratory Experiments? The Case Of Social And Risk Preferences	DARPA SCORE / COS claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.1007/s10683-012-9342-8							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1007/s10683-012-9342-8	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_629af99106ba	Loyal Rebels? A Test Of The Normative Conflict Model Of Constructive Deviance	score_cos_claims	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/score/extracted_claims.csv	a86ba837b95738f3cb6d876cd9b0ab86db540208fb8eb89c0fa2d5f47829f60a	external_corpus_mirror	10.1002/job.2194							tyner2026	10.31222/osf.io/b7x8f_v1	https://doi.org/10.31222/osf.io/b7x8f\_v1	Investigating the replicability of the social and behavioural sciences	https://doi.org/10.31222/osf.io/b7x8f_v1						not_needed_or_not_attempted		https://doi.org/10.1002/job.2194	doi	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_2688beda5935	plot2::Oldershaw_214	Button/Nord neuroscience	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/button_nord_neuroscience/Effect_Sizes_opendata.xlsx	dbe8eb5e2fa6c7ed4cb6080360ee213acd34d1cea832d27feb847ca6fd0602db	external_corpus_mirror								button2013	10.1038/nrn3475	https://doi.org/10.1038/nrn3475	Power failure: why small sample size undermines the reliability of neuroscience	https://doi.org/10.1038/nrn3475	10.1016/j.neubiorev.2010.11.001	The socio-emotional processing stream in anorexia nervosa.		1.000	button_nord_local_pmc_reference_lookup	source_specific_high_confidence	https://pmc.ncbi.nlm.nih.gov/articles/PMC5566862/#B52; Button/Nord workbook gives first-author label Oldershaw; mirrored PMC article reference list maps it to this reference. Scholar lookup: https://scholar.google.com/scholar_lookup?journal=Neurosci%20Biobehav%20Rev&title=The%20socio-emotional%20processing%20stream%20in%20anorexia%20nervosa&author=A%20Oldershaw&author=D%20Hambrook&author=D%20Stahl&author=K%20Tchanturia&author=J%20Treasure&volume=35&publication_year=2011&pages=970-988&pmid=21070808&doi=10.1016/j.neubiorev.2010.11.001&	https://doi.org/10.1016/j.neubiorev.2010.11.001	crossref_doi	represented_work_source_specific_resolved	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_44a8287fc7cc	Incorporating spatial-anatomical similarity into the VGWAS framework for AD biomarker detection.	gwas_catalog	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	d54e13c7e17b4809c5d57202a5c76b8315dc5beb6e154377255df1de550fc8d2	external_corpus_mirror		31095298						yengo2022	10.1038/s41586-022-05275-y	https://doi.org/10.1038/s41586-022-05275-y	A saturated map of common genetic variants associated with human height	https://doi.org/10.1038/s41586-022-05275-y						not_needed_or_not_attempted		https://pubmed.ncbi.nlm.nih.gov/31095298/	pmid	represented_work_identifier_in_source_row	literal_number_from_external_corpus_mirror	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_8c10cb62280a	Kaplan-Meier Estimate of the Percentage of Participants Who Experienced Cardiovascular (CV) Death, Myocardial Infarction (MI), Stroke, or Urgent Coronary Revascularization (UCR) Within 3 Years From Randomization	ClinicalTrials.gov phase-2+ primary randomized registry rows	raw_ctgov_registry_row	fully_coded	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT00526474	https://clinicaltrials.gov/study/NCT00526474			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT00526474	nct	registry_identifier_nct	literal_number_from_registry_mirror	yes	NCT registry row is treated as authoritative registry source for the literal result.	6	original_number_extracted	true	true	true	true	false	true
sr_656af44d63ac	F(1,76)=11.53	Boyce student replication corpus	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/boyce_student/boyce_2023_data.csv	f646d679a792f34dcbb7c1a3d221e2359bf7851ffa1299f9def8215dffa61170	mirrored_replication_project								boyce2023studentreplication	10.1098/rsos.231240	https://doi.org/10.1098/rsos.231240	Eleven years of student replication projects provide evidence on the correlates of replicability in psychology	https://doi.org/10.1098/rsos.231240	10.1177/0956797611428079	Can an Agentic Black Woman Get Ahead? The Impact of Race and Interpersonal Dominance on Perceptions of Female Leaders		1.000	boyce_target_lastauthor_year_manual_crossref	source_specific_high_confidence	Boyce student-replication corpus gives target_lastauthor_year=livingston2012; exact statistic search and Crossref resolve the Livingston/Rosette/Washington article.	https://doi.org/10.1177/0956797611428079	crossref_doi	represented_work_source_specific_resolved	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_5c5f468d0b79	feelings of social warmth or coldness can be induced by experiences of physical warmth or coldness, and vice versa. Here we show that people tend to self-regulate their feelings of social warmth through applications of physical warmth, apparently without explicit awareness of doing so.	FReD filtered pair table	replication_pair_source_row	coded_with_schema_gaps	data/raw/replication_projects/fred/FReD.xlsx	59545e3fc0c2979d97507097526319ec8c275aae3ac40c0d1a6d327492079e6b	mirrored_replication_project	10.1037/a0023527 | 10.1037/arc0000007							tosh2024	10.1090/noti3044	https://doi.org/10.1090/noti3044	The Piranha Problem: Large Effects Swimming in a Small Pond	https://doi.org/10.1090/noti3044						not_needed_or_not_attempted		https://doi.org/10.1037/a0023527	doi	represented_work_identifier_in_source_row	literal_number_from_replication_project_table	not_yet	Real-world handle found, but the numeric result still needs original/source verification.	4	target_source_independently_grounded	false	false	true	true	true	false
sr_b868072acfa7	Progression-Free Survival (PFS) Per Independent Radiologic Review.	ctgov_finer_grained_kg	candidate_child_numeric_row	coded_with_schema_gaps	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	b41c171dad525c18cd25b9df1429a9590282e9cb91fbcf606b72ef00d7222af1	external_corpus_mirror				NCT01360554	https://clinicaltrials.gov/study/NCT01360554			du2024	10.6084/m9.figshare.24225166	https://doi.org/10.6084/m9.figshare.24225166	Clinical trials efficacy results dataset (derivative of AACT)	https://doi.org/10.6084/m9.figshare.24225166						not_needed_or_not_attempted		https://clinicaltrials.gov/study/NCT01360554	nct	registry_identifier_nct	literal_number_from_external_corpus_mirror	not_yet	NCT registry row is treated as authoritative registry source for the literal result.	4	target_source_independently_grounded	false	false	true	true	true	false
