mapping_id	from_source_id	to_source_id	relationship_type	relationship_subtype	mapping_assertion_source_id	mapping_assertion_access_id	mapping_assertion_locator	mapping_assertion_url	mapping_assertion_verbatim_text	mapping_evidence_type	external_relationship_id	external_relationship_url	relationship_date	relationship_updated_at	relationship_timing	prereg_registry_name	prereg_registration_id	prereg_document_type	prereg_primary_outcome_text	prereg_hypothesis_text	replication_kind	replication_target_claim	replication_original_result_id	replication_replicating_result_id	replication_outcome_match	replication_sample_relation	replication_design_relation	collection_role	dedupe_group_id	relationship_confidence	notes
map_665737401cc1	src_tyner2026	work_doi_10_1007_s10683_011_9295_3	corpus_asserts_result_for_paper	direct_replication	src_tyner2026	acc_836393e43a35	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	https://doi.org/10.1007/s10683-011-9295-3	label=Rodríguez-Lara and Moreno-Garrido (2011) | source_directness=replication_pair_source_row | effect_or_stat=0.8370625330347348 | N_text=38.0 | plotted_D=0.8370625330347348 | plotted_N=38.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/corpus_candidates/score/orig_outcomes.csv	code_or_package_manifest	10.1007/s10683-011-9295-3	https://doi.org/10.1007/s10683-011-9295-3			not_applicable													sampled_child_result	score_AgO1_9oxpdp_23m12_108_3	medium	source_result_id=sr_0a4728aa6abf; Inferred from dot-level parent source family and represented paper/result key.
map_b6edcb05f093	src_schaefer2019meaningfulness	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_mul_077_7036	corpus_asserts_result_for_paper	database_child_result	src_schaefer2019meaningfulness	acc_1b566ac4d73e	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.5860/choice.37sup-077	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.12 | N_text=265.0 | plotted_D=0.241746889207614 | plotted_N=265.0 | transform=reported_or_derived_r_total_to_d; N: reported_n | source_file=data/raw/corpus_candidates/schaefer_schwarz_2019/studies_without_prereg.xlsx	metadata_field		https://doi.org/10.5860/choice.37sup-077			not_applicable													sampled_child_result		medium	source_result_id=sr_3e576eaeee38; Inferred from dot-level parent source family and represented paper/result key.
map_44bc4f75b957	src_bosco2020metabus	work_plot2_metabus_open_bosco_jap_66_3_371_3048	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_955ee95804a2	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1037/0021-9010.66.3.371	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.30343304245450414 | N_text=301.0 | p_or_z=2.609088451886872 | plotted_D=0.3034330424545041 | plotted_N=301.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1037/0021-9010.66.3.371			not_applicable													sampled_child_result		medium	source_result_id=sr_9ff92c0aba20; Inferred from dot-level parent source family and represented paper/result key.
map_74d4101c4cd5	src_yengo2022	work_title_genetic_variants_in_cpa6_and_prpf31_are_associated_with_variation	corpus_asserts_result_for_paper	database_child_result	src_yengo2022	acc_bf7a03953cc7	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://pubmed.ncbi.nlm.nih.gov/29650774/	label=Genetic Variants in CPA6 and PRPF31 are Associated with Variation in Response to Metformin in Individuals with Type 2 Diabetes. | source_directness=candidate_child_numeric_row | effect_or_stat=0.27988636995512783 | N_text=1312.0 | p_or_z=5.068957749717791 | plotted_D=0.2798863699551278 | plotted_N=1312.0 | transform=two_sided_p_to_absz_to_2absz_sqrtN; N: sum_initial_sample_size_counts | source_file=data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	metadata_field		https://pubmed.ncbi.nlm.nih.gov/29650774/			not_applicable													sampled_child_result		medium	source_result_id=sr_14d8f4c6d1d5; Inferred from dot-level parent source family and represented paper/result key.
map_6ba7f81dad57	src_du2024	work_title_bold_oxygen_level_dependent_bold_activations_in_prespecified_rois	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02818036	label=Bold Oxygen-level Dependent (BOLD) Activations in Prespecified ROIs | source_directness=candidate_child_numeric_row | effect_or_stat=0.5689055217984285 | N_text=82.0 | p_or_z=2.575829303548901 | plotted_D=0.3902599077854014 | plotted_N=82.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02818036	https://clinicaltrials.gov/study/NCT02818036			not_applicable													sampled_child_result		medium	source_result_id=sr_025e90b19395; Inferred from dot-level parent source family and represented paper/result key.
map_5f093643aeec	src_du2024	work_title_untx_corrected_by_creatinine_50_nmol_mmol_at_week_13	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00104650	label=uNTx (Corrected by Creatinine) < 50 Nmol/mmol at Week 13 | source_directness=candidate_child_numeric_row | effect_or_stat=12.28 | N_text=111.0 | p_or_z=3.2905267314918945 | plotted_D=0.6056348459564733 | plotted_N=111.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00104650	https://clinicaltrials.gov/study/NCT00104650			not_applicable													sampled_child_result		medium	source_result_id=sr_efa55a2812ef; Inferred from dot-level parent source family and represented paper/result key.
map_4ef77368c688	src_du2024	work_title_percent_change_from_baseline_in_calculated_low_density_lipoprotein	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT02715726	label=Percent Change From Baseline in Calculated Low Density Lipoprotein Cholesterol at Week 24: Intent-to-treat (ITT) Analysis | source_directness=raw_ctgov_registry_row | effect_or_stat=-35.6 | N_text=615.0 | p_or_z=<0.0001 | plotted_D=0.3137676135217137 | plotted_N=615.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02715726	https://clinicaltrials.gov/study/NCT02715726			not_applicable													sampled_child_result		medium	source_result_id=sr_9d0246e3a748; Inferred from dot-level parent source family and represented paper/result key.
map_bc07edadae01	src_du2024	work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00725075	label=Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12 | source_directness=candidate_child_numeric_row | effect_or_stat=-2.26 | N_text=215.0 | p_or_z=1.1099977408298738 | plotted_D=0.078608258387828 | plotted_N=215.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00725075	https://clinicaltrials.gov/study/NCT00725075			not_applicable													sampled_child_result		medium	source_result_id=sr_6c3339adac2d; Inferred from dot-level parent source family and represented paper/result key.
map_ab5801b8974c	src_tyner2026	work_title_brons_et_al_2017_score_24yw6_31_1	corpus_asserts_result_for_paper	direct_replication	src_tyner2026	acc_836393e43a35	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	https://doi.org/10.1093/esr/jcx078	label=Brons et al. (2017) (SCORE 24yw6_31_1) | source_directness=replication_pair_source_row | effect_or_stat=1.037884929025988 | N_text=27.0 | plotted_D=1.037884929025988 | plotted_N=27.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/corpus_candidates/score/orig_outcomes.csv	code_or_package_manifest	10.1093/esr/jcx078	https://doi.org/10.1093/esr/jcx078			not_applicable													sampled_child_result	score_e227_single-trace_24yw6_31_1	medium	source_result_id=sr_2ef5e9c7214d; Inferred from dot-level parent source family and represented paper/result key.
map_41d8905223c1	src_internalplot2replicationpairoriginalsbridge	work_title_nichols_knobe_2007	corpus_asserts_result_for_paper	direct_replication	src_internalplot2replicationpairoriginalsbridge	acc_5a879e9390e7	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1093/acprof:osobl/9780199927418.001.0001	label=Nichols & Knobe (2007) | source_directness=candidate_child_numeric_row | effect_or_stat=0.82163362512238 | N_text=41.0 | plotted_D=0.82163362512238 | plotted_N=41.0 | transform=plot1_original_D; N: plot1_original_N | source_file=data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv	metadata_field	plot2::REPL_ORIG:title_nichols_knobe_2007	https://doi.org/10.1093/acprof:osobl/9780199927418.001.0001			not_applicable													sampled_child_result	plot2::REPL_ORIG:title_nichols_knobe_2007	medium	source_result_id=sr_09224852e3e6; Inferred from dot-level parent source family and represented paper/result key.
map_1c275934ce6a	src_du2024	work_title_change_from_baseline_in_international_restless_legs_syndrome_study	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00472199	label=Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks | source_directness=candidate_child_numeric_row | effect_or_stat=-2.6 | N_text=331.0 | p_or_z=2.664948996658952 | plotted_D=0.1746715756666755 | plotted_N=331.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00472199	https://clinicaltrials.gov/study/NCT00472199			not_applicable													sampled_child_result		medium	source_result_id=sr_a556216508fd; Inferred from dot-level parent source family and represented paper/result key.
map_76187b96ff8f	src_du2024	work_title_sulindac_effects_on_apoptosis_in_atypical_nevi	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00841204	label=Sulindac Effects on Apoptosis in Atypical Nevi | source_directness=candidate_child_numeric_row | effect_or_stat=0.7835668691236363 | N_text=50.0 | p_or_z=2.7703272333521762 | plotted_D=0.5143807833217554 | plotted_N=50.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00841204	https://clinicaltrials.gov/study/NCT00841204			not_applicable													sampled_child_result		medium	source_result_id=sr_fd9b4c04ec6f; Inferred from dot-level parent source family and represented paper/result key.
map_94c47ece2bc9	src_du2024	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01965652	label=Change From Baseline in the Number of Bowel Movements Per Week | source_directness=candidate_child_numeric_row | effect_or_stat=1.28 | N_text=1246.0 | p_or_z=3.890591886413094 | plotted_D=0.2204380960237279 | plotted_N=1246.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01965652	https://clinicaltrials.gov/study/NCT01965652			not_applicable													sampled_child_result		medium	source_result_id=sr_ddfbf61c7617; Inferred from dot-level parent source family and represented paper/result key.
map_969d90ae7375	src_du2024	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02796664	label=The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack | source_directness=candidate_child_numeric_row | effect_or_stat=0.19316687804649907 | N_text=58.0 | p_or_z=0.7355575573851105 | plotted_D=0.2218714747725704 | plotted_N=58.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02796664	https://clinicaltrials.gov/study/NCT02796664			not_applicable													sampled_child_result		medium	source_result_id=sr_4458f7fc086a; Inferred from dot-level parent source family and represented paper/result key.
map_cd4abba59c43	src_bosco2020metabus	work_plot2_metabus_open_bosco_pp_45_4_807_4702	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_955ee95804a2	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1111/j.1744-6570.1992.tb00969.x	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.7230769971004929 | N_text=240.0 | p_or_z=5.451185193960101 | plotted_D=0.5726843407637365 | plotted_N=240.0 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1111/j.1744-6570.1992.tb00969.x			not_applicable													sampled_child_result		medium	source_result_id=sr_3a4c25fbf576; Inferred from dot-level parent source family and represented paper/result key.
map_91c8a0f34221	src_du2024	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01070329	label=Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period | source_directness=candidate_child_numeric_row | effect_or_stat=1.81 | N_text=527.0 | p_or_z=2.878161739095483 | plotted_D=0.2507493891111328 | plotted_N=527.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01070329	https://clinicaltrials.gov/study/NCT01070329			not_applicable													sampled_child_result		medium	source_result_id=sr_71af0798216e; Inferred from dot-level parent source family and represented paper/result key.
map_1cb1ca964ff0	src_internalplot2replicationpairoriginalsbridge	work_title_10_1007_s00213_003_1558_z	corpus_asserts_result_for_paper	direct_replication	src_internalplot2replicationpairoriginalsbridge	acc_e144aa086fbd	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1007/s00213-003-1558-z	label=10.1007/s00213-003-1558-z | source_directness=candidate_child_numeric_row | effect_or_stat=0.6163417693362002 | N_text=26.0 | plotted_D=0.6163417693362002 | plotted_N=26.0 | transform=plot1_original_D; N: plot1_original_N | source_file=data/derived/replication_pairs/replication_pairs_figure2_rule_subset.csv	metadata_field	10.1007/s00213-003-1558-z	https://doi.org/10.1007/s00213-003-1558-z			not_applicable													sampled_child_result	published::replication_pair_originals_bridge::DOI:10.1007/s00213-003-1558-z	medium	source_result_id=sr_09da2adb56e5; Inferred from dot-level parent source family and represented paper/result key.
map_19ddfbfbe9d9	src_du2024	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00602030	label=4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase | source_directness=candidate_child_numeric_row | effect_or_stat=0.72 | N_text=141.0 | p_or_z=0.6666433063863063 | plotted_D=0.1122829882278727 | plotted_N=141.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00602030	https://clinicaltrials.gov/study/NCT00602030			not_applicable													sampled_child_result		medium	source_result_id=sr_17d687917962; Inferred from dot-level parent source family and represented paper/result key.
map_da96412f74c9	src_tosh2024	work_doi_10_17605_osf_io_evdp5	corpus_asserts_result_for_paper	direct_replication	src_tosh2024	acc_4c6ecf2ff3fc	data/derived/effect_inflation_dataset/plot1_replication_pair_details.csv	https://doi.org/10.1098/rspb.2022.0128	label=Human adults prefer to cooperate even when it is costly: A replication of Curioni et al. (2022) | source_directness=replication_pair_source_row | effect_or_stat=0.4618422052117069 | N_text=50.0 | plotted_D=0.4618422052117069 | plotted_N=50.0 | transform=replication-pair D/N imported from integrated replication pair source row | source_file=data/raw/replication_projects/fred/FReD.xlsx	code_or_package_manifest	10.1098/rspb.2022.0128	https://doi.org/10.1098/rspb.2022.0128			not_applicable													sampled_child_result	fred_additional_studies214_1606	medium	source_result_id=sr_ed726dff7f0e; Inferred from dot-level parent source family and represented paper/result key.
map_07bb2b8d7938	src_du2024	work_nct_nct00097695	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00097695	label=Time to Onset of Symptom Relief (TOSR) | source_directness=raw_ctgov_registry_row | effect_or_stat=0.142 | N_text=84.0 | p_or_z=0.142 | plotted_D=0.320427614509881 | plotted_N=84.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00097695	https://clinicaltrials.gov/study/NCT00097695			not_applicable													sampled_child_result		medium	source_result_id=sr_2a81f3efc08e; Inferred from dot-level parent source family and represented paper/result key.
map_6a73343c1623	src_tyner2026	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	corpus_asserts_result_for_paper	database_child_result	src_tyner2026	acc_706556435f5c	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1093/sf/sou088	label=Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010 | source_directness=candidate_child_numeric_row | effect_or_stat=0.012816999583077126 | N_text=102591.0 | p_or_z=-2.0526315789473686 | plotted_D=0.0128169995830771 | plotted_N=102591.0 | transform=score_free_text_coef_over_se_to_2absz_sqrtN; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv	metadata_field	10.1093/sf/sou088	https://doi.org/10.1093/sf/sou088			not_applicable													sampled_child_result		medium	source_result_id=sr_ea908acbfb0c; Inferred from dot-level parent source family and represented paper/result key.
map_90103e77a382	src_du2024	work_title_smoking_abstinence_for_7_days_at_last_contact	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT02730260	label=Smoking Abstinence for 7 Days at Last Contact | source_directness=candidate_child_numeric_row | effect_or_stat=1.8 | N_text=518.0 | p_or_z=2.1700903775845606 | plotted_D=0.1906965943472453 | plotted_N=518.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02730260	https://clinicaltrials.gov/study/NCT02730260			not_applicable													sampled_child_result		medium	source_result_id=sr_dde25d3c0279; Inferred from dot-level parent source family and represented paper/result key.
map_874a4ebca8d9	src_olsson2023publicationbias	work_title_olsson_sundell_2023_374	corpus_asserts_result_for_paper	database_child_result	src_olsson2023publicationbias	acc_c82cc0154174	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1371/journal.pone.0281110	label=olsson_sundell_2023_374 | source_directness=candidate_child_numeric_row | effect_or_stat=0.93 | N_text=62.0 | plotted_D=0.93 | plotted_N=62.0 | transform=reported_cohens_d; N: reported_analytic_sample_size | source_file=data/raw/publication_bias_direct/olsson_sundell_2023/pone.0281110.s003.xlsx	metadata_field	10.1371/journal.pone.0281110	https://doi.org/10.1371/journal.pone.0281110			not_applicable													sampled_child_result		medium	source_result_id=sr_ddd3d7c5f433; Inferred from dot-level parent source family and represented paper/result key.
map_f1c1ef3ec2c7	src_du2024	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT01817530	label=Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month | source_directness=candidate_child_numeric_row | effect_or_stat=32.51 | N_text=571.0 | p_or_z=3.2905267314918945 | plotted_D=0.2754085158134657 | plotted_N=571.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT01817530	https://clinicaltrials.gov/study/NCT01817530			not_applicable													sampled_child_result		medium	source_result_id=sr_3c91b76d15f8; Inferred from dot-level parent source family and represented paper/result key.
map_8a10b5550c09	src_yengo2022	work_title_genome_wide_association_analysis_in_primary_sclerosing_cholangitis	corpus_asserts_result_for_paper	database_child_result	src_yengo2022	acc_bf7a03953cc7	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://pubmed.ncbi.nlm.nih.gov/22821403/	label=Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4. | source_directness=candidate_child_numeric_row | effect_or_stat=1.33 | N_text=4344.0 | p_or_z=5.5414367127831925 | plotted_D=0.1750783472406135 | plotted_N=4344.0 | transform=two_sided_p_to_absz_to_2absz_sqrtN; N: sum_initial_sample_size_counts | source_file=data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	metadata_field		https://pubmed.ncbi.nlm.nih.gov/22821403/			not_applicable													sampled_child_result		medium	source_result_id=sr_b55639792416; Inferred from dot-level parent source family and represented paper/result key.
map_ac2f3356134f	src_du2024	work_nct_nct02025751	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT02025751	label=Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure | source_directness=raw_ctgov_registry_row | effect_or_stat=0.597 | N_text=53.0 | p_or_z=0.597 | plotted_D=0.1452504363536321 | plotted_N=53.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT02025751	https://clinicaltrials.gov/study/NCT02025751			not_applicable													sampled_child_result		medium	source_result_id=sr_b5e29f519aae; Inferred from dot-level parent source family and represented paper/result key.
map_c37a8df88412	src_yengo2022	work_title_integrative_analysis_of_genome_wide_association_studies_identifies	corpus_asserts_result_for_paper	database_child_result	src_yengo2022	acc_bf7a03953cc7	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://pubmed.ncbi.nlm.nih.gov/33479212/	label=Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders. | source_directness=candidate_child_numeric_row | effect_or_stat=0.080768764 | N_text=77096.0 | p_or_z=5.612001244174789 | plotted_D=0.0404233061977699 | plotted_N=77096.0 | transform=two_sided_p_to_absz_to_2absz_sqrtN; N: sum_initial_sample_size_counts | source_file=data/raw/corpus_candidates/gwas_catalog/gwas-catalog-download-associations-alt-full.tsv	metadata_field		https://pubmed.ncbi.nlm.nih.gov/33479212/			not_applicable													sampled_child_result		medium	source_result_id=sr_3741edf3cd08; Inferred from dot-level parent source family and represented paper/result key.
map_f73b451201ed	src_bosco2020metabus	work_title_jap_79_6_959	corpus_asserts_result_for_paper	database_child_result	src_bosco2020metabus	acc_b2a8ef9c99e9	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.1037/0021-9010.79.6.959	label=JAP-79-6-959 | source_directness=candidate_child_numeric_row | effect_or_stat=0.28278500713637195 | N_text=377.5 | p_or_z=2.7271920976628707 | plotted_D=0.2827850071363719 | plotted_N=377.5 | transform=pearson_r_to_d; N: article_median_reported_matrix_N | source_file=data/raw/corpus_candidates/metabus/Ver2-08_MasterDB_JAP-PPsych_1980-2010.xlsx	metadata_field		https://doi.org/10.1037/0021-9010.79.6.959			not_applicable													sampled_child_result		medium	source_result_id=sr_5adb462eb079; Inferred from dot-level parent source family and represented paper/result key.
map_259665ad3aff	src_du2024	work_title_annual_rate_of_change_in_lung_density	database_reports_paper_result	trial_registry_record	src_du2024	acc_1783c4826f15	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://clinicaltrials.gov/study/NCT00261833	label=Annual Rate of Change in Lung Density | source_directness=candidate_child_numeric_row | effect_or_stat=0.618 | N_text=180.0 | p_or_z=2.183486528006559 | plotted_D=0.3040444575809548 | plotted_N=180.0 | transform=registry_p_to_absz_to_2absz_sqrtN; N: trial_enrollment | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00261833	https://clinicaltrials.gov/study/NCT00261833			not_applicable													sampled_child_result		medium	source_result_id=sr_3f9b6a09599c; Inferred from dot-level parent source family and represented paper/result key.
map_653ed95f757b	src_kuhberger2014publicationbias	work_plot2_kuhberger_2014_main_results_kuhberger_175_2405	corpus_asserts_result_for_paper	database_child_result	src_kuhberger2014publicationbias	acc_e7e030796076	data/derived/effect_inflation_dataset/plot2_published_paper_details.csv	https://doi.org/10.1371/journal.pone.0105825	label= | source_directness=candidate_child_numeric_row | effect_or_stat=0.024048592912870363 | N_text=5544.0 | plotted_D=0.0481111 | plotted_N=5544.0 | transform=reported_r_to_d; N: reported_filtered_n | source_file=data/raw/corpus_candidates/kuhberger_2014/pone.0105825.s002.sav	metadata_field	10.1371/journal.pone.0105825	https://doi.org/10.1371/journal.pone.0105825			not_applicable													sampled_child_result		medium	source_result_id=sr_928de8f12480; Inferred from dot-level parent source family and represented paper/result key.
map_d1637c5e4141	src_du2024	work_title_percentage_of_participants_with_disease_free_survival_dfs	database_reports_paper_result	trial_registry_record	src_du2024	acc_21c181e8fd7f	data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv; phase-2+ randomized interventional trial with exactly one eligible registered primary two-group outcome; D reconstructed from registry p-value and enrollment	https://clinicaltrials.gov/study/NCT00630032	label=Percentage of Participants With Disease-free Survival (DFS) | source_directness=raw_ctgov_registry_row | effect_or_stat=0.8 | N_text=762.0 | p_or_z=0.175 | plotted_D=0.0982679808777868 | plotted_N=762.0 | transform=registry p-value/enrollment to D proxy; raw row recovered with NCT_ID/outcome_title | source_file=data/raw/corpus_candidates/ctgov_kg/efficacy_df.csv	metadata_field	NCT00630032	https://clinicaltrials.gov/study/NCT00630032			not_applicable													sampled_child_result		medium	source_result_id=sr_827b0884ef5e; Inferred from dot-level parent source family and represented paper/result key.
map_6a36cf2d9b3f	src_tyner2026	work_title_investigating_technology_enhanced_teacher_professional_development	corpus_asserts_result_for_paper	database_child_result	src_tyner2026	acc_257dfff88ee0	data/derived/corpus_candidates/candidate_d_n_papers.csv	https://doi.org/10.3102/0013189x16644602	label=Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools | source_directness=candidate_child_numeric_row | effect_or_stat=0.5034534204220421 | N_text=2321.0 | p_or_z=8.0 | plotted_D=0.5034534204220421 | plotted_N=2321.0 | transform=score_free_text_2_abs_t_over_sqrt_df; N: score_free_text_sample_size_parse | source_file=data/raw/corpus_candidates/score/extracted_claims.csv	metadata_field	10.3102/0013189x16644602	https://doi.org/10.3102/0013189x16644602			not_applicable													sampled_child_result		medium	source_result_id=sr_b7cb57c5cb78; Inferred from dot-level parent source family and represented paper/result key.
