canonical_result_id	represented_source_id	preferred_source_result_id	result_label	D	N	effect_metric_for_plot	panel	row_unit	source_result_count	aggregation_rule	D_min	D_median	D_max	N_min	N_median	N_max	resolution_status	resolution_notes
cr_cf0693a9bb10	work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_60	sr_05a96a248d34	2016 preregistered key-question effect (schaefer_2019_preg_60)	0.4135353313582087	272.0	d_proxy	plot_3	Plot 3	1	single sampled source-result	0.4135353313582087	0.4135353313582087	0.4135353313582087	272.0	272.0	272.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_be39d1bcfbd3	work_title_do_cannabis_based_medicinal_extracts_have_general_or_specific_effe	sr_6d53289e06ab	Do cannabis-based medicinal extracts have general or specific effects on symptoms in multiple sclerosis? A double-blind, randomized, placebo-controlled study on 160 patients.	0.5202779586591846	160.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5202779586591846	0.5202779586591846	0.5202779586591846	160.0	160.0	160.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1b2b1ee70f3e	work_title_maximizing_performance	sr_528e74f3ea09	Maximizing Performance	1.4611534228661185	18.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	1.4611534228661185	1.4611534228661185	1.4611534228661185	18.0	18.0	18.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_1d1425ddc05e	work_title_a_genome_wide_association_meta_analysis_of_preschool_internalizing	sr_68b9aab77905	A genome-wide association meta-analysis of preschool internalizing problems.	0.1217060381014085	5627.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1217060381014085	0.1217060381014085	0.1217060381014085	5627.0	5627.0	5627.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e71227675295	work_title_organizational_learning_in_target_setting	sr_612caed0e0da	Organizational Learning In Target Setting	0.117922573274079	1105.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.117922573274079	0.117922573274079	0.117922573274079	1105.0	1105.0	1105.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c26e3a80d45e	work_plot2_metabus_open_bosco_jap_77_4_453_3437	sr_21fe810427f5	plot2::JAP-77-4-453	0.472672040177118	1491.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.472672040177118	0.472672040177118	0.472672040177118	1491.0	1491.0	1491.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_dea9a4e408fb	work_plot2_metabus_open_bosco_jap_93_3_632_4351	sr_d77f8db1d1b7	plot2::JAP-93-3-632	0.1202165849551291	300.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.1202165849551291	0.1202165849551291	0.1202165849551291	300.0	300.0	300.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6080be97b5c5	work_title_genome_wide_association_study_of_mri_markers_of_cerebral_small_ves	sr_31cedf25f0f0	Genome-wide association study of MRI markers of cerebral small vessel disease in 42,310 participants.	0.0806255795233538	43105.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0806255795233538	0.0806255795233538	0.0806255795233538	43105.0	43105.0	43105.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_dd1d616fa15c	work_plot2_metabus_open_bosco_jap_95_1_183_4501	sr_553821bb35af	plot2::JAP-95-1-183	0.5385204638677067	90.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.5385204638677067	0.5385204638677067	0.5385204638677067	90.0	90.0	90.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8b4a324ac62b	work_title_percentage_of_patients_achieving_glycosylated_hemoglobin_hba1c_con	sr_6ec02a020539	Percentage of Patients Achieving Glycosylated Hemoglobin (HbA1c) Concentration ≤7.0% With Weight Loss (≥1.0 kg) at Endpoint (Week 26)	0.5222388605865403	222.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5222388605865403	0.5222388605865403	0.5222388605865403	222.0	222.0	222.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_284926d25dbc	work_title_jap_91_4_971	sr_6b48885948a9	JAP-91-4-971	0.5833333333333334	123.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5833333333333334	0.5833333333333334	0.5833333333333334	123.0	123.0	123.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_092b5d985968	work_title_alves_et_al_2018_score_24716_49_3	sr_afedb8c87b93	Alves et al. (2018) (SCORE 24716_49_3)	0.0234904946765196	1245.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.0234904946765196	0.0234904946765196	0.0234904946765196	1245.0	1245.0	1245.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_04f544e1f7a6	work_title_jap_86_6_1120	sr_fbb29ff3b4c7	JAP-86-6-1120	0.3034330424545041	125.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3034330424545041	0.3034330424545041	0.3034330424545041	125.0	125.0	125.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_99676ce8b727	work_title_identification_of_common_genetic_polymorphisms_associated_with_dow	sr_dc4eddf69c3c	Identification of common genetic polymorphisms associated with down-regulated gonadotropin levels in an exome-wide association study.	0.6920814685342284	862.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.6920814685342284	0.6920814685342284	0.6920814685342284	862.0	862.0	862.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_45dd91a5cbc3	work_title_percentage_of_heavy_drinking_days_at_week_16_endpoint	sr_01b8db23d742	Percentage of Heavy Drinking Days at Week 16 Endpoint	0.1605763263732441	375.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1605763263732441	0.1605763263732441	0.1605763263732441	375.0	375.0	375.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_670d6a44e52d	work_doi_10_2466_pms_109_2_577_580	sr_0832a411bca2	Replicating a Simple Study of Asymmetry in Human Cognition	0.0632771997168332	26.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.0632771997168332	0.0632771997168332	0.0632771997168332	26.0	26.0	26.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f55a63e299ad	work_title_olsson_sundell_2023_57	sr_47e74981aa68	olsson_sundell_2023_57	0.514	120.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.514	0.514	0.514	120.0	120.0	120.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c9efa59802e6	work_title_many_labs_2_alter_1	sr_6c3663410cb7	Many Labs 2 - Alter.1	0.03287	6935.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.03287	0.03287	0.03287	6935.0	6935.0	6935.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_9f7bf74e8ec2	work_title_wage_stagnation_and_buyer_power_how_buyer_supplier_relations_affec	sr_0372d6c4f192	Wage Stagnation And Buyer Power: How Buyer-Supplier Relations Affect U.s. Workers’ Wages, 1978 To 2014	0.0359969916743802	33424.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.0359969916743802	0.0359969916743802	0.0359969916743802	33424.0	33424.0	33424.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_9735b4ab283f	work_plot2_metabus_open_bosco_pp_53_1_153_4827	sr_6c8fbd0ac45b	plot2::PP-53-1-153	0.472672040177118	461.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.472672040177118	0.472672040177118	0.472672040177118	461.0	461.0	461.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_52026d2d9766	work_title_phase_3_psoriatic_arthritis_trial_brodalumab_140_mg_csdmard_versus	sr_df148fcf0ce2	Phase 3 psoriatic_arthritis trial: Brodalumab 140 mg + csDMARD versus Brodalumab Placebo + csDMARD	0.3558154498042149	287.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.3558154498042149	0.3558154498042149	0.3558154498042149	287.0	287.0	287.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2b369c6622b1	work_title_genomics_of_perivascular_space_burden_unravels_early_mechanisms_of	sr_d3539c7b3ccb	Genomics of perivascular space burden unravels early mechanisms of cerebral small vessel disease.	0.0645928523492454	38598.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0645928523492454	0.0645928523492454	0.0645928523492454	38598.0	38598.0	38598.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_27e04d097f8c	work_title_researchers_showed_images_to_the_adolescents_with_anorexia_nervosa	sr_b60e3b988d3b	Researchers showed images to the adolescents with anorexia nervosa and adolescents with major depression to make decisions on the nature of the stimulus presented. They had to indicate which emotion (happy, sad, afraid, angry, or neutral) the face expressed.	2.073343962472699	89.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	2.073343962472699	2.073343962472699	2.073343962472699	89.0	89.0	89.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8fd3ec317d1c	work_title_log_transformed_log_28_day_seizure_rate_for_all_primary_generalize	sr_3fcd19c120b1	Log-transformed (Log) 28-day Seizure Rate for All Primary Generalized Tonic-Clonic (PGTC) Seizures During 12-Week Double-Blind Treatment Phase	0.0290671581010409	219.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0290671581010409	0.0290671581010409	0.0290671581010409	219.0	219.0	219.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_8cc70fc66b6b	work_title_explaining_explanations_how_legislators_explain_their_policy_posit	sr_a9a7d2fcc0d6	Explaining Explanations: How Legislators Explain Their Policy Positions And How Citizens React	0.4842534966876879	56.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4842534966876879	0.4842534966876879	0.4842534966876879	56.0	56.0	56.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f30d69dba27d	work_title_religious_beliefs_and_behavior_cognitive_orientation_towards_spiri	sr_be4fa916ebbe	Religious beliefs and behavior: Cognitive orientation towards spirituality - C	0.4838802312430977	595.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.4838802312430977	0.4838802312430977	0.4838802312430977	595.0	595.0	595.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_75fac1fd2e88	work_title_garry_et_al_2008_co_witness_memory_distortion_original_new_zealand	sr_e2cb991d651a	Garry et al. (2008) co-witness memory distortion original New Zealand study	1.46	40.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	1.46	1.46	1.46	40.0	40.0	40.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_3a2ce105a73e	work_nct_nct04244084	sr_76a99a771018	Time to Resolution of Acute Respiratory Viral Infection (ARVI) Symptoms	0.3124827209583985	240.0	d_proxy	plot_3	Plot 3	1	single sampled source-result	0.3124827209583985	0.3124827209583985	0.3124827209583985	240.0	240.0	240.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_dce8b5cc444a	work_title_https_osf_io_8j9cg	sr_4018aa63d523	https://osf.io/8j9cg/	0.0122169439216606	270.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.0122169439216606	0.0122169439216606	0.0122169439216606	270.0	270.0	270.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7ec691ba22d2	work_title_participants_cheated_more_frequently_after_reading_the_anti_free_w	sr_1ffcb30d1c76	"""Participants cheated more frequently after reading the anti-free-will essay than after reading the control essay"""	0.2057911559798833	58.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2057911559798833	0.2057911559798833	0.2057911559798833	58.0	58.0	58.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ac6e3d563324	work_title_f_1_117_127_07	sr_5b1a0fc622e3	F(1,117)=127.07	2.256661635941559	115.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	2.256661635941559	2.256661635941559	2.256661635941559	115.0	115.0	115.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_62716ea314e5	work_title_complete_heartburn_relief_during_the_first_full_24_hour_period_in	sr_29a6bfd3a748	Complete Heartburn Relief During the First Full 24-Hour Period in the ITT Population.	0.2624037856306126	629.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2624037856306126	0.2624037856306126	0.2624037856306126	629.0	629.0	629.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d506005e9c6a	work_plot2_metabus_open_bosco_pp_63_2_439_4994	sr_1c71871780ff	plot2::PP-63-2-439	0.1605144707810256	668.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.1605144707810256	0.1605144707810256	0.1605144707810256	668.0	668.0	668.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b36062c27101	work_title_aflibercept_versus_placebo_in_combination_with_docetaxel_and_predn	sr_1ba37b2938cd	Aflibercept versus placebo in combination with docetaxel and prednisone for treatment of men with metastatic castration-resistant prostate cancer (VENICE): a phase 3, double-blind randomised trial.	0.0501859908343787	1224.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.0501859908343787	0.0501859908343787	0.0501859908343787	1224.0	1224.0	1224.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_7943bace02d2	work_doi_10_1007_s10683_011_9295_3	sr_0a4728aa6abf	Rodríguez-Lara and Moreno-Garrido (2011)	0.8370625330347348	38.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.8370625330347348	0.8370625330347348	0.8370625330347348	38.0	38.0	38.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ef7f62c4de62	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_mul_077_7036	sr_3e576eaeee38	plot2::schaefer_2019_np_MUL.077	0.241746889207614	265.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.241746889207614	0.241746889207614	0.241746889207614	265.0	265.0	265.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_eb9f31c77627	work_plot2_metabus_open_bosco_jap_66_3_371_3048	sr_9ff92c0aba20	plot2::JAP-66-3-371	0.3034330424545041	301.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.3034330424545041	0.3034330424545041	0.3034330424545041	301.0	301.0	301.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_57fc3fbc7870	work_title_genetic_variants_in_cpa6_and_prpf31_are_associated_with_variation	sr_14d8f4c6d1d5	Genetic Variants in CPA6 and PRPF31 are Associated with Variation in Response to Metformin in Individuals with Type 2 Diabetes.	0.2798863699551278	1312.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2798863699551278	0.2798863699551278	0.2798863699551278	1312.0	1312.0	1312.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_0c6f1f0a5f0e	work_title_bold_oxygen_level_dependent_bold_activations_in_prespecified_rois	sr_025e90b19395	Bold Oxygen-level Dependent (BOLD) Activations in Prespecified ROIs	0.3902599077854014	82.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3902599077854014	0.3902599077854014	0.3902599077854014	82.0	82.0	82.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_6e12e85028b5	work_title_untx_corrected_by_creatinine_50_nmol_mmol_at_week_13	sr_efa55a2812ef	uNTx (Corrected by Creatinine) < 50 Nmol/mmol at Week 13	0.6056348459564733	111.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.6056348459564733	0.6056348459564733	0.6056348459564733	111.0	111.0	111.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_708dc4a98c0f	work_title_percent_change_from_baseline_in_calculated_low_density_lipoprotein	sr_9d0246e3a748	Percent Change From Baseline in Calculated Low Density Lipoprotein Cholesterol at Week 24: Intent-to-treat (ITT) Analysis	0.3137676135217137	615.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3137676135217137	0.3137676135217137	0.3137676135217137	615.0	615.0	615.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_53d860f1b52f	work_title_change_from_baseline_in_modified_scale_for_the_assessment_of_negat	sr_6c3339adac2d	Change From Baseline in Modified Scale for the Assessment of Negative Symptoms (SANS 1-22 Composite Score) at Week 12	0.078608258387828	215.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.078608258387828	0.078608258387828	0.078608258387828	215.0	215.0	215.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d155f3571faa	work_title_brons_et_al_2017_score_24yw6_31_1	sr_2ef5e9c7214d	Brons et al. (2017) (SCORE 24yw6_31_1)	1.037884929025988	27.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	1.037884929025988	1.037884929025988	1.037884929025988	27.0	27.0	27.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_087b74e8f205	work_title_nichols_knobe_2007	sr_09224852e3e6	Nichols & Knobe (2007)	0.82163362512238	41.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.82163362512238	0.82163362512238	0.82163362512238	41.0	41.0	41.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_414653a1833e	work_title_change_from_baseline_in_international_restless_legs_syndrome_study	sr_a556216508fd	Change From Baseline in International Restless Legs Syndrome Study Group Rating Scale (IRLS) Total Score After 26 Weeks	0.1746715756666755	331.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1746715756666755	0.1746715756666755	0.1746715756666755	331.0	331.0	331.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_301eb63ce6e2	work_title_sulindac_effects_on_apoptosis_in_atypical_nevi	sr_fd9b4c04ec6f	Sulindac Effects on Apoptosis in Atypical Nevi	0.5143807833217554	50.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5143807833217554	0.5143807833217554	0.5143807833217554	50.0	50.0	50.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_89b112ac2e3f	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	sr_ddfbf61c7617	Change From Baseline in the Number of Bowel Movements Per Week	0.2204380960237279	1246.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2204380960237279	0.2204380960237279	0.2204380960237279	1246.0	1246.0	1246.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_80c5101ad6a5	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	sr_4458f7fc086a	The Composite of Cerebral Ischemic Stroke and Transient Ischemic Attack	0.2218714747725704	58.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2218714747725704	0.2218714747725704	0.2218714747725704	58.0	58.0	58.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f7be8512973d	work_plot2_metabus_open_bosco_pp_45_4_807_4702	sr_3a4c25fbf576	plot2::PP-45-4-807	0.5726843407637365	240.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.5726843407637365	0.5726843407637365	0.5726843407637365	240.0	240.0	240.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_ec8134053338	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	sr_71af0798216e	Change From Baseline in the Brief Pain Inventory-Short Form (BPI-SF) Average Pain Score During the 8-Week Treatment Period	0.2507493891111328	527.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2507493891111328	0.2507493891111328	0.2507493891111328	527.0	527.0	527.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_2a029c957e66	work_title_10_1007_s00213_003_1558_z	sr_09da2adb56e5	10.1007/s00213-003-1558-z	0.6163417693362002	26.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.6163417693362002	0.6163417693362002	0.6163417693362002	26.0	26.0	26.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_fe92d40b2a9a	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	sr_17d687917962	4-Month Progression-free Survival (PFS) Rate in the Double-blind Phase	0.1122829882278727	141.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1122829882278727	0.1122829882278727	0.1122829882278727	141.0	141.0	141.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_a1ffffab147a	work_doi_10_17605_osf_io_evdp5	sr_ed726dff7f0e	Human adults prefer to cooperate even when it is costly: A replication of Curioni et al. (2022)	0.4618422052117069	50.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.4618422052117069	0.4618422052117069	0.4618422052117069	50.0	50.0	50.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_d86503ff3261	work_nct_nct00097695	sr_2a81f3efc08e	Time to Onset of Symptom Relief (TOSR)	0.320427614509881	84.0	d_proxy	plot_3	Plot 3	1	single sampled source-result	0.320427614509881	0.320427614509881	0.320427614509881	84.0	84.0	84.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_32d89bd68660	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	sr_ea908acbfb0c	Ethnic Diversity, Economic And Cultural Contexts, And Social Trust: Cross-Sectional And Longitudinal Evidence From European Regions, 2002–2010	0.0128169995830771	102591.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.0128169995830771	0.0128169995830771	0.0128169995830771	102591.0	102591.0	102591.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_840171733c91	work_title_smoking_abstinence_for_7_days_at_last_contact	sr_dde25d3c0279	Smoking Abstinence for 7 Days at Last Contact	0.1906965943472453	518.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1906965943472453	0.1906965943472453	0.1906965943472453	518.0	518.0	518.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_e520ca2055cc	work_title_olsson_sundell_2023_374	sr_ddd3d7c5f433	olsson_sundell_2023_374	0.93	62.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.93	0.93	0.93	62.0	62.0	62.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_820e8cecbd3d	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	sr_3c91b76d15f8	Percentage of Participants With a Menstrual Blood Loss (MBL) Volume of < 80 mL at the Final Month and a ≥ 50% Reduction in MBL Volume From Baseline to the Final Month	0.2754085158134657	571.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2754085158134657	0.2754085158134657	0.2754085158134657	571.0	571.0	571.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_f8495d337342	work_title_genome_wide_association_analysis_in_primary_sclerosing_cholangitis	sr_b55639792416	Genome-wide association analysis in primary sclerosing cholangitis and ulcerative colitis identifies risk loci at GPR35 and TCF4.	0.1750783472406135	4344.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.1750783472406135	0.1750783472406135	0.1750783472406135	4344.0	4344.0	4344.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_c11adb3855ba	work_nct_nct02025751	sr_b5e29f519aae	Gastroparesis Symptom Assessment (GSA), a Patient Reported Outcome Measure	0.1452504363536321	53.0	d_proxy	plot_3	Plot 3	1	single sampled source-result	0.1452504363536321	0.1452504363536321	0.1452504363536321	53.0	53.0	53.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_745407ada139	work_title_integrative_analysis_of_genome_wide_association_studies_identifies	sr_3741edf3cd08	Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.	0.0404233061977699	77096.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0404233061977699	0.0404233061977699	0.0404233061977699	77096.0	77096.0	77096.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_09d6eca52d0d	work_title_jap_79_6_959	sr_5adb462eb079	JAP-79-6-959	0.2827850071363719	377.5	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.2827850071363719	0.2827850071363719	0.2827850071363719	377.5	377.5	377.5	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_917880431bd8	work_title_annual_rate_of_change_in_lung_density	sr_3f9b6a09599c	Annual Rate of Change in Lung Density	0.3040444575809548	180.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.3040444575809548	0.3040444575809548	0.3040444575809548	180.0	180.0	180.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_39c3a979c337	work_plot2_kuhberger_2014_main_results_kuhberger_175_2405	sr_928de8f12480	plot2::kuhberger_175	0.0481111	5544.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.0481111	0.0481111	0.0481111	5544.0	5544.0	5544.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_df2a2e7ed34b	work_title_percentage_of_participants_with_disease_free_survival_dfs	sr_827b0884ef5e	Percentage of Participants With Disease-free Survival (DFS)	0.0982679808777868	762.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.0982679808777868	0.0982679808777868	0.0982679808777868	762.0	762.0	762.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_78841168d1cc	work_title_investigating_technology_enhanced_teacher_professional_development	sr_b7cb57c5cb78	Investigating Technology-Enhanced Teacher Professional Development In Rural, High-Poverty Middle Schools	0.5034534204220421	2321.0	d_proxy	plot_4	Plot 4	1	single sampled source-result	0.5034534204220421	0.5034534204220421	0.5034534204220421	2321.0	2321.0	2321.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_b6478cee59e0	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	sr_581b0190b9f5	Pressed for Time? Goal Conflict Shapes how Time is Perceived, Spent, and Valued	0.5003828019545271	123.0	d_proxy	plot_2	Plot 2	1	single sampled source-result	0.5003828019545271	0.5003828019545271	0.5003828019545271	123.0	123.0	123.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
cr_13205c413fbe	work_title_many_labs_2_anderson_1	sr_5c714fede5eb	Many Labs 2 - Anderson.1	0.04234	6905.0	d_proxy	plot_1	Plot 1	1	single sampled source-result	0.04234	0.04234	0.04234	6905.0	6905.0	6905.0	single_source_result	Pilot canonicalization; full pass should resolve duplicates across all rows, not only the 300-row sample.
