promotion_id	value_scan_id	candidate_id	scan_decision	promotion_decision	pair_id	original_title	original_doi	replication_title	replication_doi	outcome	D_original	N_original	D_replication	N_replication	local_support_paths	original_support_text	replication_support_text	conversion_or_policy_note	next_action
individual_promotion_4acea85fd500a1c1	batch004_notrow_buprenorphine_pharmacogenetic_native	api_candidate_4d7c60f8ed7fd665	not_row_native_pharmacogenetic_interaction_no_current_d_route	hold_for_policy_or_value_reconciliation	individual_api_candidate_4d7c60f8ed7fd665_rs678849_pharmacogenetic_effect_on_buprenorphine	the pharmacogenetic effect of rs678849 on buprenorphine efficacy in African-Americans with opioid use disorder.		Replication of the pharmacogenetic effect of rs678849 on buprenorphine efficacy in African-Americans with opioid use disorder.	10.1038/s41397-018-0065-x	rs678849 pharmacogenetic effect on buprenorphine efficacy					data/raw/replication_projects/individual_search_batch004/api_candidate_4d7c60f8ed7fd665/01_www_nature_com_articles_s41397_018_0065_x_error_cookies_not_supported_co_b72c1c38fcf9.html | data/raw/replication_projects/individual_search_batch004/api_candidate_4d7c60f8ed7fd665/02_pmc_ncbi_nlm_nih_gov_articles_pmc6486881_b4b065be20ae.html | data/raw/replication_projects/individual_search_batch004/api_candidate_4d7c60f8ed7fd665/03_pubmed_ncbi_nlm_nih_gov_30368523_d09e300c2f7f.html	Candidate is a pharmacogenetic replication target with ancestry-specific treatment-response moderation.	The endpoint is a pharmacogenetic interaction/association rather than a current D/SMD or binary comparative endpoint.	Keep as native genetics/pharmacogenetics coverage only.	retain_as_native_or_context_source_not_current_figure1_row
individual_promotion_9dd5b267a3eaeb65	batch013_value_clinical_egdt_mortality_process	IND-022	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_022_early_goal_directed_therapy_mortality_rivers_tri	Early Goal-Directed Therapy in the Treatment of Severe Sepsis and Septic Shock	10.1056/NEJMoa010307	A Randomized Trial of Protocol-Based Care for Early Septic Shock	10.1056/NEJMoa1401602	Early goal-directed therapy mortality, Rivers trial versus ProCESS EGDT usual-care contrast	0.3768	263	0.0726	895	data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_444b3c0512cd.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_1df22b9dc761.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_6cac6983810a.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_cad4dc2967c8.html | data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_clinical_followup_records_11794169_24635773_25272316_25992746_11236773_22616830_11794168_19318384.xml	Mirrored PubMed XML for PMID 11794169 reports the Rivers trial DOI 10.1056/NEJMoa010307, 263 enrolled patients, 130 assigned to early goal-directed therapy and 133 to standard therapy, and in-hospital mortality 30.5 percent versus 46.5 percent, P = 0.009.	Mirrored PubMed XML for PMID 24635773 reports the ProCESS trial DOI 10.1056/NEJMoa1401602, 439 assigned to protocol-based EGDT and 456 to usual care. By 60 days there were 92 deaths in the EGDT group (21.0%) and 86 deaths in usual care (18.9%), relative risk 1.04, P = 0.83.	Convert binary mortality contrasts to D-equivalent with abs(log(OR) * sqrt(3) / pi). For the original Rivers trial, compute OR from reported mortality percentages 0.305 and 0.465, giving d = 0.3768. For ProCESS, compute OR from 92/439 deaths versus 86/456 deaths, giving d = 0.0726. Figure 1 stores nonnegative D magnitudes.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_c9e5a61fbcc10777	batch013_value_clinical_egdt_mortality_arise	IND-022	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_022_early_goal_directed_therapy_mortality_rivers_tri	Early Goal-Directed Therapy in the Treatment of Severe Sepsis and Septic Shock	10.1056/NEJMoa010307	Goal-Directed Resuscitation for Patients with Early Septic Shock	10.1056/NEJMoa1404380	Early goal-directed therapy mortality, Rivers trial versus ARISE usual-care contrast	0.3768	263	0.0069	1600	data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_444b3c0512cd.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_1df22b9dc761.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_6cac6983810a.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_cad4dc2967c8.html | data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_clinical_followup_records_11794169_24635773_25272316_25992746_11236773_22616830_11794168_19318384.xml	Mirrored PubMed XML for PMID 11794169 reports the Rivers trial DOI 10.1056/NEJMoa010307, 263 enrolled patients, 130 assigned to early goal-directed therapy and 133 to standard therapy, and in-hospital mortality 30.5 percent versus 46.5 percent, P = 0.009.	Mirrored PubMed XML for PMID 25272316 reports the ARISE trial DOI 10.1056/NEJMoa1404380, 796 assigned to EGDT and 804 to usual care. At 90 days, 147 deaths occurred in the EGDT group and 150 in usual care, rates 18.6% and 18.8%, P = 0.90.	Convert binary mortality contrasts to D-equivalent with abs(log(OR) * sqrt(3) / pi). For the original Rivers trial, compute OR from reported mortality percentages 0.305 and 0.465, giving d = 0.3768. For ARISE, compute OR from 147/796 deaths versus 150/804 deaths, giving d = 0.0069. Figure 1 stores nonnegative D magnitudes.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_e6d727129a6d9368	batch013_value_clinical_egdt_mortality_promise	IND-022	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_022_early_goal_directed_therapy_mortality_rivers_tri	Early Goal-Directed Therapy in the Treatment of Severe Sepsis and Septic Shock	10.1056/NEJMoa010307	Trial of Early, Goal-Directed Resuscitation for Septic Shock	10.1056/NEJMoa1500896	Early goal-directed therapy mortality, Rivers trial versus ProMISe usual-care contrast	0.3768	263	0.0091	1243	data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_444b3c0512cd.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_1df22b9dc761.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_6cac6983810a.html | data/raw/replication_projects/individual_search_batch001/IND-022/05_figshare_com_articles_dataset_promise_trial_data_1359853_cad4dc2967c8.html | data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_clinical_followup_records_11794169_24635773_25272316_25992746_11236773_22616830_11794168_19318384.xml | data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_promise_25776532.xml	Mirrored PubMed XML for PMID 11794169 reports the Rivers trial DOI 10.1056/NEJMoa010307, 263 enrolled patients, 130 assigned to early goal-directed therapy and 133 to standard therapy, and in-hospital mortality 30.5 percent versus 46.5 percent, P = 0.009.	Mirrored PubMed XML for PMID 25776532 reports the ProMISe trial DOI 10.1056/NEJMoa1500896, 630 assigned to EGDT and 630 to usual care. By 90 days, 184 of 623 EGDT patients (29.5%) and 181 of 620 usual-care patients (29.2%) with primary outcome data had died, relative risk 1.01, P = 0.90.	Convert binary mortality contrasts to D-equivalent with abs(log(OR) * sqrt(3) / pi). For the original Rivers trial, compute OR from reported mortality percentages 0.305 and 0.465, giving d = 0.3768. For ProMISe, compute OR from 184/623 deaths versus 181/620 deaths, giving d = 0.0091. Figure 1 stores nonnegative D magnitudes.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_4b93b22e2e75733f	batch013_notrow_clinical_activated_protein_c_prowess_shock_analyzed_n_not_larger	IND-023	not_row_replication_analyzed_n_not_larger	hold_for_policy_or_value_reconciliation	individual_ind_023_activated_protein_c_28_day_mortality_prowess_ver	Efficacy and Safety of Recombinant Human Activated Protein C for Severe Sepsis	10.1056/NEJM200103083441001	Drotrecogin Alfa (Activated) in Adults with Septic Shock	10.1056/NEJMoa1202290	Activated protein C 28-day mortality, PROWESS versus PROWESS-SHOCK	0.1683	1690	0.0624	1680	data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_clinical_followup_records_11794169_24635773_25272316_25992746_11236773_22616830_11794168_19318384.xml	Mirrored PubMed XML for PMID 11236773 reports the PROWESS trial DOI 10.1056/NEJM200103083441001, 1690 randomized patients treated, 840 placebo and 850 drotrecogin alfa activated. Mortality was 30.8 percent in placebo and 24.7 percent in drotrecogin alfa activated, absolute risk reduction 6.1 percent, P = 0.005.	Mirrored PubMed XML for PMID 22616830 reports PROWESS-SHOCK DOI 10.1056/NEJMoa1202290. At 28 days, 223 of 846 DrotAA patients (26.4%) and 202 of 834 placebo patients (24.2%) had died, relative risk 1.09, P = 0.31.	This row remains held because the analyzed 28-day replication N (846 + 834 = 1680) is not larger than the original N = 1690, despite the broader trial randomization count being 1697. Convert binary mortality contrasts with abs(log(OR) * sqrt(3) / pi): original d = 0.1683 from reported percentages 0.247 and 0.308; replication d = 0.0624 from 223/846 versus 202/834.	retain_as_context_until_policy_allows_same_order_or_randomized_n_larger_than_analyzed_n
individual_promotion_376b5ea6196ca8ea	batch013_value_clinical_tight_glucose_nice_sugar	IND-024	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_ind_024_intensive_insulin_tight_glucose_control_icu_mort	Intensive Insulin Therapy in Critically Ill Patients	10.1056/NEJMoa011300	Intensive versus Conventional Glucose Control in Critically Ill Patients	10.1056/NEJMoa0810625	Intensive insulin/tight glucose control ICU mortality follow-up	0.3251	1548	0.0743	6022	data/raw/replication_projects/individual_search_batch001/clinical_pubmed_sources/pubmed_clinical_followup_records_11794169_24635773_25272316_25992746_11236773_22616830_11794168_19318384.xml	Mirrored PubMed XML for PMID 11794168 reports DOI 10.1056/NEJMoa011300 and 1548 patients enrolled. Intensive insulin therapy reduced mortality during intensive care from 8.0 percent with conventional treatment to 4.6 percent, P < 0.04.	Mirrored PubMed XML for PMID 19318384 reports DOI 10.1056/NEJMoa0810625 and 6104 randomized patients. Primary outcome data at day 90 were available for 3010 intensive-control and 3012 conventional-control patients; 829 intensive-control patients (27.5%) and 751 conventional-control patients (24.9%) died, odds ratio 1.14, P = 0.02.	Convert binary mortality contrasts to D-equivalent with abs(log(OR) * sqrt(3) / pi). For the original van den Berghe trial, compute OR from reported mortality percentages 0.046 and 0.080, giving d = 0.3251. For NICE-SUGAR, compute OR from 829/3010 deaths versus 751/3012 deaths, giving d = 0.0743. Figure 1 stores nonnegative D magnitudes; the direction reverses in the replication but signed direction is retained in support text.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_01424d453ae7cca0	batch009_value_casa_desktop_direct_replication	api_candidate_ac518393f5f3ba70	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_ac518393f5f3ba70_casa_desktop_computer_positivity_index_same_comp	Are People Polite to Computers? Social Desirability and Direct Responses to Computers	10.1111/j.1559-1816.1999.tb00142.x	The CASA theory no longer applies to desktop computers	10.1038/s41598-023-46527-9	CASA desktop-computer positivity index, same-computer versus different-computer evaluation	1.565248	20	0.03	132	data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/01_www_nature_com_articles_s41598_023_46527_9_pdf_error_cookies_not_support_83ab40cd235a.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/02_www_nature_com_articles_s41598_023_46527_9_error_cookies_not_supported_c_e62160ec9cd4.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/03_pubmed_ncbi_nlm_nih_gov_37952037_a60860a0d46a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/04_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_pdf_41598_2023_article_46527_p_22fd8c1b6934.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/05_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_9f01bc13f54a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/06_repository_ubn_ru_nl_bitstream_handle_2066_301737_301737_pdf_471b61a3f99b.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/07_repository_ubn_ru_nl_handle_2066_301737_b3d5164088cd.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/08_doaj_org_article_06b5ccc69bba45b6a2352460c85342bf_c278f1d65d65.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/09_openalex_org_w4388592748_158469730ed2.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/02_www_nature_com_articles_s41598_023_46527_9_error_cookies_not_supported_c_f5c818e92e43.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/03_pubmed_ncbi_nlm_nih_gov_37952037_947e2d77cc7e.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/03_pubmed_ncbi_nlm_nih_gov_37952037_e353543a1031.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/04_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_pdf_41598_2023_article_46527_p_282698d0bc0b.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/04_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_pdf_41598_2023_article_46527_p_3f8ae2a07619.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/05_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_4dd163dbf801.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/05_pmc_ncbi_nlm_nih_gov_articles_pmc10640629_c290ec09a054.html | data/raw/replication_projects/individual_search_batch001/api_candidate_ac518393f5f3ba70/06_repository_ubn_ru_nl_bitstream_handle_2066_301737_301737_pdf_1a0e704633ca.pdf	Mirrored Scientific Reports PMC/PDF states that the original CASA study showed participants (N = 10 per condition) were more positive about the computer tutor in the Same Computer condition than in the Different Computer condition. Its Results section reports the original study with 20 participants: Raw Index/10 Same Computer = 5.6, Different Computer = 4.5, two-sample t(17) = 3.5, p < 0.001, omega-squared = 0.36. References identify the represented original as Nass, Moon, and Carney's Journal of Applied Social Psychology article with DOI 10.1111/j.1559-1816.1999.tb00142.x.	Mirrored Scientific Reports PMC/PDF states this was a direct, non-conceptual replication of the original CASA study using desktop computers. It reports a direct replication of 132 participants with Raw Index/10 Same Computer = 5.7 and Different Computer = 5.7, two-sample t(130) = -0.2, p = 0.852, Cohen's d = -0.03. The Participants/Procedure section reports Same Computer n = 74 and Different Computer n = 58.	Use the focal two-condition positivity-index result. The original study also included a third paper-and-pencil condition, but the mirrored replication says the direct replication excluded that condition and reports the focal original result as 20 participants. Figure 1 stores nonnegative D magnitudes: original d = 3.5 * sqrt(1/10 + 1/10) = 1.565248; replication abs(source signed d = -0.03) = 0.03.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_ca554b96262fc82e	batch009_value_holbrook_weapon_state_anger_direct_replication	api_candidate_e4c1bdfad6bc2704	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_e4c1bdfad6bc2704_target_state_anger_for_armed_kitchen_knife_versu	If Looks Could Kill: Anger Attributions Are Intensified by Affordances for Doing Harm	10.1037/a0035826	Possessing potential weapons (still) heightens anger perception: Replicating and extending a test of error management theory	10.1371/journal.pone.0326446	Target state anger for armed kitchen-knife versus unarmed adjacent-knife condition	0.38	264	0.335	476	data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/01_journals_plos_org_plosone_article_id_10_1371_journal_pone_0326446_475fbdf86e1d.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/02_pmc_ncbi_nlm_nih_gov_articles_pmc12533867_8a265ca58142.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/03_pubmed_ncbi_nlm_nih_gov_41105758_ea29905af5d9.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/02_pmc_ncbi_nlm_nih_gov_articles_pmc12533867_51806c73c2f6.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/02_pmc_ncbi_nlm_nih_gov_articles_pmc12533867_adb8b64340cc.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/03_pubmed_ncbi_nlm_nih_gov_41105758_6aa4048686b3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/03_pubmed_ncbi_nlm_nih_gov_41105758_eea12bb9cfc7.html | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/manual/holbrook_2014_if_looks_could_kill_pdf.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/manual/holbrook_2014_if_looks_could_kill_pdf.txt | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/manual/moser_2025_s1_table_ttests_plos.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/manual/moser_2025_s1_table_ttests_plos.txt | data/raw/replication_projects/individual_search_batch001/api_candidate_e4c1bdfad6bc2704/manual/pmc_s1_table_download_challenge.html	Mirrored Holbrook et al. PDF reports Study 1 adult U.S. participants N = 264. Table 1 reports the state-anger armed versus unarmed condition comparison: unarmed M = 4.36, SD = 1.77; armed M = 5.03, SD = 1.87; F = 9.09; p = .003; d = .38.	Mirrored PLOS One PMC article states this was a direct replication of Holbrook et al. Study 1, says participants N = 476, and describes the same armed kitchen-knife versus unarmed adjacent-knife target state-anger task. The article text reports target state anger armed M = 4.36, SD = 2.31 versus unarmed M = 3.64, SD = 2.00, t(457) = 3.64, p < .001, d = 0.34. The mirrored S1 Table reports the same target state-anger comparison as t = 3.640, df = 456.62, p < .001, Cohen's d = 0.335.	Use the matched target state-anger contrast from Holbrook et al. Study 1 and the PLOS One direct replication. The replication source reports the article-level final sample as N = 476 and S1 Table reports the target state-anger Welch t-test as t = 3.640, df = 456.62, p < .001, Cohen's d = 0.335. Figure 1 D is a nonnegative standardized effect magnitude.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_fc8aeaf6e5a3ff35	batch009_value_social_exclusion_smile_detection_direct_replication	api_candidate_0921978f51da17da	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_0921978f51da17da_social_exclusion_effect_on_real_versus_fake_smil	Adaptive Responses to Social Exclusion: Social Rejection Improves Detection of Real and Fake Smiles	10.1111/j.1467-9280.2008.02187.x	Does Social Exclusion Improve Detection of Real and Fake Smiles? A Replication Study	10.3389/fpsyg.2021.626087	Social exclusion effect on real-versus-fake smile discrimination d-prime omnibus ANOVA	1.25	32	0.33	201	data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/01_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2021_6260_41fb6e4e7f2a.pdf | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/02_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2021_6260_d282ec586ba5.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/03_pubmed_ncbi_nlm_nih_gov_33584484_c30545ea3346.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/04_doaj_org_article_2d94461a878d444ba484bdda59f93bab_7c4013fcb6dc.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/05_kobra_uni_kassel_de_handle_123456789_12587_0ef486630175.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/06_pmc_ncbi_nlm_nih_gov_articles_pmc7876225_a418472df607.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/07_osf_io_paedq_c1df7be23f68.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/08_api_osf_io_v2_nodes_paedq_b3d24b90e986.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/09_kobra_uni_kassel_de_handle_123456789_12587_55171898bef9.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/10_openalex_org_w3128143484_158469730ed2.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/01_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2021_6260_41fb6e4e7f2a.txt | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/03_pubmed_ncbi_nlm_nih_gov_33584484_5b3765098e1a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/03_pubmed_ncbi_nlm_nih_gov_33584484_c5f75522a973.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/05_kobra_uni_kassel_de_handle_123456789_12587_900130a3c2a3.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/05_kobra_uni_kassel_de_handle_123456789_12587_f83df423404f.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/06_pmc_ncbi_nlm_nih_gov_articles_pmc7876225_2162d83b6f82.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/06_pmc_ncbi_nlm_nih_gov_articles_pmc7876225_f53cfa10c342.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/08_api_osf_io_v2_nodes_paedq_7a368a652e2e.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/08_api_osf_io_v2_nodes_paedq_8fea8bbdf115.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/09_kobra_uni_kassel_de_handle_123456789_12587_f4bf9a23750a.html | data/raw/replication_projects/individual_search_batch001/api_candidate_0921978f51da17da/09_kobra_uni_kassel_de_handle_123456789_12587_f4efa35dbea1.html	Mirrored Frontiers/PMC replication article states that Bernstein et al. (2008) tested whether social exclusion improves detection of real and fake smiles, reports original study N = 32, and says the one-way ANOVA revealed an effect size of d = 1.25 with p = 0.009. It also reports original simple-contrast effects d = 1.41 for exclusion versus control and d = 0.91 for exclusion versus inclusion.	Mirrored Frontiers/PMC article states this finding had never been directly replicated and that the present study aimed to fill that gap. It reports a final sample of 201 participants assigned to exclusion, inclusion, or control, then the same smile-discrimination d-prime outcome with one-way ANOVA F(2,198) = 2.69, p = 0.070, d = 0.33.	Use the matched three-condition one-way ANOVA effect on smile-discrimination d-prime. The mirrored Frontiers/PMC replication article reports the original Bernstein et al. study's N and ANOVA D-scale effect directly, then reports its own larger-sample ANOVA D-scale effect for the same exclusion, inclusion, and control conditions.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_e551374d57bf5f87	batch010_value_crowd_within_immediate_guess1_direct_replication	api_candidate_2eda47acdf45e76c	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_2eda47acdf45e76c_crowd_within_immediate_condition_average_of_two	Measuring the Crowd Within: Probabilistic Representations Within Individuals	10.1111/j.1467-9280.2008.02136.x	Measuring the crowd within again: a pre-registered replication study	10.3389/fpsyg.2014.00786	Crowd-within immediate condition: average of two guesses versus first guess MSE	0.28	255	0.40	471	data/raw/replication_projects/individual_search_batch001/api_candidate_2eda47acdf45e76c/01_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2014_0078_5a881d0acd04.html	Mirrored Frontiers replication article Table 1 reports Vul and Pashler (2008) immediate-condition guess-1 statistics: single-guess MSE = 555, average-guess MSE = 508, SDs = 361 and 305, r = 0.88, n = 255, t = 4.41, p < .001, effect size = 0.28. The Methods section states Cohen's standardized mean difference dz for dependent groups was used as the effect size.	The mirrored Frontiers article states it performed a high-powered, pre-registered replication of Vul and Pashler (2008). Its final immediate-condition sample was 471. Table 4 reports immediate-condition guess-1 statistics: single-guess MSE = 589, average-guess MSE = 541, SDs = 336 and 313, r = 0.93, n = 471, t = 8.69, p < .001, effect size = 0.40.	Use the source-reported paired-effect effect sizes for the immediate condition only. The delayed condition is retained as a held row below because the replication final N = 140 is smaller than the original delayed-condition N = 173. Figure 1 D is a nonnegative standardized effect magnitude.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_59cc2a62a27bd269	batch010_value_crowd_within_immediate_guess2_direct_replication	api_candidate_2eda47acdf45e76c	ready_for_source_result_build	promote_to_harvested_pair_contract	individual_api_candidate_2eda47acdf45e76c_crowd_within_immediate_condition_average_of_two	Measuring the Crowd Within: Probabilistic Representations Within Individuals	10.1111/j.1467-9280.2008.02136.x	Measuring the crowd within again: a pre-registered replication study	10.3389/fpsyg.2014.00786	Crowd-within immediate condition: average of two guesses versus second guess MSE	0.62	255	0.47	471	data/raw/replication_projects/individual_search_batch001/api_candidate_2eda47acdf45e76c/01_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2014_0078_5a881d0acd04.html	Mirrored Frontiers replication article Table 1 reports Vul and Pashler (2008) immediate-condition guess-2 statistics: single-guess MSE = 638, average-guess MSE = 508, SDs = 382 and 305, r = 0.83, n = 255, t = 9.90, p < .001, effect size = 0.62. The paper states these values come from the original paper/data and that dz is the dependent-groups effect-size metric.	The mirrored Frontiers article states its replication supports the original finding that averaging two guesses within one person is more accurate than either guess alone. Table 4 reports immediate-condition guess-2 statistics: single-guess MSE = 615, average-guess MSE = 541, SDs = 351 and 313, r = 0.90, n = 471, t = 10.26, p < .001, effect size = 0.47.	Use the source-reported paired-effect effect sizes for the immediate condition only. This is a separate confirmatory contrast from the same original and replication articles; the delayed condition is held below because focal replication N is not larger.	run_analyze_replication_pairs_then_downstream_figure1_rebuild
individual_promotion_82c37e4295b00f08	batch010_notrow_crowd_within_delayed_replication_n_smaller	api_candidate_2eda47acdf45e76c	not_row_replication_n_not_larger	hold_for_policy_or_value_reconciliation	individual_api_candidate_2eda47acdf45e76c_crowd_within_delayed_condition_average_of_two_gu	Measuring the Crowd Within: Probabilistic Representations Within Individuals	10.1111/j.1467-9280.2008.02136.x	Measuring the crowd within again: a pre-registered replication study	10.3389/fpsyg.2014.00786	Crowd-within delayed condition: average of two guesses versus individual guesses	1	173	1	140	data/raw/replication_projects/individual_search_batch001/api_candidate_2eda47acdf45e76c/01_www_frontiersin_org_journals_psychology_articles_10_3389_fpsyg_2014_0078_5a881d0acd04.html	Mirrored Frontiers replication article Table 2 reports Vul and Pashler (2008) delayed-condition values: guess 1 n = 173, t = 6.22, effect size = 0.47; guess 2 n = 173, t = 9.85, effect size = 0.75.	The same mirrored article reports final delayed-condition sample n = 140. Table 4 reports delayed guess-1 effect size = 0.34 and delayed guess-2 effect size = 0.72.	The relation and values are source-backed, but the current Figure 1 D/N rule requires the focal replication N to be larger than the focal original N. The original delayed condition used n = 173 and the replication delayed condition used n = 140.	retain_as_context_source_not_current_figure1_row
