paper_id,prereg,publication_standard,pub_year
J97y,FALSE,Computers & Education,2010
ZRv4,FALSE,Computers & Education,2010
9bBy,FALSE,Computers & Education,2010
4g28,FALSE,Computers & Education,2010
vwRp,FALSE,Computers & Education,2010
1gq4,FALSE,Computers & Education,2010
PPNY,FALSE,Computers & Education,2010
5QZx,FALSE,Computers & Education,2011
v9xw,FALSE,Computers & Education,2011
pAV4,FALSE,Computers & Education,2011
Z9Oa,FALSE,Computers & Education,2011
4QLv,FALSE,Computers & Education,2011
PEWr,FALSE,Computers & Education,2011
5Qxm,FALSE,Computers & Education,2011
1r8W,FALSE,Computers & Education,2011
RBkN,FALSE,Computers & Education,2011
mPVm,FALSE,Computers & Education,2011
EVDy,FALSE,Computers & Education,2011
L97d,FALSE,Computers & Education,2011
NaAE,FALSE,Computers & Education,2011
xaXP,FALSE,Computers & Education,2011
Na5a,FALSE,Computers & Education,2011
7QZP,FALSE,Computers & Education,2011
grNA,FALSE,Computers & Education,2011
PPGJ,FALSE,Computers & Education,2011
YWdK,FALSE,Computers & Education,2011
z42y,FALSE,Computers & Education,2011
O2x3,FALSE,Computers & Education,2011
L9qd,FALSE,Computers & Education,2011
0rJl,FALSE,Computers & Education,2011
9lgY,FALSE,Computers & Education,2011
KWOx,FALSE,Computers & Education,2011
GqEO,FALSE,Computers & Education,2011
2rKk,FALSE,Computers & Education,2011
apZO,FALSE,Computers & Education,2011
pAP3,FALSE,Computers & Education,2011
qqAw,FALSE,Computers & Education,2011
zXde,FALSE,Computers & Education,2011
qqJZ,FALSE,Computers & Education,2011
grDg,FALSE,Computers & Education,2011
pAWj,FALSE,Computers & Education,2011
rd1r,FALSE,Computers & Education,2011
eDm9,FALSE,Computers & Education,2011
5QZB,FALSE,Computers & Education,2011
aprR,FALSE,Computers & Education,2011
1r1W,FALSE,Computers & Education,2011
v9WG,FALSE,Computers & Education,2011
DBPy,FALSE,Computers & Education,2011
BE3g,FALSE,Computers & Education,2011
wRLW,FALSE,Computers & Education,2011
3rxa,FALSE,Computers & Education,2011
QP5Q,FALSE,Computers & Education,2011
KWLJ,FALSE,Computers & Education,2011
EqPj,FALSE,Computers & Education,2011
KW1e,FALSE,Computers & Education,2011
9lgl,FALSE,Computers & Education,2011
9l8Y,FALSE,Computers & Education,2011
0r25,FALSE,Computers & Education,2012
qqeZ,FALSE,Computers & Education,2012
bvJ8,FALSE,Computers & Education,2012
bvj8,FALSE,Computers & Education,2012
QPwq,FALSE,Computers & Education,2012
RBdX,FALSE,Computers & Education,2012
0rE5,FALSE,Computers & Education,2012
apgY,FALSE,Computers & Education,2012
Vd9X,FALSE,Computers & Education,2012
v9EE,FALSE,Computers & Education,2012
BE4p,FALSE,Computers & Education,2012
PEAr,FALSE,Computers & Education,2012
RBN7,FALSE,Computers & Education,2012
DBzL,FALSE,Computers & Education,2012
wR1L,FALSE,Computers & Education,2012
y2vO,FALSE,Computers & Education,2012
4QKO,FALSE,Computers & Education,2012
W5z2,FALSE,Computers & Education,2012
VdVp,FALSE,Computers & Education,2012
BEpj,FALSE,Computers & Education,2012
W5PV,FALSE,Computers & Education,2012
qqmj,FALSE,Computers & Education,2012
PEzz,FALSE,Computers & Education,2012
YWbQ,FALSE,Computers & Education,2012
dJE8,FALSE,Computers & Education,2012
dJ7m,FALSE,Computers & Education,2012
O2bm,FALSE,Computers & Education,2012
3rV7,FALSE,Computers & Education,2012
W5Ye,FALSE,Computers & Education,2012
lEaw,FALSE,Computers & Education,2012
mPQL,FALSE,Computers & Education,2012
NaWW,FALSE,Computers & Education,2012
1rP7,FALSE,Computers & Education,2012
L9Qz,FALSE,Computers & Education,2012
5QqD,FALSE,Computers & Education,2012
rdEe,FALSE,Computers & Education,2012
apLR,FALSE,Computers & Education,2012
grEQ,FALSE,Computers & Education,2012
BE1j,FALSE,Computers & Education,2012
W5Ae,FALSE,Computers & Education,2012
9l5m,FALSE,Computers & Education,2012
eDPl,FALSE,Computers & Education,2012
qqmz,FALSE,Computers & Education,2012
L952,FALSE,Computers & Education,2012
O2pv,FALSE,Computers & Education,2012
AQmO,FALSE,Computers & Education,2012
0rQk,FALSE,Computers & Education,2012
9lym,FALSE,Computers & Education,2012
Vdb5,FALSE,Computers & Education,2012
0rmb,FALSE,Computers & Education,2013
L9JK,FALSE,Computers & Education,2013
qqE7,FALSE,Computers & Education,2013
dJaJ,FALSE,Computers & Education,2013
7QG3,FALSE,Computers & Education,2013
qqEv,FALSE,Computers & Education,2013
7Qdp,FALSE,Computers & Education,2013
PEVa,FALSE,Computers & Education,2013
5QGw,FALSE,Computers & Education,2013
lEVy,FALSE,Computers & Education,2013
VdAe,FALSE,Computers & Education,2013
mPAQ,FALSE,Computers & Education,2013
2r15,FALSE,Computers & Education,2013
RBLb,FALSE,Computers & Education,2013
RBL9,FALSE,Computers & Education,2013
W59Z,FALSE,Computers & Education,2013
lEWV,FALSE,Computers & Education,2013
L9KB,FALSE,Computers & Education,2013
5QN3,FALSE,Computers & Education,2013
QPxa,FALSE,Computers & Education,2013
lEQL,FALSE,Computers & Education,2013
BEXk,FALSE,Computers & Education,2013
k7yX,FALSE,Computers & Education,2013
bv1N,FALSE,Computers & Education,2013
k71z,FALSE,Computers & Education,2013
apW1,FALSE,Computers & Education,2013
wRd7,FALSE,Computers & Education,2013
9lG1,FALSE,Computers & Education,2013
QPAa,FALSE,Computers & Education,2013
O27d,FALSE,Computers & Education,2013
bv5Q,FALSE,Computers & Education,2013
BEJp,FALSE,Computers & Education,2013
8bJ9,FALSE,Computers & Education,2013
O2Bd,FALSE,Computers & Education,2013
XOdv,FALSE,Computers & Education,2013
dJaX,FALSE,Computers & Education,2013
RB3v,FALSE,Computers & Education,2013
W5QZ,FALSE,Computers & Education,2013
xaEW,FALSE,Computers & Education,2013
jydK,FALSE,Computers & Education,2013
dJYZ,FALSE,Computers & Education,2013
EVYm,FALSE,Computers & Education,2013
O2gO,FALSE,Computers & Education,2013
L93x,FALSE,Computers & Education,2013
GqGW,FALSE,Computers & Education,2013
9ld1,FALSE,Computers & Education,2013
y2GG,FALSE,Computers & Education,2013
AQAj,FALSE,Computers & Education,2013
KW3Y,FALSE,Computers & Education,2013
AQ8Y,FALSE,Computers & Education,2013
0rl8,FALSE,Computers & Education,2014
5QkE,FALSE,Computers & Education,2014
O2rN,FALSE,Computers & Education,2014
bvV9,FALSE,Computers & Education,2014
pAO8,FALSE,Computers & Education,2014
Vd0A,FALSE,Computers & Education,2014
PEqY,FALSE,Computers & Education,2014
rd0R,FALSE,Computers & Education,2014
pAJE,FALSE,Computers & Education,2014
z4YO,FALSE,Computers & Education,2014
QPYK,FALSE,Computers & Education,2014
8bWR,FALSE,Computers & Education,2014
PEDd,FALSE,Computers & Education,2014
v9Kq,FALSE,Computers & Education,2014
XO08,FALSE,Computers & Education,2014
BE2X,FALSE,Computers & Education,2014
8bA0,FALSE,Computers & Education,2014
qqY2,FALSE,Computers & Education,2014
W5jw,FALSE,Computers & Education,2014
lEAZ,FALSE,Computers & Education,2014
apwA,FALSE,Computers & Education,2014
YWep,FALSE,Computers & Education,2014
jyRQ,FALSE,Computers & Education,2014
y2Bp,FALSE,Computers & Education,2014
4Qqw,FALSE,Computers & Education,2014
GqYp,FALSE,Computers & Education,2014
qqvN,FALSE,Computers & Education,2014
z4w4,FALSE,Computers & Education,2014
EVkx,FALSE,Computers & Education,2014
DBJr,FALSE,Computers & Education,2014
2rx7,FALSE,Computers & Education,2014
3rlJ,FALSE,Computers & Education,2014
EVZx,FALSE,Computers & Education,2014
3rXG,FALSE,Computers & Education,2014
v9kO,FALSE,Computers & Education,2014
O2Xb,FALSE,Computers & Education,2014
dJrX,FALSE,Computers & Education,2014
Z9aQ,FALSE,Computers & Education,2014
0rPr,FALSE,Computers & Education,2014
JOgy,FALSE,Computers & Education,2014
apXQ,FALSE,Computers & Education,2014
grdz,FALSE,Computers & Education,2014
qqWN,FALSE,Computers & Education,2014
JOLy,FALSE,Computers & Education,2014
NaXQ,FALSE,Computers & Education,2014
O2Ab,FALSE,Computers & Education,2014
4Ql8,FALSE,Computers & Education,2014
bvPA,FALSE,Computers & Education,2014
DBkX,FALSE,Computers & Education,2014
grOY,FALSE,Computers & Education,2014
v9gp,FALSE,Computers & Education,2015
W5JN,FALSE,Computers & Education,2015
PEOJ,FALSE,Computers & Education,2015
0rp2,FALSE,Computers & Education,2015
9l0l,FALSE,Computers & Education,2015
xabN,FALSE,Computers & Education,2015
5QLm,FALSE,Computers & Education,2015
O2Qy,FALSE,Computers & Education,2015
lE1W,FALSE,Computers & Education,2015
Z9Qa,FALSE,Computers & Education,2015
7Qj2,FALSE,Computers & Education,2015
EVmj,FALSE,Computers & Education,2015
1re0,FALSE,Computers & Education,2015
VdqK,FALSE,Computers & Education,2015
RBZp,FALSE,Computers & Education,2015
L9ZR,FALSE,Computers & Education,2015
apjO,FALSE,Computers & Education,2015
xa9P,FALSE,Computers & Education,2015
3rWJ,FALSE,Computers & Education,2015
z4xy,FALSE,Computers & Education,2015
PEZw,FALSE,Computers & Education,2015
XObK,FALSE,Computers & Education,2015
k7rW,FALSE,Computers & Education,2015
z4g4,FALSE,Computers & Education,2015
DB9y,FALSE,Computers & Education,2015
rdzb,FALSE,Computers & Education,2015
QPWl,FALSE,Computers & Education,2015
XOeQ,FALSE,Computers & Education,2015
O25y,FALSE,Computers & Education,2015
z4ae,FALSE,Computers & Education,2015
PE5w,FALSE,Computers & Education,2015
YWOx,FALSE,Computers & Education,2015
YW4N,FALSE,Computers & Education,2015
3rmj,FALSE,Computers & Education,2015
eDem,FALSE,Computers & Education,2015
AQBr,FALSE,Computers & Education,2015
9l0q,FALSE,Computers & Education,2015
BEbd,FALSE,Computers & Education,2015
0rxl,FALSE,Computers & Education,2015
Gqm4,FALSE,Computers & Education,2015
k7J2,FALSE,Computers & Education,2015
BEmd,FALSE,Computers & Education,2015
RBQp,FALSE,Computers & Education,2015
8b0X,FALSE,Computers & Education,2015
QPEK,FALSE,Computers & Education,2015
2rk4,FALSE,Computers & Education,2015
NaZE,FALSE,Computers & Education,2015
RB9V,FALSE,Computers & Education,2015
qqDg,FALSE,Computers & Education,2015
NaQB,FALSE,Computers & Education,2015
v9ww,FALSE,Computers & Education,2016
EVqZ,FALSE,Computers & Education,2016
pAm3,FALSE,Computers & Education,2016
rdme,FALSE,Computers & Education,2016
DBV2,FALSE,Computers & Education,2016
7Q1Z,FALSE,Computers & Education,2016
pAv4,FALSE,Computers & Education,2016
8b77,FALSE,Computers & Education,2016
VdY5,FALSE,Computers & Education,2016
k72G,FALSE,Computers & Education,2016
GqqO,FALSE,Computers & Education,2016
jyyb,FALSE,Computers & Education,2016
L9VR,FALSE,Computers & Education,2016
jym4,FALSE,Computers & Education,2016
AQEO,FALSE,Computers & Education,2016
dJxl,FALSE,Computers & Education,2016
YWWZ,FALSE,Computers & Education,2016
z4Xw,FALSE,Computers & Education,2016
lEpw,FALSE,Computers & Education,2016
PEPr,FALSE,Computers & Education,2016
mPPb,FALSE,Computers & Education,2016
5Qzx,FALSE,Computers & Education,2016
pAwW,FALSE,Computers & Education,2016
W5NV,FALSE,Computers & Education,2016
DBBR,FALSE,Computers & Education,2016
RBVN,FALSE,Computers & Education,2016
9lbZ,FALSE,Computers & Education,2016
PEbr,FALSE,Computers & Education,2016
EVAX,FALSE,Computers & Education,2016
Vd5m,FALSE,Computers & Education,2016
JOWJ,FALSE,Computers & Education,2016
0rXl,FALSE,Computers & Education,2016
dJJl,FALSE,Computers & Education,2016
O2em,FALSE,Computers & Education,2016
NaYj,FALSE,Computers & Education,2016
O223,FALSE,Computers & Education,2016
NaKa,FALSE,Computers & Education,2016
k77G,FALSE,Computers & Education,2016
xaaA,FALSE,Computers & Education,2016
9lEY,FALSE,Computers & Education,2016
xakj,FALSE,Computers & Education,2016
BEBg,FALSE,Computers & Education,2016
Gq5O,FALSE,Computers & Education,2016
qqQZ,FALSE,Computers & Education,2016
wRBp,FALSE,Computers & Education,2016
AQE1,FALSE,Computers & Education,2016
1rrY,FALSE,Computers & Education,2016
4QQv,FALSE,Computers & Education,2016
k7b2,FALSE,Computers & Education,2016
8bvd,FALSE,Computers & Education,2017
grvQ,FALSE,Computers & Education,2017
JOr9,FALSE,Computers & Education,2017
z4b1,FALSE,Computers & Education,2017
3rd7,FALSE,Computers & Education,2017
lEJw,FALSE,Computers & Education,2017
VdDp,FALSE,Computers & Education,2017
YWDl,FALSE,Computers & Education,2017
8byd,FALSE,Computers & Education,2017
z4J2,FALSE,Computers & Education,2017
Vdxp,FALSE,Computers & Education,2017
y23R,FALSE,Computers & Education,2017
GqQD,FALSE,Computers & Education,2017
k7Z8,FALSE,Computers & Education,2017
4QXN,FALSE,Computers & Education,2017
O2Dm,FALSE,Computers & Education,2017
jyZ4,FALSE,Computers & Education,2017
v9lE,FALSE,Computers & Education,2017
Z9NL,FALSE,Computers & Education,2017
k7x4,FALSE,Computers & Education,2017
Z9xJ,FALSE,Computers & Education,2017
9lrm,FALSE,Computers & Education,2017
wRNp,FALSE,Computers & Education,2017
QPjq,FALSE,Computers & Education,2017
7QyG,FALSE,Computers & Education,2017
mPZR,FALSE,Computers & Education,2017
rdNE,FALSE,Computers & Education,2017
apGY,FALSE,Computers & Education,2017
4QvO,FALSE,Computers & Education,2017
qqxj,FALSE,Computers & Education,2017
Na8W,FALSE,Computers & Education,2017
eDxq,FALSE,Computers & Education,2017
Z9DL,FALSE,Computers & Education,2017
5QXD,FALSE,Computers & Education,2017
8blW,FALSE,Computers & Education,2017
3rz7,FALSE,Computers & Education,2017
0rzk,FALSE,Computers & Education,2017
2rYQ,FALSE,Computers & Education,2017
PExb,FALSE,Computers & Education,2017
EV0P,FALSE,Computers & Education,2017
AQDO,FALSE,Computers & Education,2017
xalb,FALSE,Computers & Education,2017
BExj,FALSE,Computers & Education,2017
qqxz,FALSE,Computers & Education,2017
L9ez,FALSE,Computers & Education,2017
0rV5,FALSE,Computers & Education,2017
XO8r,FALSE,Computers & Education,2017
mP8R,FALSE,Computers & Education,2017
y2wO,FALSE,Computers & Education,2017
RB77,FALSE,Computers & Education,2017
pAZB,FALSE,Computers & Education,2018
1rWq,FALSE,Computers & Education,2018
5Q43,FALSE,Computers & Education,2018
v9da,FALSE,Computers & Education,2018
EVKm,FALSE,Computers & Education,2018
qqp7,FALSE,Computers & Education,2018
Vd1V,FALSE,Computers & Education,2018
BEek,FALSE,Computers & Education,2018
XOGY,FALSE,Computers & Education,2018
KWNY,FALSE,Computers & Education,2018
z4mr,FALSE,Computers & Education,2018
AQLX,FALSE,Computers & Education,2018
1rdq,FALSE,Computers & Education,2018
mPb7,FALSE,Computers & Education,2018
Vd4e,FALSE,Computers & Education,2018
PE1z,FALSE,Computers & Education,2018
XOVY,FALSE,Computers & Education,2018
1rqv,FALSE,Computers & Education,2018
xa2b,FALSE,Computers & Education,2018
DBaD,FALSE,Computers & Education,2018
2r41,FALSE,Computers & Education,2018
wRe7,FALSE,Computers & Education,2018
7QDJ,FALSE,Computers & Education,2018
pANd,FALSE,Computers & Education,2018
pAdB,FALSE,Computers & Education,2018
BERp,FALSE,Computers & Education,2018
DBQL,FALSE,Computers & Education,2018
k7vZ,FALSE,Computers & Education,2018
grP8,FALSE,Computers & Education,2018
JONA,FALSE,Computers & Education,2018
gr9K,FALSE,Computers & Education,2018
wRpG,FALSE,Computers & Education,2018
5QOD,FALSE,Computers & Education,2018
VdPV,FALSE,Computers & Education,2018
xaQW,FALSE,Computers & Education,2018
PEgz,FALSE,Computers & Education,2018
4QaW,FALSE,Computers & Education,2018
eD1p,TRUE,Computers & Education,2018
W5ee,FALSE,Computers & Education,2018
O2WB,FALSE,Computers & Education,2018
k7PZ,FALSE,Computers & Education,2018
dJ98,FALSE,Computers & Education,2018
3rKd,FALSE,Computers & Education,2018
RB8v,FALSE,Computers & Education,2018
5Q1w,FALSE,Computers & Education,2018
Na2V,FALSE,Computers & Education,2018
5QD3,FALSE,Computers & Education,2018
PE17,FALSE,Computers & Education,2018
KWGd,FALSE,Computers & Education,2018
DLxN,FALSE,Contemporary Educational Psychology,2009
gOxO,FALSE,Contemporary Educational Psychology,2009
PD4d,FALSE,Contemporary Educational Psychology,2009
rypR,FALSE,Contemporary Educational Psychology,2009
QDbd,FALSE,Contemporary Educational Psychology,2009
V0VE,FALSE,Contemporary Educational Psychology,2009
wEPP,FALSE,Contemporary Educational Psychology,2009
l2XZ,FALSE,Contemporary Educational Psychology,2009
ByYG,FALSE,Contemporary Educational Psychology,2009
mKQ4,FALSE,Contemporary Educational Psychology,2009
qYmN,FALSE,Contemporary Educational Psychology,2009
Nv0l,FALSE,Contemporary Educational Psychology,2009
p7j8,FALSE,Contemporary Educational Psychology,2009
O0bN,FALSE,Contemporary Educational Psychology,2009
bVJE,FALSE,Contemporary Educational Psychology,2009
0PEZ,FALSE,Contemporary Educational Psychology,2009
zVAO,FALSE,Contemporary Educational Psychology,2009
3AVG,FALSE,Contemporary Educational Psychology,2009
dqKX,FALSE,Contemporary Educational Psychology,2009
vkEq,FALSE,Contemporary Educational Psychology,2009
G0kw,FALSE,Contemporary Educational Psychology,2009
edYP,FALSE,Contemporary Educational Psychology,2009
8WO0,FALSE,Contemporary Educational Psychology,2009
4qAV,FALSE,Contemporary Educational Psychology,2009
5dV2,FALSE,Contemporary Educational Psychology,2009
jRkr,FALSE,Contemporary Educational Psychology,2009
EZLr,FALSE,Contemporary Educational Psychology,2009
X0qb,FALSE,Contemporary Educational Psychology,2009
AYJj,FALSE,Contemporary Educational Psychology,2009
Z05Q,FALSE,Contemporary Educational Psychology,2010
EZEr,FALSE,Contemporary Educational Psychology,2010
V07E,FALSE,Contemporary Educational Psychology,2010
yBVQ,FALSE,Contemporary Educational Psychology,2010
1BPD,FALSE,Contemporary Educational Psychology,2010
5dq2,FALSE,Contemporary Educational Psychology,2010
J0Qe,FALSE,Contemporary Educational Psychology,2010
AY7j,FALSE,Contemporary Educational Psychology,2010
99Wa,FALSE,Contemporary Educational Psychology,2010
R0Nb,FALSE,Contemporary Educational Psychology,2010
aBKA,FALSE,Contemporary Educational Psychology,2010
YebW,FALSE,Contemporary Educational Psychology,2010
R02k,FALSE,Contemporary Educational Psychology,2010
O0pN,FALSE,Contemporary Educational Psychology,2010
7O51,FALSE,Contemporary Educational Psychology,2010
dq7X,FALSE,Contemporary Educational Psychology,2010
K0mD,FALSE,Contemporary Educational Psychology,2010
ka8j,FALSE,Contemporary Educational Psychology,2010
PDRd,FALSE,Contemporary Educational Psychology,2010
2VBq,FALSE,Contemporary Educational Psychology,2010
W0AG,FALSE,Contemporary Educational Psychology,2010
xPBk,FALSE,Contemporary Educational Psychology,2010
99Zy,FALSE,Contemporary Educational Psychology,2010
qY0N,FALSE,Contemporary Educational Psychology,2010
L0gZ,FALSE,Contemporary Educational Psychology,2010
bVj9,FALSE,Contemporary Educational Psychology,2011
vkJO,FALSE,Contemporary Educational Psychology,2011
wE14,FALSE,Contemporary Educational Psychology,2011
0P2r,FALSE,Contemporary Educational Psychology,2011
EZEx,FALSE,Contemporary Educational Psychology,2011
4q7w,FALSE,Contemporary Educational Psychology,2011
AY0z,FALSE,Contemporary Educational Psychology,2011
NvWQ,FALSE,Contemporary Educational Psychology,2011
p7bm,FALSE,Contemporary Educational Psychology,2011
DL3r,FALSE,Contemporary Educational Psychology,2011
l2q2,FALSE,Contemporary Educational Psychology,2011
G0Bp,FALSE,Contemporary Educational Psychology,2011
dqpp,FALSE,Contemporary Educational Psychology,2011
mKdZ,FALSE,Contemporary Educational Psychology,2011
V07A,FALSE,Contemporary Educational Psychology,2011
8WLR,FALSE,Contemporary Educational Psychology,2011
O09b,FALSE,Contemporary Educational Psychology,2011
QDam,FALSE,Contemporary Educational Psychology,2011
3AbZ,FALSE,Contemporary Educational Psychology,2011
zVyY,FALSE,Contemporary Educational Psychology,2011
jRVQ,FALSE,Contemporary Educational Psychology,2011
X0y8,FALSE,Contemporary Educational Psychology,2011
ed47,FALSE,Contemporary Educational Psychology,2011
BypX,FALSE,Contemporary Educational Psychology,2011
qY92,FALSE,Contemporary Educational Psychology,2011
gOEY,FALSE,Contemporary Educational Psychology,2011
W0Yw,FALSE,Contemporary Educational Psychology,2011
PDRY,FALSE,Contemporary Educational Psychology,2011
ryR7,FALSE,Contemporary Educational Psychology,2011
aBzQ,FALSE,Contemporary Educational Psychology,2012
l2O2,FALSE,Contemporary Educational Psychology,2012
Yexp,FALSE,Contemporary Educational Psychology,2012
xP7O,FALSE,Contemporary Educational Psychology,2012
K0zO,FALSE,Contemporary Educational Psychology,2012
V0zA,FALSE,Contemporary Educational Psychology,2012
zVZY,FALSE,Contemporary Educational Psychology,2012
Z0L4,FALSE,Contemporary Educational Psychology,2012
yBYp,FALSE,Contemporary Educational Psychology,2012
2V17,FALSE,Contemporary Educational Psychology,2012
1BK4,FALSE,Contemporary Educational Psychology,2012
J0zy,FALSE,Contemporary Educational Psychology,2012
PDzY,FALSE,Contemporary Educational Psychology,2012
bVz9,FALSE,Contemporary Educational Psychology,2012
kaAP,FALSE,Contemporary Educational Psychology,2012
W0zw,FALSE,Contemporary Educational Psychology,2012
R0zk,FALSE,Contemporary Educational Psychology,2012
L05G,FALSE,Contemporary Educational Psychology,2012
O0zb,FALSE,Contemporary Educational Psychology,2012
dqEp,FALSE,Contemporary Educational Psychology,2012
qY22,FALSE,Contemporary Educational Psychology,2012
5dyq,FALSE,Contemporary Educational Psychology,2012
7Ox9,FALSE,Contemporary Educational Psychology,2012
By4X,FALSE,Contemporary Educational Psychology,2012
G0zp,FALSE,Contemporary Educational Psychology,2012
99ky,FALSE,Contemporary Educational Psychology,2012
EZzx,FALSE,Contemporary Educational Psychology,2012
AYpz,FALSE,Contemporary Educational Psychology,2012
5dNq,FALSE,Contemporary Educational Psychology,2013
dqPp,FALSE,Contemporary Educational Psychology,2013
ryK7,FALSE,Contemporary Educational Psychology,2013
p7am,FALSE,Contemporary Educational Psychology,2013
99Ny,FALSE,Contemporary Educational Psychology,2013
aB3Q,FALSE,Contemporary Educational Psychology,2013
8WZR,FALSE,Contemporary Educational Psychology,2013
3A7Z,FALSE,Contemporary Educational Psychology,2013
L0zG,FALSE,Contemporary Educational Psychology,2013
J03y,FALSE,Contemporary Educational Psychology,2013
QDzm,FALSE,Contemporary Educational Psychology,2013
1BJ4,FALSE,Contemporary Educational Psychology,2013
2VN7,FALSE,Contemporary Educational Psychology,2013
mKWZ,FALSE,Contemporary Educational Psychology,2013
NvzQ,FALSE,Contemporary Educational Psychology,2013
ka5P,FALSE,Contemporary Educational Psychology,2013
xPxO,FALSE,Contemporary Educational Psychology,2013
qYK2,FALSE,Contemporary Educational Psychology,2013
edP7,FALSE,Contemporary Educational Psychology,2013
X0z8,FALSE,Contemporary Educational Psychology,2013
0PKr,FALSE,Contemporary Educational Psychology,2013
Z0z4,FALSE,Contemporary Educational Psychology,2013
gOVY,FALSE,Contemporary Educational Psychology,2013
Yezp,FALSE,Contemporary Educational Psychology,2013
yBLp,FALSE,Contemporary Educational Psychology,2013
W03w,FALSE,Contemporary Educational Psychology,2013
AYzz,FALSE,Contemporary Educational Psychology,2013
jRdQ,FALSE,Contemporary Educational Psychology,2013
4qbw,FALSE,Contemporary Educational Psychology,2013
K03O,FALSE,Contemporary Educational Psychology,2013
R03k,FALSE,Contemporary Educational Psychology,2013
DLzr,FALSE,Contemporary Educational Psychology,2013
7OL9,FALSE,Contemporary Educational Psychology,2013
vkYO,FALSE,Contemporary Educational Psychology,2013
wEy4,FALSE,Contemporary Educational Psychology,2013
O03b,FALSE,Contemporary Educational Psychology,2013
3ANJ,FALSE,Contemporary Educational Psychology,2014
O030,FALSE,Contemporary Educational Psychology,2014
p72E,FALSE,Contemporary Educational Psychology,2014
Nv39,FALSE,Contemporary Educational Psychology,2014
G0Gd,FALSE,Contemporary Educational Psychology,2014
4qN8,FALSE,Contemporary Educational Psychology,2014
R03L,FALSE,Contemporary Educational Psychology,2014
EZ3a,FALSE,Contemporary Educational Psychology,2014
edBQ,FALSE,Contemporary Educational Psychology,2014
ByNX,FALSE,Contemporary Educational Psychology,2014
V03K,FALSE,Contemporary Educational Psychology,2014
PD3Z,FALSE,Contemporary Educational Psychology,2014
qYKg,FALSE,Contemporary Educational Psychology,2014
zVk4,FALSE,Contemporary Educational Psychology,2014
AYzr,FALSE,Contemporary Educational Psychology,2014
ByNd,FALSE,Contemporary Educational Psychology,2014
wExZ,FALSE,Contemporary Educational Psychology,2014
PD3Y,FALSE,Contemporary Educational Psychology,2014
dqPV,FALSE,Contemporary Educational Psychology,2014
99Nq,FALSE,Contemporary Educational Psychology,2014
DLNX,FALSE,Contemporary Educational Psychology,2014
0PD8,FALSE,Contemporary Educational Psychology,2014
bV3A,FALSE,Contemporary Educational Psychology,2014
ryJG,FALSE,Contemporary Educational Psychology,2014
l2WJ,FALSE,Contemporary Educational Psychology,2014
jR5N,FALSE,Contemporary Educational Psychology,2014
W03r,FALSE,Contemporary Educational Psychology,2014
vkyp,FALSE,Contemporary Educational Psychology,2014
V03A,FALSE,Contemporary Educational Psychology,2014
5dNE,FALSE,Contemporary Educational Psychology,2014
EZ3x,FALSE,Contemporary Educational Psychology,2014
kaXW,FALSE,Contemporary Educational Psychology,2015
X0lK,FALSE,Contemporary Educational Psychology,2015
8WqX,FALSE,Contemporary Educational Psychology,2015
DL7X,FALSE,Contemporary Educational Psychology,2015
ByJd,FALSE,Contemporary Educational Psychology,2015
L0Xw,FALSE,Contemporary Educational Psychology,2015
gOAz,FALSE,Contemporary Educational Psychology,2015
K08l,FALSE,Contemporary Educational Psychology,2015
99dq,FALSE,Contemporary Educational Psychology,2015
ryPG,FALSE,Contemporary Educational Psychology,2015
dqYV,FALSE,Contemporary Educational Psychology,2015
xP5N,FALSE,Contemporary Educational Psychology,2015
l2QJ,FALSE,Contemporary Educational Psychology,2015
QDlK,FALSE,Contemporary Educational Psychology,2015
AYKr,FALSE,Contemporary Educational Psychology,2015
zVW4,FALSE,Contemporary Educational Psychology,2015
3AEJ,FALSE,Contemporary Educational Psychology,2015
O0g0,FALSE,Contemporary Educational Psychology,2015
gOLz,FALSE,Contemporary Educational Psychology,2015
X0dK,FALSE,Contemporary Educational Psychology,2015
Z0bK,FALSE,Contemporary Educational Psychology,2015
vkqp,FALSE,Contemporary Educational Psychology,2015
J0kk,FALSE,Contemporary Educational Psychology,2015
yBOV,FALSE,Contemporary Educational Psychology,2015
V0AK,FALSE,Contemporary Educational Psychology,2015
aBJx,FALSE,Contemporary Educational Psychology,2015
4qP8,FALSE,Contemporary Educational Psychology,2015
kadW,FALSE,Contemporary Educational Psychology,2015
Z0lK,FALSE,Contemporary Educational Psychology,2015
wEdZ,FALSE,Contemporary Educational Psychology,2015
mKOV,FALSE,Contemporary Educational Psychology,2015
W0qr,FALSE,Contemporary Educational Psychology,2015
2VwG,FALSE,Contemporary Educational Psychology,2015
5dBE,FALSE,Contemporary Educational Psychology,2015
G0xd,FALSE,Contemporary Educational Psychology,2015
Nvb9,FALSE,Contemporary Educational Psychology,2015
8WJX,FALSE,Contemporary Educational Psychology,2015
1BwN,FALSE,Contemporary Educational Psychology,2015
QD0K,FALSE,Contemporary Educational Psychology,2015
p70E,FALSE,Contemporary Educational Psychology,2015
mKmV,FALSE,Contemporary Educational Psychology,2015
edyQ,FALSE,Contemporary Educational Psychology,2015
jR8N,FALSE,Contemporary Educational Psychology,2015
0Pw8,FALSE,Contemporary Educational Psychology,2015
R0EL,FALSE,Contemporary Educational Psychology,2015
EZYa,FALSE,Contemporary Educational Psychology,2015
PDjZ,FALSE,Contemporary Educational Psychology,2015
